taxonid,year,category
14864,1990,Ex
14864,1988,Ex
14864,1986,Ex
14864,1982,Ex
14865,2016,EX
14865,2008,EX
14865,1996,EX
14865,1994,Ex
14865,1990,Ex
14865,1988,Ex
14865,1986,Ex
14865,1982,Ex
14866,2016,EX
14866,2008,EX
14866,1996,EX
14866,1994,Ex
14866,1990,Ex
14866,1988,Ex
14866,1986,Ex
14866,1982,Ex
14867,2016,LC
14867,2008,LC
14867,1996,LR/lc
14868,2016,NT
14868,2008,VU
14868,1996,LR/nt
14869,2016,LC
14869,2008,LC
14869,1996,LR/lc
14876,2019,VU
14876,2008,VU
14876,1996,VU
14876,1994,I
14878,2016,LC
14878,2008,DD
14878,1996,EN
14879,2016,LC
14879,2008,DD
14879,1996,EN
14880,2019,VU
14880,1996,VU
14880,1994,V
14880,1990,V
14880,1988,V
14880,1986,V
14881,2019,EW
14881,1996,EX
14881,1994,Ex
14881,1990,Ex
14882,2019,EX
14882,1996,EX
14882,1994,Ex
14882,1990,Ex
14883,2013,VU
14883,1996,VU
14883,1994,R
14883,1990,R
14884,2013,EN
14884,1996,CR
14884,1994,E
14884,1990,E
14885,2014,NT
14885,1996,DD
14885,1994,R
14885,1990,R
14885,1988,R
14885,1986,R
14886,2019,DD
14886,1996,VU
14886,1994,R
14886,1990,R
14887,2019,LC
14887,2014,LC
14887,1996,DD
14887,1994,I
14887,1990,I
14887,1988,I
14887,1986,I
14888,2013,EN
14888,1996,CR
14888,1994,E
14888,1990,E
14888,1988,V
14888,1986,V
14889,2013,VU
14889,1996,VU
14889,1994,V
14889,1990,V
14890,2019,DD
14890,1996,CR
14890,1994,R
14890,1990,R
14891,2019,EX
14891,2013,EX
14891,1996,EX
14891,1994,Ex
14891,1990,Ex
14891,1988,Ex
14891,1986,Ex
14892,2013,VU
14892,1996,DD
14892,1994,R
14892,1990,R
14893,2013,VU
14893,1996,LR/nt
14893,1994,R
14893,1990,R
14893,1988,V
14893,1986,V
14894,2019,EX
14894,1996,EX
14894,1994,E
14894,1990,E
14894,1988,E
14895,2013,VU
14895,2010,VU
14895,1996,DD
14895,1994,R
14895,1990,R
14895,1988,R
14895,1986,R
14896,2019,EN
14896,2014,EN
14896,1996,EN
14896,1994,E
14896,1990,E
14896,1988,E
14896,1986,E
14898,2013,VU
14898,1996,DD
14898,1994,R
14898,1990,R
14898,1988,R
14898,1986,R
14899,2013,VU
14899,1996,CR
14899,1994,E
14899,1990,E
14899,1988,E
14899,1986,E
14900,2013,VU
14900,1996,VU
14900,1994,V
14900,1990,V
14900,1988,E
14900,1986,E
14901,2014,NT
14901,1996,DD
14901,1994,R
14901,1990,R
14901,1988,V
14901,1986,V
14902,2013,EN
14902,1996,VU
14902,1994,V
14902,1990,V
14902,1988,V
14902,1986,V
14903,2013,EN
14903,2010,EN
14903,1996,VU
14903,1994,V
14903,1990,V
14903,1988,E
14903,1986,E
14904,2013,VU
14904,1996,LR/nt
14904,1994,V
14904,1990,V
14904,1988,E
14904,1986,V
14905,2014,NT
14905,1996,LR/nt
14905,1994,V
14905,1990,V
14905,1988,V
14905,1986,V
14906,2013,EN
14906,1996,VU
14906,1994,E
14906,1990,E
14906,1988,R
14906,1986,R
14907,2013,EN
14907,1996,VU
14907,1994,V
14907,1990,V
14907,1988,R
14907,1986,R
14908,2013,EX
14908,1996,CR
14908,1994,E
14908,1990,E
14908,1988,E
14908,1986,E
14909,2013,LC
14909,1996,LR/nt
14909,1994,R
14909,1990,R
14909,1988,R
14909,1986,R
14918,2016,VU
14918,2008,NT
14918,1996,LR/nt
14919,2016,LC
14919,2008,LC
14919,1996,LR/nt
14920,2016,LC
14920,2008,LC
14920,1996,LR/lc
14921,2019,NT
14921,2008,NT
14921,1996,LR/nt
14922,2016,VU
14922,2008,EN
14922,2000,VU
14922,1996,VU
14923,2019,LC
14923,2008,LC
14923,1996,LR/nt
14925,2016,LC
14925,2008,LC
14925,2004,LC
14925,1996,LR/lc
14926,2017,LC
14926,2008,LC
14926,2004,LC
14926,1996,LR/lc
14927,2017,LC
14927,2008,LC
14927,2004,DD
14927,1996,LR/nt
14928,2017,LC
14928,2008,LC
14928,2004,LC
14928,1996,LR/lc
14929,2017,LC
14929,2008,LC
14929,2004,LC
14929,1996,LR/lc
14930,2017,LC
14930,2008,LC
14930,2004,LC
14930,1996,LR/lc
14931,2017,LC
14931,2008,LC
14931,2004,NT
14931,1996,LR/nt
14932,2008,VU
14932,1996,VU
14933,2017,LC
14933,2008,LC
14933,2004,LC
14933,1996,LR/lc
14934,2019,DD
14934,2008,DD
14934,2004,VU
14934,1996,VU
14935,2017,LC
14935,2008,LC
14935,2004,LC
14935,1996,LR/lc
14936,2017,LC
14936,2008,LC
14936,2004,LC
14936,1996,LR/lc
14937,2008,NT
14937,1996,LR/lc
14939,2017,LC
14939,2008,LC
14939,2004,NT
14939,1996,LR/nt
14941,2008,VU
14941,2000,VU
14941,1996,VU
14941,1994,V
14941,1990,V
14941,1988,V
14942,2008,LC
14942,1996,LR/lc
14943,2008,LC
14943,1996,LR/lc
14944,2019,LC
14944,2008,LC
14944,1996,LR/lc
14945,2008,LC
14945,1996,LR/lc
14946,2008,LC
14946,1996,LR/nt
14947,2008,LC
14947,1996,LR/lc
14953,2008,EN
14953,1996,CR
14953,1994,E
14953,1990,E
14953,1988,E
14954,2008,LC
14954,1996,LR/nt
14954,1994,R
14955,2008,DD
14955,1996,LR/nt
14955,1994,I
14956,2008,DD
14956,1996,VU
14956,1994,R
14958,2017,LC
14958,2008,DD
14958,1996,VU
14959,2008,DD
14959,1996,VU
14960,2008,VU
14960,1996,VU
14961,2008,DD
14961,1996,EX
14961,1994,Ex
14962,2016,LC
14962,2008,LC
14962,1996,LR/lc
14963,2016,LC
14963,2008,LC
14963,1996,LR/lc
14964,2008,LC
14964,1996,LR/nt
14965,2008,LC
14965,1996,LR/lc
14966,2008,LC
14966,1996,LR/lc
14967,2008,LC
14967,1996,LR/lc
14969,2004,EN
14969,2002,EN
14969,1996,EN
14969,1994,V
14993,2019,LC
14993,2008,LC
14993,1996,LR/lc
14994,2015,LC
14994,2008,LC
14994,1996,LR/lc
14995,2015,LC
14995,2008,LC
14995,1996,LR/lc
14995,1996,LR/nt
14996,2015,LC
14996,2008,LC
14996,1996,LR/lc
14999,2016,LC
14999,2008,LC
14999,1996,LR/lc
15000,2008,LC
15000,1996,LR/lc
15001,2008,LC
15001,1996,LR/lc
15003,2008,LC
15003,1996,LR/lc
15004,2008,LC
15004,1996,LR/lc
15005,2016,DD
15005,2008,DD
15005,1996,EN
15006,2008,CR
15006,1996,EX
15007,2008,DD
15007,1996,VU
15008,2017,LC
15008,2008,LC
15008,1996,LR/lc
15009,2008,DD
15009,1996,LR/nt
15011,2008,LC
15011,1996,LR/nt
15019,2011,VU
15019,1996,VU
15020,1996,CR
15020,1994,E
15020,1990,I
15020,1988,I
15020,1986,I
15021,2012,VU
15021,1996,LR/nt
15022,2012,LC
15022,1996,LR/lc
15023,2000,EN
15023,1996,LR/nt
15023,1994,I
15024,2017,EN
15024,1996,LR/nt
15026,2000,EN
15026,1996,LR/nt
15029,1996,EN
15029,1994,E
15046,2019,EN
15046,2008,EN
15046,1996,EN
15046,1994,V
15046,1990,V
15048,2016,LC
15048,2008,LC
15048,1996,LR/nt
15048,1994,K
15050,2019,EN
15050,2008,EN
15050,1996,VU
15050,1994,I
15051,2016,LC
15051,2008,LC
15051,1996,LR/lc
15051,1994,I
15052,2016,LC
15052,2008,LC
15052,1996,VU
15052,1994,V
15053,2019,LC
15053,2008,LC
15053,1996,LR/nt
15053,1994,I
15087,2016,VU
15087,2013,VU
15087,2008,VU
15087,1996,LR/lc
15088,2016,LC
15088,2013,LC
15088,2008,LC
15088,1996,LR/lc
15089,2016,NT
15089,2013,NT
15089,2010,NT
15089,2008,VU
15089,1996,LR/lc
15090,2016,CR
15090,2013,CR
15090,2008,CR
15090,1996,VU
15091,2016,LC
15091,2008,LC
15091,1996,LR/lc
15093,2016,LC
15093,2013,LC
15093,2008,LC
15093,1996,LR/lc
15106,2016,VU
15106,2008,DD
15106,1996,LR/lc
15108,2016,NT
15108,1996,LR/lc
15108,1965,NA
15125,2016,LC
15125,1996,VU
15125,1994,R
15126,2016,NT
15126,1996,VU
15126,1994,R
15129,1996,EN
15129,1994,I
15129,1990,I
15129,1988,I
15129,1986,I
15131,2016,LC
15131,2008,LC
15131,1996,LR/lc
15132,2019,DD
15132,2008,DD
15132,1996,EN
15134,2016,LC
15134,2008,LC
15134,1996,LR/lc
15135,2016,LC
15135,2008,LC
15135,1996,LR/lc
15136,2019,DD
15136,2008,DD
15136,1996,LR/lc
15137,2016,LC
15137,2008,LC
15137,1996,LR/lc
15138,2016,LC
15138,2008,LC
15138,1996,LR/lc
15139,2016,LC
15139,2008,LC
15139,1996,LR/lc
15140,2016,LC
15140,2008,LC
15140,1996,LR/lc
15141,2016,LC
15141,2008,LC
15141,1996,LR/lc
15142,2016,LC
15142,2008,LC
15142,1996,LR/lc
15143,2016,LC
15143,2008,LC
15143,1996,LR/lc
15144,2014,EX
15144,1996,EX
15144,1994,Ex
15144,1990,Ex
15144,1988,Ex
15144,1986,Ex
15164,2016,LC
15164,2008,LC
15164,2004,LC
15164,1996,DD
15165,2019,DD
15165,2008,LC
15165,2004,DD
15165,1996,LR/lc
15166,1996,EX
15166,1994,Ex
15168,2011,NT
15168,1996,LR/nt
15169,1996,VU
15169,1994,R
15170,1996,DD
15170,1994,V
15171,1996,DD
15171,1994,V
15172,1996,DD
15172,1994,V
15173,1996,DD
15173,1994,R
15174,1996,DD
15174,1994,R
15175,1996,DD
15175,1994,R
15176,1996,DD
15176,1994,R
15177,1996,DD
15177,1994,V
15178,1996,CR
15178,1994,Ex
15179,1996,CR
15179,1994,Ex
15180,1996,DD
15180,1994,Ex
15181,1996,CR
15181,1994,Ex
15182,1996,CR
15182,1994,Ex
15183,1996,CR
15183,1994,Ex
15184,2010,VU
15184,1996,DD
15185,2013,EN
15185,1996,VU
15185,1994,I
15185,1990,I
15185,1988,I
15185,1986,V
15187,2010,EX
15187,1996,EX
15187,1994,Ex
15188,2015,EN
15188,2013,EN
15188,2008,NT
15188,1996,LR/nt
15189,2016,DD
15189,2008,DD
15189,1996,LR/nt
15190,2016,DD
15190,2008,DD
15190,1996,LR/nt
15198,2018,EN
15198,1996,EN
15198,1994,R
15199,2013,DD
15199,1996,DD
15199,1994,R
15239,2010,LC
15239,1996,LR/nt
15241,2016,LC
15241,2008,LC
15241,1996,LR/lc
15242,2016,LC
15242,2008,LC
15242,1996,LR/lc
15243,2016,LC
15243,2008,LC
15243,1996,LR/lc
15244,2016,LC
15244,2008,LC
15244,1996,LR/lc
15245,2016,LC
15245,2008,LC
15245,2000,DD
15245,1996,DD
15245,1996,LR/lc
15246,2016,LC
15246,2008,LC
15246,1996,LR/lc
15247,2016,LC
15247,2008,LC
15247,1996,LR/lc
15248,2016,LC
15248,2008,LC
15248,1996,LR/lc
15249,2016,LC
15249,2008,LC
15249,1996,LR/lc
15250,2016,LC
15250,2008,LC
15250,1996,LR/lc
15251,2016,LC
15251,2008,LC
15251,1996,LR/lc
15252,2016,LC
15252,2008,LC
15252,1996,LR/lc
15253,2016,LC
15253,2008,LC
15253,1996,LR/lc
15254,2016,LC
15254,2008,LC
15254,1996,LR/nt
15255,2019,EX
15255,2008,EX
15255,1996,EN
15255,1994,Ex
15257,2019,EN
15257,1996,VU
15257,1994,V
15258,2019,EN
15258,1996,VU
15258,1994,I
15259,2010,DD
15259,1996,LR/lc
15259,1994,I
15260,2019,EN
15260,2010,EN
15260,1996,VU
15260,1994,K
15261,2019,VU
15261,1996,VU
15261,1994,K
15263,2010,VU
15263,1996,LR/nt
15265,2019,EN
15265,1996,VU
15268,1996,VU
15268,1994,V
15269,2015,LC
15269,2008,LC
15269,1996,LR/lc
15269,1965,NA
15270,1996,DD
15270,1994,E
15271,1996,DD
15271,1994,V
15272,2012,LC
15272,1996,DD
15272,1994,V
15273,1996,DD
15273,1994,V
15274,1996,DD
15274,1994,V
15275,1996,DD
15275,1994,V
15276,1996,DD
15276,1994,V
15278,1996,DD
15278,1994,V
15279,1996,DD
15279,1994,V
15280,1996,DD
15280,1994,V
15281,1996,DD
15281,1994,V
15283,1996,DD
15283,1994,V
15284,1996,DD
15284,1994,V
15285,1996,DD
15285,1994,V
15286,1996,DD
15286,1994,V
15287,1996,DD
15287,1994,V
15288,1996,DD
15288,1994,V
15289,1996,DD
15289,1994,V
15290,1996,DD
15290,1994,V
15291,1996,DD
15291,1994,V
15292,1996,DD
15292,1994,V
15293,1996,DD
15293,1994,V
15294,1996,DD
15294,1994,E
15295,1996,DD
15295,1994,V
15296,1996,DD
15296,1994,V
15297,1996,EX
15297,1994,Ex
15307,1996,VU
15307,1994,R
15307,1990,I
15307,1988,I
15308,1996,VU
15308,1994,R
15308,1990,I
15308,1988,I
15309,2016,NT
15309,2015,NT
15309,2008,NT
15309,2002,NT
15309,1996,LR/lc
15309,1994,I
15310,2015,LC
15310,2008,NT
15310,2002,NT
15310,1996,LR/lc
15311,2015,VU
15311,2008,VU
15311,2002,VU
15311,1996,VU
15311,1994,I
15315,2019,LC
15315,1996,VU
15315,1994,E
15316,1996,CR
15316,1994,V
15316,1990,V
15316,1988,V
15316,1986,V
15318,1996,EN
15318,1994,V
15318,1990,V
15318,1988,E
15318,1986,E
15319,2018,EN
15319,1996,EN
15319,1994,E
15320,1996,DD
15320,1994,E
15324,2016,LC
15324,2008,LC
15324,1996,LR/lc
15330,2016,VU
15330,2008,EN
15330,1996,EN
15330,1994,E
15330,1990,E
15330,1988,E
15330,1986,E
15330,1982,E
15330,1965,NA
15331,2016,EX
15331,2008,EX
15331,1996,EX
15331,1994,Ex
15331,1990,Ex
15331,1988,Ex
15331,1986,Ex
15331,1982,Ex
15331,1965,NA
15335,2006,VU
15335,1996,VU
15335,1994,R
15335,1990,R
15335,1988,R
15336,2006,VU
15336,1996,EN
15336,1994,E
15336,1990,E
15336,1988,E
15337,2016,LC
15337,2008,LC
15337,1996,LR/lc
15338,2016,LC
15338,2008,LC
15338,1996,LR/lc
15339,2016,LC
15339,2008,LC
15339,1996,LR/lc
15349,1996,CR
15349,1994,Ex
15350,1996,CR
15350,1994,Ex
15351,1996,CR
15351,1994,Ex
15352,1996,CR
15352,1994,Ex
15353,1996,CR
15353,1994,Ex
15354,1996,CR
15354,1994,Ex
15355,1996,CR
15355,1994,Ex
15356,1996,CR
15356,1994,Ex
15357,1996,CR
15357,1994,Ex
15361,2018,LC
15361,1996,VU
15361,1994,V
15362,2018,NT
15362,2007,NT
15362,1996,VU
15362,1994,R
15362,1990,R
15362,1988,R
15362,1986,R
15363,2017,LC
15363,2009,LC
15363,2007,LC
15363,1996,LR/nt
15363,1994,V
15363,1990,V
15363,1988,V
15363,1986,R
15364,2009,LC
15364,1996,LR/lc
15364,1994,E
15364,1990,E
15364,1988,E
15364,1986,E
15365,2018,NT
15365,2009,EN
15365,2007,EN
15365,1996,EN
15365,1994,Ex?
15365,1990,Ex?
15365,1988,Ex?
15365,1986,Ex?
15366,2017,LC
15366,2007,LC
15366,1996,VU
15366,1994,V
15366,1990,V
15366,1988,V
15366,1986,V
15367,2018,LC
15367,2007,NT
15367,1996,LR/nt
15367,1996,VU
15367,1994,I
15367,1994,R
15367,1990,I
15367,1990,R
15367,1988,I
15367,1988,R
15367,1986,I
15367,1986,R
15386,2019,EN
15386,1996,DD
15386,1994,K
15386,1990,I
15386,1988,I
15387,2019,EN
15387,1996,EN
15387,1994,E
15387,1990,E
15389,2003,CR
15389,1996,EX
15389,1994,V
15391,2017,CR
15391,1996,CR
15391,1994,E
15392,2012,DD
15392,2010,DD
15392,1996,DD
15392,1994,K
15409,2017,LC
15409,2007,LC
15409,1996,VU
15413,1996,VU
15413,1994,R
15414,1996,EN
15414,1994,V
15415,1996,EN
15415,1994,Ex
15416,1996,CR
15416,1994,Ex
15417,1996,EN
15417,1994,Ex
15419,2017,EN
15419,2008,VU
15419,1996,DD
15419,1994,K
15419,1990,K
15419,1988,K
15421,2017,DD
15421,2013,DD
15421,2008,DD
15421,1996,LR/cd
15421,1994,K
15422,2010,EN
15422,1996,VU
15422,1994,I
15422,1990,I
15422,1988,I
15422,1986,I
15423,2010,EN
15423,1996,CR
15423,1994,E
15423,1990,E
15423,1988,E
15423,1986,E
15423,1983,V
15424,2010,VU
15424,1996,VU
15425,2010,VU
15425,1996,VU
15426,2010,LC
15426,1996,VU
15427,2010,DD
15427,1996,VU
15428,2010,VU
15428,1996,CR
15429,2010,LC
15429,1996,VU
15430,2010,LC
15430,1996,VU
15431,2010,VU
15431,1996,VU
15432,2010,DD
15432,1996,VU
15433,2010,DD
15433,1996,VU
15434,2010,NT
15434,1996,VU
15435,2010,LC
15435,1996,VU
15436,2010,VU
15436,1996,VU
15437,2010,VU
15437,1996,VU
15438,2010,VU
15438,1996,VU
15439,2010,LC
15439,1996,VU
15440,2010,LC
15440,1996,VU
15441,2010,VU
15441,1996,VU
15442,2010,DD
15442,1996,VU
15443,2010,EN
15443,1996,VU
15446,2011,LC
15446,1996,DD
15446,1994,V
15447,2011,CR
15447,1996,LR/nt
15447,1994,R
15448,2011,NT
15448,1996,DD
15448,1994,V
15449,1996,LR/nt
15449,1994,R
15450,1996,VU
15450,1994,V
15451,1996,LR/nt
15451,1994,R
15452,2016,EN
15452,2008,EN
15452,2002,EN
15452,1996,VU
15452,1994,K
15452,1990,R
15452,1988,R
15452,1986,R
15452,1982,R
15453,2013,LC
15453,1996,VU
15453,1994,V
15453,1990,V
15453,1988,R
15453,1986,R
15454,2013,VU
15454,1996,LR/nt
15454,1994,R
15455,1996,LR/lc
15455,1994,I
15455,1990,I
15455,1988,I
15457,2006,CR
15457,1996,VU
15458,2006,CR
15458,1996,VU
15459,2011,EN
15459,1996,VU
15459,1994,I
15459,1990,I
15459,1988,I
15461,1996,DD
15461,1994,V
15461,1990,V
15461,1988,V
15461,1986,I
15466,1996,DD
15466,1994,R
15466,1990,R
15466,1988,R
15466,1986,I
15467,1996,VU
15467,1994,R
15467,1990,R
15467,1988,R
15468,1996,VU
15468,1994,I
15468,1990,I
15468,1988,I
15468,1986,I
15469,1996,VU
15469,1994,V
15470,1996,DD
15470,1994,R
15471,1996,DD
15471,1994,R
15474,1996,DD
15474,1994,V
15475,1996,VU
15475,1994,V
15478,1996,VU
15478,1994,R
15478,1990,R
15484,2016,EN
15484,2008,EN
15484,1996,EN
15484,1994,E
15484,1990,E
15485,2016,LC
15485,2008,LC
15485,1996,LR/cd
15491,1996,DD
15491,1994,E
15491,1990,E
15491,1988,E
15491,1986,E
15492,1996,VU
15492,1994,E
15493,1996,LR/nt
15493,1994,E
15494,1996,DD
15494,1994,E
15509,2000,EN
15509,1996,LR/nt
15509,1994,K
15509,1990,K
15509,1988,K
15511,2018,VU
15511,1996,VU
15511,1994,I
15511,1990,I
15511,1988,I
15511,1986,I
15511,1985,I
15513,2018,EN
15513,1996,EN
15513,1994,E
15513,1990,E
15513,1988,E
15513,1986,E
15513,1985,E
15513,1983,E
15516,2018,LC
15516,1996,LR/nt
15516,1994,I
15516,1990,I
15516,1988,I
15516,1986,I
15516,1985,I
15517,2018,NT
15517,1996,EN
15517,1994,V
15517,1990,V
15517,1988,V
15517,1986,V
15517,1985,V
15519,2018,NT
15519,1996,EN
15519,1994,V
15519,1990,V
15519,1988,V
15519,1986,V
15519,1985,V
15520,2018,NT
15520,1996,LR/lc
15520,1994,I
15520,1990,I
15520,1988,I
15520,1986,I
15520,1985,I
15523,2018,NT
15523,1996,VU
15523,1994,I
15523,1990,I
15523,1988,I
15523,1986,I
15523,1985,I
15524,2018,LC
15524,1996,DD
15524,1994,K
15524,1990,K
15524,1988,K
15524,1986,K
15524,1985,K
15541,2000,EN
15541,1996,DD
15541,1994,V
15541,1990,V
15541,1988,V
15542,1996,EN
15542,1994,R
15542,1990,R
15543,2011,CR
15543,2010,DD
15543,2007,DD
15543,2004,DD
15543,1996,DD
15543,1994,V
15543,1990,V
15543,1988,I
15543,1986,I
15544,2016,LC
15544,2008,LC
15544,1996,LR/lc
15546,2019,DD
15546,2008,DD
15546,1996,CR
15548,2016,LC
15548,2008,LC
15548,2000,LR/nt
15548,1996,VU
15549,2016,LC
15549,2008,LC
15549,1996,LR/lc
15550,2016,LC
15550,2008,LC
15550,1996,LR/lc
15568,2016,EW
15568,2008,EW
15568,2007,EW
15568,2000,EW
15568,1996,CR
15568,1994,E
15568,1990,E
15568,1988,E
15568,1986,E
15568,1965,NA
15569,2017,VU
15569,2011,VU
15569,2008,EN
15569,2003,EN
15569,1996,EN
15569,1994,E
15569,1990,E
15569,1988,E
15569,1986,E
15569,1965,NA
15571,2018,EN
15571,2008,NT
15571,1996,LR/cd
15572,2018,VU
15572,2008,VU
15572,1996,LR/cd
15573,2016,LC
15573,2008,LC
15573,1996,LR/cd
15574,2019,NT
15574,1996,VU
15574,1994,V
15574,1990,V
15575,2019,NT
15575,1996,VU
15575,1994,V
15575,1990,V
15576,2019,NT
15576,1996,VU
15576,1994,V
15576,1990,V
15577,2019,NT
15577,1996,EN
15577,1994,E
15577,1990,E
15578,2019,NT
15578,1996,VU
15578,1994,V
15578,1990,V
15579,2019,LC
15579,1996,VU
15583,2017,EX
15583,2008,EX
15583,1996,EX
15583,1994,Ex?
15583,1990,Ex?
15584,2016,LC
15584,2008,LC
15584,1996,LR/lc
15585,2016,LC
15585,2008,LC
15585,1996,LR/lc
15586,2016,LC
15586,2008,LC
15586,1996,LR/lc
15587,2019,DD
15587,2008,DD
15587,1996,LR/lc
15588,2016,LC
15588,2008,LC
15588,1996,LR/lc
15591,2018,VU
15591,2008,LC
15591,1996,LR/lc
15592,2016,LC
15592,2008,LC
15592,1996,LR/lc
15593,2016,LC
15593,2008,LC
15593,1996,LR/lc
15594,2019,DD
15594,2008,LC
15594,1996,LR/nt
15595,2018,VU
15595,2008,VU
15595,2002,VU
15595,1996,CR
15597,2019,EN
15597,2008,EN
15597,1996,LR/lc
15598,2016,LC
15598,2008,LC
15598,1996,LR/lc
15600,2016,LC
15600,2008,LC
15600,1996,LR/lc
15602,2018,VU
15602,2008,EN
15602,1996,LR/lc
15603,2016,LC
15603,2008,LC
15603,1996,LR/lc
15604,2016,LC
15604,2008,LC
15604,1996,LR/nt
15605,2016,LC
15605,2008,LC
15605,1996,LR/lc
15606,2016,LC
15606,2008,LC
15606,1996,DD
15607,2016,LC
15607,2008,LC
15607,1996,LR/lc
15608,2017,NT
15608,2008,VU
15608,1996,LR/nt
15609,2019,DD
15609,2008,DD
15609,1996,LR/lc
15611,2019,EN
15611,2008,VU
15611,1996,LR/lc
15612,2016,LC
15612,2008,LC
15612,1996,LR/lc
15613,2008,NT
15613,1996,LR/lc
15614,2016,LC
15614,2008,LC
15614,1996,LR/lc
15615,2017,LC
15615,2008,LC
15615,1996,LR/lc
15616,2016,LC
15616,2008,LC
15616,1996,LR/lc
15617,2016,LC
15617,2008,LC
15617,1996,LR/lc
15628,2015,NT
15628,2008,DD
15628,1996,DD
15629,2017,LC
15629,2008,LC
15629,1996,LR/lc
15631,2011,LC
15631,2008,LC
15631,1996,DD
15632,2010,NT
15632,1996,VU
15632,1994,E
15632,1990,E
15632,1988,E
15632,1986,E
15633,1996,EN
15633,1994,V
15633,1990,V
15634,1996,CR
15634,1994,V
15634,1990,V
15635,1996,VU
15635,1988,I
15635,1986,I
15635,1982,I
15636,1996,DD
15636,1994,V
15640,2016,NT
15640,2015,NT
15640,2008,NT
15640,2002,NT
15640,1996,LR/lc
15640,1994,K
15642,2014,LC
15642,2008,LC
15642,2004,LC
15642,1996,LR/lc
15643,2019,LC
15643,2008,LC
15643,2000,LR/lc
15643,1996,LR/lc
15643,1988,nt
15644,2019,LC
15644,2008,LC
15644,2000,LR/lc
15644,1996,LR/nt
15644,1988,nt
15645,2016,DD
15645,2008,DD
15645,1996,VU
15645,1994,K
15645,1990,K
15645,1988,K
15646,2016,DD
15646,2008,DD
15646,2000,CR
15646,1996,CR
15646,1994,V
15647,2016,DD
15647,2008,DD
15647,1996,VU
15648,2017,NT
15648,2008,NT
15648,2004,NT
15648,1996,VU
15649,2008,DD
15649,1996,VU
15650,2008,DD
15650,1996,VU
15651,2016,LC
15651,2008,LC
15651,2004,LC
15651,1996,LR/nt
15652,2016,LC
15652,2008,LC
15652,2004,LC
15652,1996,LR/lc
15653,2016,LC
15653,2008,LC
15653,2004,NT
15653,1996,LR/nt
15655,2019,NT
15655,2008,LC
15655,2004,LC
15655,2003,LC
15655,1996,LR/lc
15657,2008,VU
15657,2004,VU
15657,1996,EN
15659,2017,LC
15659,2016,LC
15659,2008,LC
15659,2004,LC
15659,1996,LR/nt
15660,2016,LC
15660,2008,LC
15660,2004,LC
15660,1996,LR/lc
15661,2008,LC
15661,2004,LC
15661,1996,LR/nt
15662,2016,LC
15662,2008,LC
15662,2004,LC
15662,2003,LC
15662,1996,LR/lc
15664,2016,LC
15664,2008,LC
15664,1996,LR/lc
15665,2008,LC
15665,1996,VU
15665,1994,I
15665,1990,K
15665,1988,K
15666,2016,LC
15666,2008,LC
15666,1996,LR/lc
15724,1996,DD
15724,1994,R
15730,2016,LC
15730,2008,LC
15730,1996,LR/cd
15731,2016,VU
15731,2008,VU
15731,1996,VU
15731,1994,V
15732,2008,EX
15732,1996,EX
15733,2008,NT
15733,1996,VU
15733,1988,I
15735,2008,LC
15735,1996,LR/cd
15739,2008,VU
15739,1996,VU
15740,2008,LC
15740,1996,LR/cd
15767,1996,EN
15767,1994,V
15767,1990,E
15767,1988,E
15767,1986,E
15768,2017,CR
15768,1996,VU
15768,1994,E
15769,2017,EN
15769,1996,LR/nt
15769,1994,K
15770,2017,LC
15770,1996,VU
15771,2017,CR
15771,1996,VU
15772,1996,DD
15772,1994,R
15777,2006,NT
15777,1996,VU
15777,1994,V
15777,1990,V
15777,1988,V
15777,1986,E
15778,2016,EN
15778,2004,CR
15778,1996,VU
15778,1994,R
15780,1996,CR
15780,1994,E
15780,1990,I
15780,1988,I
15780,1986,I
15783,2016,LC
15783,2008,LC
15783,1996,LR/lc
15784,2016,LC
15784,2008,LC
15784,1996,LR/lc
15785,2016,LC
15785,2008,LC
15785,1996,LR/lc
15786,2019,EN
15786,2008,EN
15786,1996,VU
15787,2016,LC
15787,2008,LC
15787,1996,LR/lc
15788,2016,LC
15788,2008,LC
15788,1996,LR/lc
15789,2016,LC
15789,2008,LC
15789,1996,LR/lc
15791,2016,LC
15791,2008,LC
15791,1996,LR/lc
15792,2016,LC
15792,2008,LC
15792,1996,LR/lc
15793,2016,LC
15793,2008,LC
15793,1996,VU
15803,2016,NT
15803,2008,NT
15803,2002,NT
15803,1996,LR/nt
15803,1994,K
15803,1965,NA
15837,2011,LC
15837,2006,LC
15837,1996,LR/nt
15838,2016,EN
15838,2016,LC
15838,2004,LC
15838,1996,LR/lc
15838,1994,K
15839,2016,EN
15839,2004,CR
15839,1996,VU
15839,1994,K
15857,1996,VU
15857,1994,R
15858,1996,CR
15858,1994,R
15864,1996,EX
15864,1994,Ex
15865,2016,LC
15865,2008,LC
15865,2004,LC
15865,1996,LR/lc
15866,2010,CR
15866,1996,CR
15866,1994,E
15866,1990,V
15866,1988,V
15866,1986,V
15866,1983,V
15867,2010,EX
15867,1996,CR
15867,1994,Ex?
15867,1990,Ex?
15867,1988,Ex?
15867,1986,Ex?
15870,2006,VU
15870,1996,VU
15870,1994,V
15870,1990,V
15873,2014,LC
15873,1996,EN
15875,2010,VU
15875,1996,VU
15875,1994,I
15875,1990,I
15876,2010,LC
15876,1996,VU
15876,1994,I
15876,1990,I
15877,1996,LR/nt
15877,1994,R
