taxonid,year,category
21516,2004,LC
21516,1996,LR/lc
21517,2017,LC
21517,2008,LC
21517,2004,LC
21517,1996,LR/lc
21518,2016,LC
21518,2008,LC
21518,2004,LC
21518,1996,LR/lc
21519,2016,LC
21519,2008,LC
21519,2004,LC
21519,1996,LR/lc
21520,2016,LC
21520,2008,LC
21520,2004,LC
21520,1996,LR/lc
21521,2016,LC
21521,2008,LC
21521,2004,LC
21521,1996,LR/lc
21522,2016,LC
21522,2008,LC
21522,2004,LC
21522,1996,LR/lc
21523,2016,LC
21523,2008,LC
21523,2004,LC
21523,1996,LR/lc
21524,2016,LC
21524,2008,LC
21524,2004,LC
21524,1996,LR/lc
21526,2017,LC
21526,2008,LC
21526,2004,LC
21526,1996,LR/lc
21527,2016,LC
21527,2008,LC
21527,2004,LC
21527,1996,LR/lc
21528,2016,LC
21528,2008,LC
21528,2004,LC
21528,1996,LR/lc
21529,2004,CR
21529,2002,CR
21529,1996,CR
21529,1994,E
21530,2004,EX
21530,2002,EX
21530,1996,CR
21530,1994,E
21531,2004,CR
21531,2002,EN
21531,1996,VU
21531,1994,E
21532,2004,NT
21532,2002,NT
21532,1996,VU
21532,1994,E
21533,2004,CR
21533,2002,CR
21533,1996,VU
21533,1994,K
21534,2004,CR
21534,2002,CR
21534,1996,CR
21534,1994,E
21557,1996,DD
21557,1994,K
21557,1990,K
21557,1988,K
21557,1986,K
21557,1985,K
21558,1996,LR/nt
21558,1994,R
21558,1990,R
21558,1988,R
21558,1986,R
21558,1985,R
21571,2019,NT
21571,1996,VU
21571,1994,V
21571,1990,V
21572,2019,EN
21572,1996,LR/lc
21572,1994,V
21572,1990,V
21573,2019,NT
21573,1996,VU
21573,1994,V
21573,1990,V
21574,2019,VU
21574,1996,VU
21574,1994,R
21574,1990,R
21575,2019,NT
21575,1996,VU
21576,2019,NT
21576,1996,VU
21577,2019,NT
21577,1996,VU
21578,2019,NT
21578,1996,VU
21579,2019,NT
21579,1996,VU
21580,2019,EN
21580,1996,VU
21581,2019,CR
21581,2010,CR
21581,2004,CR
21581,1996,EN
21581,1994,E
21582,2015,DD
21582,2010,DD
21582,2004,DD
21582,1996,DD
21582,1994,R
21583,2015,CR
21583,2010,CR
21583,2004,CR
21583,1996,DD
21583,1994,R
21584,2019,VU
21584,2010,VU
21584,2004,VU
21584,1996,DD
21584,1994,V
21585,2015,EN
21585,2010,CR
21585,2004,CR
21585,1996,DD
21585,1994,R
21622,2017,LC
21622,2010,VU
21622,2004,VU
21622,1996,DD
21622,1994,R
21623,2017,EN
21623,2010,CR
21623,2004,CR
21623,1996,DD
21623,1994,R
21624,2015,EN
21624,2010,EN
21624,2004,EN
21624,1996,DD
21624,1994,R
21626,1996,DD
21626,1994,V
21627,2011,VU
21627,1996,EN
21628,2016,LC
21628,2004,DD
21628,1996,DD
21628,1994,K
21629,2016,EN
21629,2004,EN
21629,1996,LR/lc
21641,2011,VU
21641,1996,LR/nt
21642,2007,EN
21642,1996,EN
21642,1994,V
21642,1990,V
21642,1988,V
21642,1986,V
21642,1982,V
21643,1996,DD
21643,1994,K
21643,1990,K
21643,1988,K
21644,2011,NT
21644,1996,LR/nt
21648,2004,NT
21648,1996,LR/nt
21648,1994,V
21648,1990,V
21648,1988,V
21648,1986,V
21648,1982,V
21650,1996,EN
21650,1994,E
21650,1990,E
21652,2003,CR
21652,1996,EN
21652,1994,V
21652,1990,V
21652,1988,V
21652,1986,I
21652,1982,I
21653,2004,LC
21653,1996,LR/lc
21653,1994,R
21653,1990,R
21660,1996,DD
21660,1994,R
21661,2017,VU
21661,2008,VU
21661,2003,VU
21661,1996,VU
21661,1994,V
21662,2019,NT
21662,2018,LC
21662,2017,VU
21662,1996,VU
21662,1994,R
21663,2018,EX
21663,2017,EX
21663,1996,EX
21663,1994,Ex?
21669,1996,DD
21669,1994,I
21680,1996,CR
21680,1994,I
21680,1990,I
21680,1988,I
21680,1986,I
21681,1996,DD
21681,1994,V
21682,1996,DD
21682,1994,V
21689,2010,DD
21689,1996,VU
21690,2016,LC
21690,2008,LC
21690,2004,LC
21690,1996,LR/lc
21691,2016,LC
21691,2008,LC
21691,2004,LC
21691,1996,LR/lc
21692,2016,LC
21692,2008,LC
21692,2004,LC
21692,1996,LR/lc
21693,2019,DD
21693,2008,DD
21693,2004,DD
21693,1996,LR/nt
21694,2017,LC
21694,2008,LC
21694,1996,LR/lc
21695,2017,LC
21695,2008,LC
21695,1996,LR/lc
21702,2016,LC
21702,2008,VU
21702,2004,NT
21702,1996,LR/lc
21702,1994,K
21703,2016,VU
21703,2008,VU
21703,2004,VU
21703,1996,LR/lc
21706,2007,VU
21706,1996,VU
21706,1994,R
21706,1990,R
21706,1988,R
21706,1986,R
21707,2007,LC
21707,1996,DD
21707,1994,R
21707,1990,R
21707,1988,R
21707,1986,R
21710,1996,EN
21710,1994,E
21711,2000,DD
21711,1996,DD
21714,2004,EN
21714,1996,CR
21717,1996,EN
21717,1994,E
21717,1990,E
21717,1988,E
21717,1986,E
21718,1996,EX
21718,1994,Ex
21719,1996,VU
21719,1994,I
21719,1990,I
21719,1988,I
21719,1986,I
21720,1996,VU
21720,1994,I
21720,1990,I
21720,1988,I
21720,1986,I
21721,2009,LC
21721,2006,LC
21721,1996,EN
21721,1994,I
21721,1990,I
21722,2011,CR
21722,1996,VU
21726,2011,EN
21726,1996,DD
21726,1994,V
21727,2010,DD
21727,1996,DD
21728,2010,VU
21728,1996,DD
21736,2014,NT
21736,1996,VU
21736,1994,R
21736,1990,R
21736,1988,R
21737,1996,CR
21737,1994,K
21737,1990,K
21737,1988,K
21737,1986,K
21738,1996,EN
21738,1994,K
21738,1990,K
21738,1988,K
21738,1986,K
21739,1996,CR
21739,1994,K
21739,1990,K
21739,1988,K
21739,1986,K
21740,1996,LR/lc
21740,1994,K
21740,1990,K
21740,1988,K
21740,1986,K
21741,1996,EW
21741,1994,E
21741,1990,E
21741,1988,K
21741,1986,E
21741,1983,E
21744,2019,LC
21744,2008,LC
21744,1996,LR/nt
21744,1994,R
21744,1990,R
21744,1988,R
21745,1996,EN
21745,1994,E
21746,1996,VU
21746,1994,I
21749,1996,VU
21749,1994,R
21749,1990,V
21749,1988,V
21749,1986,V
21750,1996,VU
21750,1994,R
21750,1990,V
21750,1988,V
21750,1986,V
21751,1996,LR/nt
21751,1994,I
21752,1996,VU
21752,1994,I
21753,1996,VU
21753,1994,I
21754,1996,VU
21754,1994,R
21755,1996,VU
21755,1994,I
21756,1996,VU
21756,1994,I
21757,1996,VU
21757,1994,R
21758,1996,VU
21758,1994,I
21759,1996,VU
21759,1994,R
21770,2016,LC
21770,2008,LC
21770,1996,LR/lc
21771,2018,VU
21771,2008,DD
21771,1996,LR/lc
21773,2016,LC
21773,2008,LC
21773,1996,LR/lc
21775,2018,VU
21775,2016,LC
21775,2008,LC
21775,1996,LR/lc
21776,2008,NT
21776,1996,LR/lc
21777,2018,VU
21777,2008,EN
21777,1996,LR/lc
21778,2017,LC
21778,2008,VU
21778,1996,LR/lc
21779,2017,LC
21779,2008,VU
21779,1996,LR/lc
21780,2017,LC
21780,2008,VU
21780,1996,LR/lc
21781,2019,LC
21781,2016,LC
21781,2008,LC
21781,1996,LR/lc
21783,2019,VU
21783,2008,EN
21783,1996,LR/nt
21784,2019,LC
21784,2016,LC
21784,2008,LC
21784,1996,LR/lc
21785,2019,LC
21785,2016,LC
21785,2008,LC
21785,1996,LR/nt
21786,2019,LC
21786,2016,LC
21786,2008,LC
21786,1996,LR/lc
21787,2016,LC
21787,2008,LC
21787,1996,LR/lc
21788,2008,VU
21788,1996,LR/lc
21790,2018,EN
21790,2008,DD
21790,1996,LR/lc
21791,2016,LC
21791,2008,LC
21791,1996,LR/lc
21792,2019,LC
21792,2016,LC
21792,2008,LC
21792,1996,LR/lc
21793,2008,LC
21793,1996,LR/lc
21797,1996,DD
21797,1994,I
21799,2016,LC
21799,2008,LC
21799,1996,LR/lc
21800,2016,LC
21800,2008,LC
21800,2000,LR/lc
21800,1996,LR/nt
21809,2017,LC
21809,2008,LC
21809,2000,LR/nt
21809,1996,LR/lc
21810,2016,LC
21810,2008,LC
21810,2000,LR/nt
21810,1996,LR/lc
21815,2008,LC
21815,1996,LR/nt
21816,2004,EN
21816,1996,CR
21817,2004,VU
21817,1996,CR
21839,2016,LC
21839,2008,LC
21839,1996,LR/lc
21843,1996,EN
21843,1994,R
21844,1996,EN
21844,1994,R
21846,2017,LC
21846,2008,LC
21846,2004,LC
21846,1996,LR/lc
21847,2016,LC
21847,2008,LC
21847,2004,LC
21847,1996,LR/lc
21855,2019,DD
21855,1996,DD
21855,1994,K
21856,2011,NT
21856,1996,DD
21857,2011,NT
21857,1996,LR/lc
21858,2011,CR
21858,1996,CR
21859,2011,VU
21859,1996,VU
21860,2011,EN
21860,1996,DD
21866,2016,EX
21866,2008,EX
21866,1996,EX
21866,1994,Ex
21866,1990,Ex
21866,1988,Ex
21866,1986,Ex
21866,1982,Ex
21866,1965,NA
21867,2015,NT
21867,2011,NT
21867,2008,NT
21867,1996,LR/nt
21870,2016,VU
21870,2008,VU
21870,1996,VU
21870,1994,V
21873,2019,EN
21873,2008,EN
21873,1996,EN
21873,1994,E
21874,2016,VU
21874,2008,VU
21874,1996,VU
21875,2011,LC
21875,2008,LC
21875,1996,LR/lc
21876,1996,DD
21876,1994,I
21877,2018,LC
21877,2008,LC
21877,1996,LR/lc
21878,2016,DD
21878,2008,DD
21878,1996,VU
21879,2015,LC
21879,2008,LC
21879,1996,LR/lc
21888,2010,CR
21888,1996,VU
21888,1994,R
21889,2010,CR
21889,1996,VU
21889,1994,R
21890,2010,CR
21890,1996,VU
21890,1994,R
21891,2010,CR
21891,2009,VU
21891,1996,VU
21891,1994,R
21892,2010,CR
21892,1996,VU
21892,1994,R
21893,2010,CR
21893,1996,VU
21893,1994,R
21894,2010,CR
21894,1996,VU
21894,1994,R
21895,2010,CR
21895,1996,VU
21895,1994,R
21896,2010,CR
21896,1996,VU
21896,1994,R
21897,2010,CR
21897,1996,VU
21898,2017,EN
21898,2010,EN
21898,1996,VU
21902,2018,EN
21902,1996,EN
21902,1994,E
21902,1990,I
21902,1988,I
21912,2008,LC
21912,1996,LR/lc
21913,2004,EN
21913,2002,DD
21913,1996,EX
21913,1994,Ex?
21913,1990,Ex?
21913,1988,Ex?
21913,1986,Ex?
21914,2010,LC
21914,2004,LC
21914,1996,EN
21915,1996,EN
21915,1994,R
21915,1990,R
21915,1988,R
21915,1986,R
21916,1996,VU
21916,1994,R
21916,1990,R
21916,1988,R
21916,1986,R
21917,1996,LR/lc
21917,1994,R
21917,1990,R
21917,1988,R
21917,1986,R
21920,1996,EX
21920,1994,Ex?
21920,1990,Ex?
21920,1988,Ex?
21920,1986,Ex?
21972,2016,CR
21972,2008,CR
21972,2000,CR
21972,1996,EN
21972,1994,V
21973,2016,EN
21973,2008,EN
21973,2000,EN
21973,1996,EN
21973,1994,V
21973,1990,E
21973,1988,I
21973,1986,I
21974,2014,NT
21974,2010,NT
21974,2008,NT
21974,2006,NT
21974,1996,LR/nt
21975,2014,VU
21975,2010,VU
21975,2008,VU
21975,2006,VU
21975,1996,VU
21975,1994,E
21975,1990,I
21975,1988,I
21975,1986,I
21975,1982,I
21979,2019,NT
21979,1996,VU
21980,2019,NT
21980,1996,VU
21981,2014,VU
21981,2000,EN
21981,1996,DD
21981,1994,E
21981,1990,E
21981,1988,E
21981,1986,E
21981,1982,E
21982,2016,EN
21982,2008,VU
21982,1996,VU
21983,2016,DD
21983,2008,DD
21983,1996,LR/lc
21984,2016,LC
21984,2008,LC
21984,1996,LR/lc
21986,2018,LC
21986,2008,LC
21986,1996,LR/nt
21987,2016,LC
21987,2008,LC
21987,1996,VU
21992,2011,EN
21992,1996,EN
21994,2014,LC
21994,1996,DD
21995,1996,DD
21995,1994,V
22000,1996,LR/lc
22000,1994,V
22001,1996,LR/nt
22001,1994,K
22002,1996,VU
22002,1994,V
22003,2010,CR
22003,1996,CR
22003,1994,E
22003,1990,E
22003,1988,E
22003,1986,E
22013,2012,CR
22013,1996,CR
22013,1994,E
22013,1990,E
22013,1988,E
22013,1986,E
22018,1996,LR/lc
22018,1994,K
22019,1996,VU
22019,1994,K
22019,1990,K
22019,1988,K
22024,2011,VU
22024,1996,VU
22028,2011,LC
22028,1996,LR/nt
22029,2015,LC
22029,2008,LC
22029,1996,LR/lc
22034,2008,VU
22034,2000,EN
22034,1996,VU
22035,2008,NT
22035,1996,LR/nt
22037,2008,EN
22037,2004,EN
22037,2000,EN
22037,1996,DD
22037,1994,R
22037,1990,R
22037,1988,R
22037,1986,R
22039,2008,NT
22039,2000,LR/lc
22039,1996,LR/lc
22040,2008,EN
22040,1996,DD
22041,2008,VU
22041,2000,EN
22041,1996,VU
22042,2008,EN
22042,2000,EN
22042,1996,VU
22043,2008,CR
22043,2003,CR
22043,2000,CR
22043,1996,CR
22044,2008,VU
22044,2000,DD
22044,1996,DD
22045,2008,CR
22045,2000,CR
22045,1996,EN
22046,2016,EN
22046,2008,EN
22046,2007,EN
22046,1996,EN
22046,1994,E
22046,1990,E
22046,1988,E
22046,1965,NA
22047,2016,NT
22047,2008,NT
22047,1996,LR/nt
22050,2016,LC
22050,2008,LC
22050,1996,LR/nt
22051,2016,LC
22051,2008,LC
22051,1996,LR/lc
22052,2016,LC
22052,2008,LC
22052,1996,LR/cd
22053,2016,NT
22053,2008,NT
22053,1996,LR/cd
22054,2016,LC
22054,2008,LC
22054,1996,LR/cd
22055,2016,LC
22055,2008,LC
22055,1996,LR/cd
22056,2017,CR
22056,2008,CR
22056,1996,EN
22056,1994,E
22056,1990,E
22056,1988,E
22056,1986,E
22056,1965,NA
22057,2017,CR
22057,2008,CR
22057,1996,EN
22057,1994,V
22058,2017,NT
22058,2008,NT
22058,1996,LR/nt
22059,2017,VU
22059,2008,LC
22059,1996,LR/nt
22059,1990,V
22065,2015,EN
22065,2008,EN
22065,1996,EN
22065,1994,V
22066,2017,VU
22066,2008,VU
22066,1996,VU
22066,1994,V
22066,1990,V
22066,1988,V
22066,1986,V
22066,1982,V
22066,1965,NA
22087,1996,EX
22087,1994,Ex
22087,1990,Ex
22087,1988,Ex
22087,1986,Ex
22088,1996,EX
22088,1994,Ex
22088,1990,Ex
22088,1988,Ex
22088,1986,Ex
22091,2013,DD
22091,1996,DD
22091,1994,I
22091,1990,I
22091,1988,I
22102,2016,VU
22102,2008,VU
22102,2007,VU
22102,1996,VU
22102,1994,V
22102,1990,V
22102,1988,V
22102,1986,V
22102,1982,V
22102,1965,NA
22103,2008,VU
22103,2007,VU
22103,1996,VU
22103,1994,V
22103,1990,V
22103,1988,V
22103,1986,V
22103,1982,V
22103,1965,NA
22104,2015,VU
22104,2008,VU
22104,2006,VU
22104,1996,VU
22104,1994,V
22104,1990,V
22104,1988,V
22104,1986,V
22104,1965,NA
22105,2008,EN
22105,2007,EN
22105,1996,VU
22106,2008,EN
22106,2007,EN
22106,1996,VU
22107,2011,EN
22107,1996,DD
22107,1994,V
22108,2011,NT
22108,1996,DD
22108,1994,R
22109,2011,NT
22109,1996,DD
22109,1994,R
22110,2011,NT
22110,1996,DD
22110,1994,E
22120,2009,DD
22120,1996,DD
22120,1994,V
22121,1996,DD
22121,1994,E
22122,1996,VU
22122,1994,E
22123,1996,LR/nt
22123,1994,E
22124,1996,LR/nt
22124,1994,E
22125,2016,LC
22125,1996,DD
22132,2017,LC
22132,2008,LC
22132,1996,LR/lc
22134,2010,LC
22134,1996,EN
22135,1996,LR/lc
22135,1994,K
22135,1990,K
22135,1988,K
22135,1986,K
22135,1983,K
22136,1996,VU
22136,1994,V
22136,1990,V
22136,1988,V
22136,1986,V
22136,1983,V
22137,1996,VU
22137,1994,V
22137,1990,V
22137,1988,V
22137,1986,V
22137,1983,V
22138,1996,LR/cd
22138,1994,K
22138,1990,K
22138,1988,K
22138,1986,K
22138,1983,K
22140,1996,LR/cd
22140,1994,I
22140,1990,I
22140,1988,I
22140,1986,I
22140,1983,I
22141,1996,VU
22141,1994,K
22147,2014,EX
22147,1996,EX
22147,1994,Ex?
22147,1990,Ex?
22147,1988,Ex?
22147,1986,Ex?
22148,2014,EX
22148,1996,EX
22148,1994,Ex?
22148,1990,Ex?
22148,1988,Ex?
22148,1986,Ex?
22149,1996,EN
22149,1994,R
22149,1990,V
22149,1988,V
22149,1986,V
22151,2012,NT
22151,1996,DD
22151,1994,R
22193,1996,DD
22193,1994,I
22193,1990,I
22193,1988,I
22193,1986,I
22194,1996,DD
22194,1994,E
22194,1990,E
22194,1988,E
22201,1996,VU
22201,1994,R
22201,1990,R
22202,1996,VU
22202,1994,R
22202,1990,R
22206,2011,LC
22206,1996,LR/lc
22206,1994,R
22206,1990,I
22207,2018,LC
22207,2010,DD
22207,2006,DD
22207,1996,EN
22207,1994,I
22207,1990,I
22207,1988,I
22207,1986,I
22208,2018,NT
22208,2010,CR
22208,2006,CR
22208,1996,CR
22208,1994,I
22208,1990,I
22208,1988,I
22208,1986,I
22209,1996,EX
22209,1994,Ex?
22209,1990,Ex?
22209,1988,Ex?
22209,1986,Ex?
22212,2009,LC
22212,2004,LC
22212,1996,LR/cd
22216,2009,NT
22216,2004,NT
22216,1996,DD
22218,1996,EN
22218,1994,E
22219,1996,VU
22219,1994,V
22220,2011,LC
22220,1996,LR/nt
22220,1994,V
22221,1996,VU
22221,1994,V
22223,1996,CR
22223,1994,E
22246,1996,VU
22246,1994,V
22250,2011,NT
22250,1996,LR/nt
22253,2011,NT
22253,1996,VU
22254,2011,EN
22254,1996,LR/nt
22255,2011,VU
22255,1996,VU
22256,1996,EN
22256,1994,E
22257,1996,DD
22257,1994,V
22258,1996,DD
22258,1994,V
22259,1996,DD
22259,1994,V
22260,1996,DD
22260,1994,V
22261,1996,DD
22261,1994,V
22262,1996,LR/nt
22262,1994,R
22263,1996,DD
22263,1994,V
22267,2013,LC
22267,1996,VU
22273,2013,VU
22273,1996,VU
22273,1994,V
22273,1990,V
22273,1988,R
22273,1986,R
22274,1996,VU
22274,1994,R
22274,1990,R
22274,1988,R
22274,1986,R
22274,1983,R
22275,1996,VU
22275,1994,R
22275,1990,R
22275,1988,R
22275,1986,R
22275,1983,R
22276,1996,VU
22276,1994,R
22276,1990,R
22276,1988,R
22276,1986,R
22276,1983,R
22297,2016,NT
22297,2008,NT
22297,1996,EN
22301,2018,VU
22301,1996,LR/nt
22301,1994,I
22301,1990,I
22301,1988,I
22301,1986,I
22301,1985,I
22305,2018,VU
22305,1996,VU
22305,1994,V
22305,1990,V
22305,1988,V
22305,1986,V
22305,1985,V
22315,2018,VU
22315,1996,VU
22315,1994,I
22315,1990,I
22315,1988,I
22315,1986,I
22315,1985,I
22339,1996,EN
22339,1994,E
22340,1996,EN
22340,1994,R
22341,1996,DD
22341,1994,Ex
22342,1996,EX
22342,1994,Ex
22343,1996,EX
22343,1994,Ex
22345,2006,LC
22345,1996,DD
22346,2006,VU
22346,1996,DD
22347,1996,CR
22347,1994,E
22382,1996,DD
22382,1994,V
22383,2012,LC
22383,1996,DD
22383,1994,V
22384,2011,EN
22384,1996,EN
22384,1990,I
22385,2011,DD
22385,1996,DD
22385,1994,K
22416,1996,DD
22416,1994,I
22416,1990,I
22416,1988,I
22416,1986,I
22417,1996,DD
22417,1994,I
22417,1990,I
22417,1988,I
22417,1986,I
22418,1996,DD
22418,1994,I
22418,1990,I
22418,1988,I
22418,1986,I
22420,1996,DD
22420,1994,I
22421,2000,DD
22421,1996,DD
22421,1994,E
22422,1996,DD
22422,1994,I
22423,2012,CR
22423,1996,DD
22423,1994,I
22424,1996,DD
22424,1994,I
22425,2012,DD
22425,1996,DD
22425,1994,I
22426,1996,DD
22426,1994,I
22427,1996,DD
22427,1994,I
22428,1996,DD
22428,1994,I
22430,1996,DD
22430,1994,I
22431,2016,DD
22431,2008,DD
22431,1996,VU
22432,2016,LC
22432,2008,LC
22432,1996,LR/lc
22444,2000,EN
22444,1996,DD
22444,1994,E
22446,2018,VU
22446,2016,EN
22446,2008,EN
22446,1996,VU
22454,2016,EN
22454,2008,EN
22454,2000,EN
22454,1996,EN
22505,2014,LC
22505,1996,DD
22544,1996,VU
22544,1994,V
22546,1996,VU
22546,1994,V
22547,1996,VU
22547,1994,V
22548,1996,VU
22548,1994,V
22549,1996,VU
22549,1994,V
22550,1996,VU
22550,1994,V
22551,1996,VU
22551,1994,V
22563,2019,LC
22563,2012,LC
22563,2008,LC
22563,1996,DD
22563,1994,K
22569,2014,EN
22569,2006,DD
22569,1996,DD
22569,1994,I
22569,1990,E
22569,1988,E
22569,1986,E
22570,2019,CR
22570,2008,CR
22570,1996,CR
22571,2019,DD
22571,2008,DD
22571,1996,LR/nt
22572,2016,LC
22572,2008,LC
22572,1996,LR/lc
22573,2017,LC
22573,2008,LC
22573,1996,LR/lc
22574,2019,DD
22574,2008,DD
22574,1996,VU
22575,2019,CR
22575,2008,CR
22575,1996,CR
22576,2017,LC
22576,2008,LC
22576,1996,LR/lc
22577,2008,LC
22577,1996,LR/lc
22578,2008,LC
22578,1996,LR/lc
22579,2018,EN
22579,1996,VU
22579,1994,V
22586,2016,NT
22586,2013,NT
22586,2008,NT
22586,1996,VU
22586,1994,V
22586,1990,V
22593,2013,LC
22593,1996,VU
22593,1994,I
22593,1990,I
22593,1988,I
22593,1986,I
22595,2016,EN
22595,2004,EN
22595,1996,VU
22596,2016,CR
22596,2004,EN
22596,1996,VU
22599,2014,NT
22599,1996,VU
22600,1996,VU
22600,1994,R
22600,1990,R
22601,2018,CR
22601,2014,CR
22601,1996,VU
22601,1994,R
22601,1990,R
22605,2017,LC
22605,2008,LC
22605,1996,LR/lc
22606,2019,LC
22606,1996,EN
22606,1994,R
22606,1990,R
22606,1988,R
22606,1986,R
22607,1996,EX
22607,1994,Ex
22701,2018,LC
22701,2017,NT
22701,1996,VU
22701,1994,R
22707,2004,LC
22707,1996,DD
22707,1994,K
22707,1990,K
22707,1988,K
22707,1986,K
22726,2010,VU
22726,1996,VU
22727,2007,EN
22727,1996,EN
22727,1994,V
22727,1990,V
22727,1988,V
22730,2011,VU
22730,2008,VU
22730,1996,VU
22732,2017,VU
22732,2008,EN
22732,2002,EN
22732,1996,EN
22732,1994,E
22732,1990,E
22732,1988,E
22732,1986,E
22733,2018,LC
22733,1996,LR/nt
22733,1994,V
22736,2014,EN
22736,2011,EN
22736,1996,LR/nt
22736,1994,E
22736,1990,V
22737,2014,NT
22737,2011,LC
22737,1994,V
22737,1990,I
22740,1996,EX
22740,1994,E
22741,1996,DD
22741,1994,R
22742,2004,DD
22742,2002,DD
22742,1996,EX
22742,1994,K
22743,2004,DD
22743,2002,DD
22743,1996,DD
22743,1994,K
22770,1996,VU
22770,1994,R
22770,1990,I
22770,1988,I
22771,2017,LC
22771,2008,LC
22771,2004,LC
22771,1996,LR/lc
22780,2016,LC
22780,2008,LC
22780,2004,LC
22780,1996,LR/lc
22781,2013,NT
22781,2008,CR
22781,2004,CR
22781,1996,LR/cd
22781,1994,R
22781,1990,R
22782,2019,LC
22782,2008,LC
22782,1996,LR/lc
22783,2015,LC
22783,2008,LC
22783,1996,LR/lc
22784,2019,LC
22784,2017,LC
22784,2016,LC
22784,2008,LC
22784,1996,VU
22800,2017,LC
22800,2008,LC
22800,1996,LR/nt
22801,2017,LC
22801,2008,LC
22801,1996,LR/lc
22802,2016,NT
22802,2008,VU
22802,1996,LR/nt
22803,2016,CR
22803,2008,CR
22803,2002,EX
22803,1996,EN
22804,2016,NT
22804,2010,NT
22804,2008,EN
22804,1996,LR/lc
22805,2016,CR
22805,2008,CR
22805,2002,EX
22805,1996,LR/lc
22806,2016,EN
22806,2008,EN
22806,2002,CR
22806,1996,VU
22809,2016,DD
22809,2008,DD
22809,1996,EN
22810,2016,LC
22810,2008,LC
22810,1996,EN
22816,2018,NT
22816,2010,DD
22816,2007,DD
22816,1996,DD
22816,1994,V
22816,1990,V
22817,2018,EN
22817,2006,EN
22817,1996,DD
22817,1994,K
22817,1990,K
22817,1988,K
22817,1986,K
22823,2015,VU
22823,2008,VU
22823,2006,VU
22823,1996,LR/cd
22823,1994,V
22823,1990,V
22823,1988,V
22823,1986,V
22823,1982,V
22823,1965,NA
22824,2016,VU
22824,2008,VU
22824,1996,VU
22824,1994,V
22824,1990,V
22828,1996,VU
22828,1994,I
22828,1990,I
22828,1988,I
22828,1986,I
22829,2006,CR
22829,1996,EN
22829,1994,E
22829,1990,E
22829,1988,E
22830,2006,CR
22830,1996,EN
22830,1994,E
22831,1996,DD
22831,1994,E
22832,2011,NT
22832,1996,LR/nt
22832,1994,V
22833,1996,DD
22833,1994,K
22834,2011,EN
22834,1996,DD
22834,1994,E
22835,2011,VU
22835,1996,DD
22835,1994,E
22835,1990,I
22835,1988,I
22835,1986,I
22837,2016,LC
22837,2008,LC
22837,1996,LR/nt
22838,2016,LC
22838,2008,LC
22838,2000,LR/nt
22838,1996,VU
22839,2015,VU
22839,2008,VU
22839,1996,LR/nt
22840,2015,LC
22840,2008,LC
22840,1996,LR/lc
22841,2016,DD
22841,2008,DD
22841,1996,LR/lc
22843,2018,NT
22843,2008,NT
22843,1996,LR/nt
22844,2019,EN
22844,2008,EN
22844,1996,VU
22845,2017,LC
22845,2008,LC
22845,1996,LR/lc
22872,1996,LR/lc
22872,1994,I
22872,1990,I
22884,1996,VU
22884,1994,R
22884,1990,R
22884,1988,R
22884,1986,R
22888,2009,VU
22888,1996,VU
22888,1994,R
22888,1990,R
22888,1988,R
22918,2014,CR
22918,2008,CR
22918,1996,EN
22918,1994,E
22918,1990,E
22918,1988,I
22918,1986,I
22919,2014,CR
22919,2008,CR
22919,2000,EN
22919,1996,EN
22919,1990,E
22920,2014,CR
22920,2008,EN
22920,2000,CR
22920,1996,CR
22920,1990,E
22921,1996,VU
22921,1994,R
22933,2017,LC
22933,2008,LC
22933,1996,VU
22934,1996,LR/nt
22934,1994,I
22934,1990,I
22934,1988,I
22934,1986,I
22935,2012,NT
22935,1996,LR/cd
22935,1994,K
22935,1990,V
22935,1988,V
22935,1986,V
22936,2011,LC
22936,1996,LR/cd
22936,1994,V
22936,1990,V
22936,1988,V
22936,1986,V
22938,1996,LR/nt
22938,1994,I
22938,1990,I
22938,1988,I
22938,1986,I
22939,2012,VU
22939,1996,LR/cd
22939,1990,V
22939,1988,V
22939,1986,V
22940,2011,LC
22940,1996,LR/cd
22940,1994,V
22940,1990,V
22940,1988,V
22940,1986,V
22946,1996,DD
22946,1994,V
22946,1990,V
22946,1988,V
22946,1986,V
22947,2016,LC
22947,2008,LC
22947,1996,LR/lc
22949,2019,LC
22949,2008,LC
22949,1996,LR/lc
22949,1996,VU
22950,1996,LR/nt
22950,1994,V
22951,1996,EN
22951,1994,V
22952,2011,LC
22952,1996,VU
22952,1994,V
22953,2011,LC
22953,1996,VU
22953,1994,V
22954,1996,VU
22954,1994,V
22955,1996,LR/nt
22955,1994,V
22956,2018,LC
22956,2008,LC
22956,1996,LR/cd
22956,1994,V
22956,1990,V
22956,1988,V
22956,1986,V
22956,1982,V
22959,2012,VU
22959,1996,DD
22959,1994,V
22960,2012,EN
22960,1996,DD
22960,1994,V
22961,2012,CR
22961,1996,DD
22961,1994,V
22962,2012,CR
22962,1996,DD
22962,1994,V
22971,1996,VU
22971,1994,V
22972,2012,NT
22972,1994,I
22972,1990,I
22972,1988,I
22972,1986,I
22973,2012,EN
22973,1994,I
22973,1990,I
22973,1988,I
22973,1986,I
22976,2000,CR
22976,1994,E
22976,1990,E
22976,1988,E
22976,1986,E
22977,2000,CR
22977,1994,I
22977,1990,I
22977,1988,I
22977,1986,I
22978,2006,DD
22978,1996,VU
22979,2008,LC
