"name","result.year","state","TSFO","change.status"
"Abavorana luctuosa",2004,1,0,NA
"Abavorana luctuosa",2014,1,10,NA
"Abditomys latidens",2008,0,0,"N"
"Abditomys latidens",2016,0,8,NA
"Abeillia abeillei",2004,1,0,NA
"Abeillia abeillei",2008,1,4,NA
"Abeillia abeillei",2009,1,5,NA
"Abeillia abeillei",2012,1,8,NA
"Abeillia abeillei",2016,1,12,NA
"Abeomelomys sevia",2008,1,0,NA
"Abeomelomys sevia",2016,1,8,NA
"Abies alba",2014,1,0,NA
"Abies alba",2017,1,3,NA
"Abies hidalgensis",2007,0,0,NA
"Abies hidalgensis",2013,3,6,"N"
"Ablepharus budaki",2006,1,0,NA
"Ablepharus budaki",2009,1,3,NA
"Ablepharus deserti",2010,1,0,NA
"Ablepharus deserti",2017,1,7,NA
"Ablepharus kitaibelii",2006,1,0,NA
"Ablepharus kitaibelii",2009,1,3,NA
"Ablepharus kitaibelii",2017,1,11,NA
"Abrocoma bennettii",2008,1,0,NA
"Abrocoma bennettii",2016,1,8,NA
"Abrocoma boliviensis",2008,5,0,"N"
"Abrocoma boliviensis",2016,5,8,NA
"Abrocoma budini",2008,0,0,NA
"Abrocoma budini",2016,0,8,NA
"Abrocoma cinerea",2008,1,0,NA
"Abrocoma cinerea",2016,1,8,NA
"Abrocoma famatina",2008,0,0,NA
"Abrocoma famatina",2016,0,8,NA
"Abrocoma shistacea",2008,0,0,NA
"Abrocoma shistacea",2016,1,8,"N"
"Abrocoma uspallata",2008,0,0,NA
"Abrocoma uspallata",2016,0,8,NA
"Abrocoma vaccarum",2008,0,0,NA
"Abrocoma vaccarum",2016,0,8,NA
"Abronia matudai",2007,4,0,NA
"Abronia matudai",2013,4,6,NA
"Abronia ochoterenai",2007,0,0,NA
"Abronia ochoterenai",2013,0,6,NA
"Abroscopus albogularis",2004,1,0,NA
"Abroscopus albogularis",2008,1,4,NA
"Abroscopus albogularis",2009,1,5,NA
"Abroscopus albogularis",2012,1,8,NA
"Abroscopus albogularis",2016,1,12,NA
"Abroscopus schisticeps",2004,1,0,NA
"Abroscopus schisticeps",2008,1,4,NA
"Abroscopus schisticeps",2009,1,5,NA
"Abroscopus schisticeps",2012,1,8,NA
"Abroscopus schisticeps",2016,1,12,NA
"Abroscopus superciliaris",2004,1,0,NA
"Abroscopus superciliaris",2008,1,4,NA
"Abroscopus superciliaris",2009,1,5,NA
"Abroscopus superciliaris",2012,1,8,NA
"Abroscopus superciliaris",2016,1,12,NA
"Abrothrix andinus",2008,1,0,NA
"Abrothrix andinus",2016,1,8,NA
"Abrothrix illutea",2008,2,0,"N"
"Abrothrix illutea",2016,1,8,"N"
"Abrothrix jelskii",2008,1,0,NA
"Abrothrix jelskii",2016,1,8,NA
"Abrothrix lanosus",2008,1,0,NA
"Abrothrix lanosus",2016,1,8,NA
"Abrothrix longipilis",2008,1,0,NA
"Abrothrix longipilis",2016,1,8,NA
"Abrothrix olivaceus",2008,1,0,NA
"Abrothrix olivaceus",2017,1,9,NA
"Aburria aburri",2004,2,0,NA
"Aburria aburri",2008,2,4,NA
"Aburria aburri",2012,2,8,NA
"Aburria aburri",2016,2,12,NA
"Acacia torrei",2012,0,0,NA
"Acacia torrei",2014,1,2,"N"
"Acaena exigua",2003,7,0,NA
"Acaena exigua",2016,7,13,NA
"Acanthagenys rufogularis",2004,1,0,NA
"Acanthagenys rufogularis",2008,1,4,NA
"Acanthagenys rufogularis",2009,1,5,NA
"Acanthagenys rufogularis",2012,1,8,NA
"Acanthagenys rufogularis",2016,1,12,NA
"Acanthagrion hartei",2009,0,0,NA
"Acanthagrion hartei",2016,0,7,NA
"Acanthagrion peruanum",2009,0,0,NA
"Acanthagrion peruanum",2016,1,7,"N"
"Acanthastrea brevis",2008,3,0,NA
"Acanthastrea brevis",2014,3,6,NA
"Acanthastrea echinata",2008,1,0,NA
"Acanthastrea echinata",2014,1,6,NA
"Acanthastrea hillae",2008,2,0,NA
"Acanthastrea hillae",2014,2,6,NA
"Acanthastrea ishigakiensis",2008,3,0,NA
"Acanthastrea ishigakiensis",2014,3,6,NA
"Acanthastrea regularis",2008,3,0,NA
"Acanthastrea regularis",2014,3,6,NA
"Acanthastrea rotundoflora",2008,2,0,NA
"Acanthastrea rotundoflora",2014,2,6,NA
"Acanthemblemaria harpeza",2014,3,0,NA
"Acanthemblemaria harpeza",2015,0,1,"N"
"Acanthemblemaria paula",2014,3,0,NA
"Acanthemblemaria paula",2015,0,1,"N"
"Acanthidops bairdi",2004,1,0,NA
"Acanthidops bairdi",2008,1,4,NA
"Acanthidops bairdi",2009,1,5,NA
"Acanthidops bairdi",2012,1,8,NA
"Acanthidops bairdi",2016,1,12,NA
"Acanthis flammea",2012,1,0,NA
"Acanthis flammea",2013,1,1,NA
"Acanthis flammea",2016,1,4,NA
"Acanthisitta chloris",2004,1,0,NA
"Acanthisitta chloris",2008,1,4,NA
"Acanthisitta chloris",2009,1,5,NA
"Acanthisitta chloris",2012,1,8,NA
"Acanthisitta chloris",2016,1,12,NA
"Acanthisitta chloris",2017,1,13,NA
"Acanthixalus sonjae",2004,4,0,NA
"Acanthixalus sonjae",2006,2,2,NA
"Acanthixalus spinosus",2004,1,0,NA
"Acanthixalus spinosus",2013,1,9,NA
"Acanthiza apicalis",2004,1,0,NA
"Acanthiza apicalis",2008,1,4,NA
"Acanthiza apicalis",2009,1,5,NA
"Acanthiza apicalis",2012,1,8,NA
"Acanthiza apicalis",2016,1,12,NA
"Acanthiza chrysorrhoa",2004,1,0,NA
"Acanthiza chrysorrhoa",2008,1,4,NA
"Acanthiza chrysorrhoa",2009,1,5,NA
"Acanthiza chrysorrhoa",2012,1,8,NA
"Acanthiza chrysorrhoa",2016,1,12,NA
"Acanthiza chrysorrhoa",2017,1,13,NA
"Acanthiza cinerea",2004,1,0,NA
"Acanthiza cinerea",2008,1,4,NA
"Acanthiza cinerea",2009,1,5,NA
"Acanthiza cinerea",2012,1,8,NA
"Acanthiza cinerea",2016,1,12,NA
"Acanthiza cinerea",2017,1,13,NA
"Acanthiza ewingii",2004,1,0,NA
"Acanthiza ewingii",2008,1,4,NA
"Acanthiza ewingii",2009,1,5,NA
"Acanthiza ewingii",2012,1,8,NA
"Acanthiza ewingii",2016,1,12,NA
"Acanthiza inornata",2004,1,0,NA
"Acanthiza inornata",2008,1,4,NA
"Acanthiza inornata",2009,1,5,NA
"Acanthiza inornata",2012,1,8,NA
"Acanthiza inornata",2016,1,12,NA
"Acanthiza iredalei",2004,1,0,NA
"Acanthiza iredalei",2008,1,4,NA
"Acanthiza iredalei",2009,1,5,NA
"Acanthiza iredalei",2012,1,8,NA
"Acanthiza iredalei",2016,1,12,NA
"Acanthiza katherina",2004,1,0,NA
"Acanthiza katherina",2008,1,4,NA
"Acanthiza katherina",2009,1,5,NA
"Acanthiza katherina",2012,1,8,NA
"Acanthiza katherina",2016,1,12,NA
"Acanthiza lineata",2004,1,0,NA
"Acanthiza lineata",2008,1,4,NA
"Acanthiza lineata",2009,1,5,NA
"Acanthiza lineata",2012,1,8,NA
"Acanthiza lineata",2016,1,12,NA
"Acanthiza murina",2004,1,0,NA
"Acanthiza murina",2008,1,4,NA
"Acanthiza murina",2009,1,5,NA
"Acanthiza murina",2012,1,8,NA
"Acanthiza murina",2016,1,12,NA
"Acanthiza nana",2004,1,0,NA
"Acanthiza nana",2008,1,4,NA
"Acanthiza nana",2009,1,5,NA
"Acanthiza nana",2012,1,8,NA
"Acanthiza nana",2016,1,12,NA
"Acanthiza pusilla",2004,1,0,NA
"Acanthiza pusilla",2008,1,4,NA
"Acanthiza pusilla",2009,1,5,NA
"Acanthiza pusilla",2012,1,8,NA
"Acanthiza pusilla",2016,1,12,NA
"Acanthiza reguloides",2004,1,0,NA
"Acanthiza reguloides",2008,1,4,NA
"Acanthiza reguloides",2009,1,5,NA
"Acanthiza reguloides",2012,1,8,NA
"Acanthiza reguloides",2016,1,12,NA
"Acanthiza robustirostris",2004,1,0,NA
"Acanthiza robustirostris",2008,1,4,NA
"Acanthiza robustirostris",2009,1,5,NA
"Acanthiza robustirostris",2012,1,8,NA
"Acanthiza robustirostris",2016,1,12,NA
"Acanthiza uropygialis",2004,1,0,NA
"Acanthiza uropygialis",2008,1,4,NA
"Acanthiza uropygialis",2009,1,5,NA
"Acanthiza uropygialis",2012,1,8,NA
"Acanthiza uropygialis",2016,1,12,NA
"Acanthobrama centisquama",2006,4,0,NA
"Acanthobrama centisquama",2014,5,8,"N"
"Acanthobrama lissneri",2006,1,0,NA
"Acanthobrama lissneri",2014,2,8,"N"
"Acanthobrama telavivensis",2006,6,0,NA
"Acanthobrama telavivensis",2014,3,8,"G"
"Acanthocereus tetragonus",2013,1,0,NA
"Acanthocereus tetragonus",2017,1,4,NA
"Acanthodactylus arabicus",2010,1,0,NA
"Acanthodactylus arabicus",2012,1,2,NA
"Acanthodactylus erythrurus",2006,1,0,NA
"Acanthodactylus erythrurus",2009,1,3,NA
"Acanthodactylus haasi",2010,1,0,NA
"Acanthodactylus haasi",2012,1,2,NA
"Acanthodactylus schreiberi",2006,4,0,NA
"Acanthodactylus schreiberi",2009,4,3,NA
"Acanthopagrus berda",2014,1,0,NA
"Acanthopagrus berda",2017,1,3,NA
"Acanthopale decempedalis",2004,3,0,NA
"Acanthopale decempedalis",2014,3,10,NA
"Acanthophis rugosus",2010,1,0,NA
"Acanthophis rugosus",2015,1,5,NA
"Acanthoptila nipalensis",2004,1,0,NA
"Acanthoptila nipalensis",2008,1,4,NA
"Acanthoptila nipalensis",2009,1,5,NA
"Acanthoptila nipalensis",2012,1,8,NA
"Acanthoptila nipalensis",2016,1,12,NA
"Acanthorhynchus superciliosus",2004,1,0,NA
"Acanthorhynchus superciliosus",2008,1,4,NA
"Acanthorhynchus superciliosus",2009,1,5,NA
"Acanthorhynchus superciliosus",2012,1,8,NA
"Acanthorhynchus superciliosus",2016,1,12,NA
"Acanthorhynchus tenuirostris",2004,1,0,NA
"Acanthorhynchus tenuirostris",2008,1,4,NA
"Acanthorhynchus tenuirostris",2009,1,5,NA
"Acanthorhynchus tenuirostris",2012,1,8,NA
"Acanthorhynchus tenuirostris",2016,1,12,NA
"Acanthornis magna",2004,1,0,NA
"Acanthornis magna",2008,1,4,NA
"Acanthornis magna",2009,1,5,NA
"Acanthornis magna",2012,1,8,NA
"Acanthornis magna",2016,1,12,NA
"Acanthornis magna",2017,1,13,NA
"Acanthurus gahhm",2010,0,0,NA
"Acanthurus gahhm",2012,1,2,"N"
"Acantopsis spectabilis",2011,0,0,NA
"Acantopsis spectabilis",2012,0,1,NA
"Accipiter albogularis",2004,1,0,NA
"Accipiter albogularis",2008,1,4,NA
"Accipiter albogularis",2009,1,5,NA
"Accipiter albogularis",2012,1,8,NA
"Accipiter albogularis",2016,1,12,NA
"Accipiter badius",2004,1,0,NA
"Accipiter badius",2008,1,4,NA
"Accipiter badius",2009,1,5,NA
"Accipiter badius",2012,1,8,NA
"Accipiter badius",2015,1,11,NA
"Accipiter badius",2016,1,12,NA
"Accipiter bicolor",2004,1,0,NA
"Accipiter bicolor",2008,1,4,NA
"Accipiter bicolor",2009,1,5,NA
"Accipiter bicolor",2012,1,8,NA
"Accipiter bicolor",2016,1,12,NA
"Accipiter brachyurus",2004,3,0,NA
"Accipiter brachyurus",2008,3,4,NA
"Accipiter brachyurus",2012,3,8,NA
"Accipiter brachyurus",2016,3,12,NA
"Accipiter brevipes",2004,1,0,NA
"Accipiter brevipes",2008,1,4,NA
"Accipiter brevipes",2009,1,5,NA
"Accipiter brevipes",2012,1,8,NA
"Accipiter brevipes",2013,1,9,NA
"Accipiter brevipes",2015,1,11,NA
"Accipiter brevipes",2016,1,12,NA
"Accipiter butleri",2002,3,0,NA
"Accipiter butleri",2004,3,2,NA
"Accipiter butleri",2008,3,6,NA
"Accipiter butleri",2012,3,10,NA
"Accipiter butleri",2016,3,14,NA
"Accipiter castanilius",2004,1,0,NA
"Accipiter castanilius",2008,1,4,NA
"Accipiter castanilius",2009,1,5,NA
"Accipiter castanilius",2012,1,8,NA
"Accipiter castanilius",2016,1,12,NA
"Accipiter cirrocephalus",2004,1,0,NA
"Accipiter cirrocephalus",2008,1,4,NA
"Accipiter cirrocephalus",2009,1,5,NA
"Accipiter cirrocephalus",2012,1,8,NA
"Accipiter cirrocephalus",2016,1,12,NA
"Accipiter collaris",2004,2,0,NA
"Accipiter collaris",2008,2,4,NA
"Accipiter collaris",2012,2,8,NA
"Accipiter collaris",2016,2,12,NA
"Accipiter cooperii",2004,1,0,NA
"Accipiter cooperii",2008,1,4,NA
"Accipiter cooperii",2009,1,5,NA
"Accipiter cooperii",2012,1,8,NA
"Accipiter cooperii",2016,1,12,NA
"Accipiter erythrauchen",2004,1,0,NA
"Accipiter erythrauchen",2008,1,4,NA
"Accipiter erythrauchen",2009,1,5,NA
"Accipiter erythrauchen",2012,1,8,NA
"Accipiter erythrauchen",2014,2,10,"G"
"Accipiter erythrauchen",2016,2,12,NA
"Accipiter erythropus",2004,1,0,NA
"Accipiter erythropus",2008,1,4,NA
"Accipiter erythropus",2009,1,5,NA
"Accipiter erythropus",2012,1,8,NA
"Accipiter erythropus",2016,1,12,NA
"Accipiter fasciatus",2004,1,0,NA
"Accipiter fasciatus",2008,1,4,NA
"Accipiter fasciatus",2009,1,5,NA
"Accipiter fasciatus",2012,1,8,NA
"Accipiter fasciatus",2016,1,12,NA
"Accipiter francesiae",2004,1,0,NA
"Accipiter francesiae",2008,1,4,NA
"Accipiter francesiae",2009,1,5,NA
"Accipiter francesiae",2012,1,8,NA
"Accipiter francesiae",2016,1,12,NA
"Accipiter gentilis",2004,1,0,NA
"Accipiter gentilis",2008,1,4,NA
"Accipiter gentilis",2009,1,5,NA
"Accipiter gentilis",2012,1,8,NA
"Accipiter gentilis",2013,1,9,NA
"Accipiter gentilis",2015,1,11,NA
"Accipiter gentilis",2016,1,12,NA
"Accipiter griseiceps",2004,1,0,NA
"Accipiter griseiceps",2008,1,4,NA
"Accipiter griseiceps",2009,1,5,NA
"Accipiter griseiceps",2012,1,8,NA
"Accipiter griseiceps",2016,1,12,NA
"Accipiter gularis",2004,1,0,NA
"Accipiter gularis",2008,1,4,NA
"Accipiter gularis",2009,1,5,NA
"Accipiter gularis",2012,1,8,NA
"Accipiter gularis",2015,1,11,NA
"Accipiter gularis",2016,1,12,NA
"Accipiter gundlachi",2004,4,0,NA
"Accipiter gundlachi",2008,4,4,NA
"Accipiter gundlachi",2012,4,8,NA
"Accipiter gundlachi",2015,4,11,NA
"Accipiter gundlachi",2016,4,12,NA
"Accipiter gundlachi",2017,4,13,NA
"Accipiter haplochrous",2004,2,0,NA
"Accipiter haplochrous",2008,2,4,NA
"Accipiter haplochrous",2012,2,8,NA
"Accipiter haplochrous",2016,2,12,NA
"Accipiter henicogrammus",2004,1,0,NA
"Accipiter henicogrammus",2008,1,4,NA
"Accipiter henicogrammus",2009,1,5,NA
"Accipiter henicogrammus",2012,1,8,NA
"Accipiter henicogrammus",2014,2,10,"N"
"Accipiter henicogrammus",2016,2,12,NA
"Accipiter henstii",2004,2,0,NA
"Accipiter henstii",2008,2,4,NA
"Accipiter henstii",2012,2,8,NA
"Accipiter henstii",2016,2,12,NA
"Accipiter hiogaster",2014,1,0,NA
"Accipiter hiogaster",2016,1,2,NA
"Accipiter imitator",2004,3,0,NA
"Accipiter imitator",2008,3,4,NA
"Accipiter imitator",2012,3,8,NA
"Accipiter imitator",2016,3,12,NA
"Accipiter luteoschistaceus",2004,3,0,NA
"Accipiter luteoschistaceus",2008,3,4,NA
"Accipiter luteoschistaceus",2012,3,8,NA
"Accipiter luteoschistaceus",2016,3,12,NA
"Accipiter madagascariensis",2004,2,0,NA
"Accipiter madagascariensis",2008,2,4,NA
"Accipiter madagascariensis",2012,2,8,NA
"Accipiter madagascariensis",2016,2,12,NA
"Accipiter melanochlamys",2004,1,0,NA
"Accipiter melanochlamys",2008,1,4,NA
"Accipiter melanochlamys",2009,1,5,NA
"Accipiter melanochlamys",2012,1,8,NA
"Accipiter melanochlamys",2016,1,12,NA
"Accipiter melanoleucus",2004,1,0,NA
"Accipiter melanoleucus",2008,1,4,NA
"Accipiter melanoleucus",2009,1,5,NA
"Accipiter melanoleucus",2012,1,8,NA
"Accipiter melanoleucus",2016,1,12,NA
"Accipiter meyerianus",2004,1,0,NA
"Accipiter meyerianus",2008,1,4,NA
"Accipiter meyerianus",2009,1,5,NA
"Accipiter meyerianus",2012,1,8,NA
"Accipiter meyerianus",2016,1,12,NA
"Accipiter minullus",2004,1,0,NA
"Accipiter minullus",2008,1,4,NA
"Accipiter minullus",2009,1,5,NA
"Accipiter minullus",2012,1,8,NA
"Accipiter minullus",2016,1,12,NA
"Accipiter nanus",2004,2,0,NA
"Accipiter nanus",2008,2,4,NA
"Accipiter nanus",2012,2,8,NA
"Accipiter nanus",2016,2,12,NA
"Accipiter nisus",2004,1,0,NA
"Accipiter nisus",2008,1,4,NA
"Accipiter nisus",2009,1,5,NA
"Accipiter nisus",2012,1,8,NA
"Accipiter nisus",2013,1,9,NA
"Accipiter nisus",2015,1,11,NA
"Accipiter nisus",2016,1,12,NA
"Accipiter novaehollandiae",2014,1,0,NA
"Accipiter novaehollandiae",2016,1,2,NA
"Accipiter ovampensis",2004,1,0,NA
"Accipiter ovampensis",2008,1,4,NA
"Accipiter ovampensis",2009,1,5,NA
"Accipiter ovampensis",2012,1,8,NA
"Accipiter ovampensis",2015,1,11,NA
"Accipiter ovampensis",2016,1,12,NA
"Accipiter poliocephalus",2004,1,0,NA
"Accipiter poliocephalus",2008,1,4,NA
"Accipiter poliocephalus",2009,1,5,NA
"Accipiter poliocephalus",2012,1,8,NA
"Accipiter poliocephalus",2016,1,12,NA
"Accipiter poliogaster",2004,1,0,NA
"Accipiter poliogaster",2008,1,4,NA
"Accipiter poliogaster",2009,1,5,NA
"Accipiter poliogaster",2012,2,8,"G"
"Accipiter poliogaster",2016,2,12,NA
"Accipiter princeps",2004,2,0,NA
"Accipiter princeps",2008,3,4,"G"
"Accipiter princeps",2010,3,6,NA
"Accipiter princeps",2012,3,8,NA
"Accipiter princeps",2016,3,12,NA
"Accipiter rhodogaster",2004,1,0,NA
"Accipiter rhodogaster",2008,1,4,NA
"Accipiter rhodogaster",2009,1,5,NA
"Accipiter rhodogaster",2012,1,8,NA
"Accipiter rhodogaster",2016,1,12,NA
"Accipiter rufitorques",2004,1,0,NA
"Accipiter rufitorques",2008,1,4,NA
"Accipiter rufitorques",2009,1,5,NA
"Accipiter rufitorques",2012,1,8,NA
"Accipiter rufitorques",2016,1,12,NA
"Accipiter rufiventris",2004,1,0,NA
"Accipiter rufiventris",2008,1,4,NA
"Accipiter rufiventris",2009,1,5,NA
"Accipiter rufiventris",2012,1,8,NA
"Accipiter rufiventris",2016,1,12,NA
"Accipiter soloensis",2004,1,0,NA
"Accipiter soloensis",2008,1,4,NA
"Accipiter soloensis",2009,1,5,NA
"Accipiter soloensis",2012,1,8,NA
"Accipiter soloensis",2015,1,11,NA
"Accipiter soloensis",2016,1,12,NA
"Accipiter striatus",2004,0,0,NA
"Accipiter striatus",2006,1,2,NA
"Accipiter striatus",2008,1,4,NA
"Accipiter striatus",2009,1,5,NA
"Accipiter striatus",2012,1,8,NA
"Accipiter striatus",2016,1,12,NA
"Accipiter superciliosus",2004,1,0,NA
"Accipiter superciliosus",2008,1,4,NA
"Accipiter superciliosus",2009,1,5,NA
"Accipiter superciliosus",2012,1,8,NA
"Accipiter superciliosus",2016,1,12,NA
"Accipiter sylvestris",2014,1,0,NA
"Accipiter sylvestris",2016,1,2,NA
"Accipiter tachiro",2014,1,0,NA
"Accipiter tachiro",2016,1,2,NA
"Accipiter toussenelii",2014,1,0,NA
"Accipiter toussenelii",2016,1,2,NA
"Accipiter trinotatus",2004,1,0,NA
"Accipiter trinotatus",2008,1,4,NA
"Accipiter trinotatus",2009,1,5,NA
"Accipiter trinotatus",2012,1,8,NA
"Accipiter trinotatus",2016,1,12,NA
"Accipiter trivirgatus",2004,1,0,NA
"Accipiter trivirgatus",2008,1,4,NA
"Accipiter trivirgatus",2009,1,5,NA
"Accipiter trivirgatus",2012,1,8,NA
"Accipiter trivirgatus",2016,1,12,NA
"Accipiter virgatus",2004,1,0,NA
"Accipiter virgatus",2008,1,4,NA
"Accipiter virgatus",2009,1,5,NA
"Accipiter virgatus",2012,1,8,NA
"Accipiter virgatus",2015,1,11,NA
"Accipiter virgatus",2016,1,12,NA
"Acentrogobius therezieni",2004,0,0,NA
"Acentrogobius therezieni",2016,0,12,NA
"Acentronura australe",2006,0,0,NA
"Acentronura australe",2016,0,10,NA
"Acerodon celebensis",2008,1,0,"N"
"Acerodon celebensis",2016,3,8,"N"
"Acerodon humilis",2008,4,0,"N"
"Acerodon humilis",2016,4,8,NA
"Acerodon jubatus",2008,4,0,NA
"Acerodon jubatus",2016,4,8,NA
"Acerodon mackloti",2008,3,0,"G"
"Acerodon mackloti",2016,3,8,NA
"Aceros nipalensis",2004,3,0,NA
"Aceros nipalensis",2008,3,4,NA
"Aceros nipalensis",2012,3,8,NA
"Aceros nipalensis",2016,3,12,NA
"Aceros nipalensis",2017,3,13,NA
"Achaetops pycnopygius",2004,1,0,NA
"Achaetops pycnopygius",2008,1,4,NA
"Achaetops pycnopygius",2009,1,5,NA
"Achaetops pycnopygius",2012,1,8,NA
"Achaetops pycnopygius",2016,1,12,NA
"Achaetops pycnopygius",2017,1,13,NA
"Achalinus ater",2010,1,0,NA
"Achalinus ater",2012,1,2,NA
"Achalinus formosanus",2012,1,0,NA
"Achalinus formosanus",2017,1,5,NA
"Achalinus hainanus",2014,3,0,NA
"Achalinus hainanus",2017,3,3,NA
"Achalinus jinggangensis",2010,0,0,NA
"Achalinus jinggangensis",2014,5,4,"N"
"Achalinus spinalis",2012,1,0,NA
"Achalinus spinalis",2017,1,5,NA
"Acharagma roseanum",2013,3,0,NA
"Acharagma roseanum",2017,3,4,NA
"Achondrostoma oligolepis",2006,1,0,NA
"Achondrostoma oligolepis",2011,1,5,NA
"Achyranthes talbotii",2004,3,0,NA
"Achyranthes talbotii",2014,2,10,"N"
"Aciagrion heterosticta",2007,0,0,"N"
"Aciagrion heterosticta",2016,1,9,"N"
"Aciagrion macrootithenae",2007,0,0,NA
"Aciagrion macrootithenae",2010,0,3,NA
"Aciagrion steeleae",2006,1,0,NA
"Aciagrion steeleae",2010,1,4,NA
"Acinonyx jubatus",2002,3,0,NA
"Acinonyx jubatus",2008,3,6,NA
"Acinonyx jubatus",2015,3,13,NA
"Acisoma ascalaphoides",2013,1,0,NA
"Acisoma ascalaphoides",2016,1,3,NA
"Acisoma ascalaphoides",2017,4,4,"N"
"Acisoma panorpoides",2006,1,0,NA
"Acisoma panorpoides",2009,1,3,NA
"Acomys airensis",2004,1,0,NA
"Acomys airensis",2008,1,4,NA
"Acomys airensis",2016,1,12,NA
"Acomys cahirinus",2004,1,0,NA
"Acomys cahirinus",2008,1,4,NA
"Acomys cahirinus",2016,1,12,NA
"Acomys cineraceus",2004,1,0,NA
"Acomys cineraceus",2008,1,4,NA
"Acomys cineraceus",2016,1,12,NA
"Acomys dimidiatus",2008,1,0,NA
"Acomys dimidiatus",2016,1,8,NA
"Acomys ignitus",2004,1,0,NA
"Acomys ignitus",2008,1,4,NA
"Acomys ignitus",2016,1,12,NA
"Acomys johannis",2004,1,0,NA
"Acomys johannis",2008,1,4,NA
"Acomys johannis",2016,1,12,NA
"Acomys kempi",2004,1,0,NA
"Acomys kempi",2008,1,4,NA
"Acomys kempi",2016,1,12,NA
"Acomys louisae",2004,1,0,NA
"Acomys louisae",2008,1,4,NA
"Acomys louisae",2016,1,12,NA
"Acomys mullah",2004,1,0,NA
"Acomys mullah",2008,1,4,NA
"Acomys mullah",2016,1,12,NA
"Acomys percivali",2004,1,0,NA
"Acomys percivali",2008,1,4,NA
"Acomys percivali",2016,1,12,NA
"Acomys russatus",2008,1,0,NA
"Acomys russatus",2016,1,8,NA
"Acomys seurati",2004,1,0,NA
"Acomys seurati",2008,1,4,NA
"Acomys subspinosus",2008,1,0,NA
"Acomys subspinosus",2017,1,9,NA
"Acomys wilsoni",2004,1,0,NA
"Acomys wilsoni",2008,1,4,NA
"Acomys wilsoni",2016,1,12,NA
"Acomys wilsoni",2017,1,13,NA
"Aconaemys fuscus",2008,1,0,NA
"Aconaemys fuscus",2013,1,5,NA
"Aconaemys fuscus",2016,1,8,NA
"Aconaemys porteri",2008,0,0,NA
"Aconaemys porteri",2016,0,8,NA
"Aconaemys sagei",2008,0,0,"N"
"Aconaemys sagei",2013,0,5,NA
"Aconaemys sagei",2016,0,8,NA
"Acontias breviceps",2010,2,0,NA
"Acontias breviceps",2017,1,7,"N"
"Acorus calamus",2011,1,0,NA
"Acorus calamus",2014,1,3,NA
"Acridotheres albocinctus",2004,1,0,NA
"Acridotheres albocinctus",2008,1,4,NA
"Acridotheres albocinctus",2009,1,5,NA
"Acridotheres albocinctus",2012,1,8,NA
"Acridotheres albocinctus",2016,1,12,NA
"Acridotheres albocinctus",2017,1,13,NA
"Acridotheres cinereus",2004,1,0,NA
"Acridotheres cinereus",2008,1,4,NA
"Acridotheres cinereus",2009,1,5,NA
"Acridotheres cinereus",2012,1,8,NA
"Acridotheres cinereus",2016,1,12,NA
"Acridotheres cristatellus",2004,1,0,NA
"Acridotheres cristatellus",2008,1,4,NA
"Acridotheres cristatellus",2009,1,5,NA
"Acridotheres cristatellus",2012,1,8,NA
"Acridotheres cristatellus",2016,1,12,NA
"Acridotheres fuscus",2004,1,0,NA
"Acridotheres fuscus",2008,1,4,NA
"Acridotheres fuscus",2009,1,5,NA
"Acridotheres fuscus",2012,1,8,NA
"Acridotheres fuscus",2016,1,12,NA
"Acridotheres ginginianus",2004,1,0,NA
"Acridotheres ginginianus",2008,1,4,NA
"Acridotheres ginginianus",2009,1,5,NA
"Acridotheres ginginianus",2012,1,8,NA
"Acridotheres ginginianus",2016,1,12,NA
"Acridotheres tristis",2004,1,0,NA
"Acridotheres tristis",2008,1,4,NA
"Acridotheres tristis",2009,1,5,NA
"Acridotheres tristis",2012,1,8,NA
"Acridotheres tristis",2016,1,12,NA
"Acridotheres tristis",2017,1,13,NA
"Acris gryllus",2004,1,0,NA
"Acris gryllus",2014,1,10,NA
"Acritillas indica",2004,1,0,NA
"Acritillas indica",2008,1,4,NA
"Acritillas indica",2009,1,5,NA
"Acritillas indica",2012,1,8,NA
"Acritillas indica",2016,1,12,NA
"Acritoscincus trilineatus",2010,1,0,NA
"Acritoscincus trilineatus",2016,1,6,NA
"Acritoscincus trilineatus",2017,1,7,NA
"Acrobates pygmaeus",2008,1,0,NA
"Acrobates pygmaeus",2016,1,8,NA
"Acrobatornis fonsecai",2004,3,0,NA
"Acrobatornis fonsecai",2008,3,4,NA
"Acrobatornis fonsecai",2012,3,8,NA
"Acrobatornis fonsecai",2016,3,12,NA
"Acrobatornis fonsecai",2017,3,13,NA
"Acrocephalus aequinoctialis",2004,1,0,NA
"Acrocephalus aequinoctialis",2008,1,4,NA
"Acrocephalus aequinoctialis",2009,4,5,"N"
"Acrocephalus aequinoctialis",2012,4,8,NA
"Acrocephalus aequinoctialis",2016,4,12,NA
"Acrocephalus agricola",2004,1,0,NA
"Acrocephalus agricola",2008,1,4,NA
"Acrocephalus agricola",2009,1,5,NA
"Acrocephalus agricola",2012,1,8,NA
"Acrocephalus agricola",2016,1,12,NA
"Acrocephalus agricola",2017,1,13,NA
"Acrocephalus arundinaceus",2016,1,0,NA
"Acrocephalus arundinaceus",2017,1,1,NA
"Acrocephalus astrolabii",2016,7,0,NA
"Acrocephalus astrolabii",2017,7,1,NA
