"name","year","category"
"Akodon simulator","2008","LC"
"Akodon simulator","1996","LR/lc"
"Akodon subfuscus","2016","LC"
"Akodon subfuscus","2008","LC"
"Akodon subfuscus","1996","LR/lc"
"Akodon surdus","2018","VU"
"Akodon surdus","2008","VU"
"Akodon surdus","1996","LR/lc"
"Akodon sylvanus","2016","LC"
"Akodon sylvanus","2008","LC"
"Akodon sylvanus","1996","LR/lc"
"Akodon toba","2016","LC"
"Akodon toba","2008","LC"
"Akodon toba","1996","LR/lc"
"Akodon torques","2016","LC"
"Akodon torques","2008","LC"
"Akodon torques","1996","LR/lc"
"Necromys urichi","2016","LC"
"Necromys urichi","2008","LC"
"Necromys urichi","1996","LR/lc"
"Akodon varius","2019","DD"
"Akodon varius","2008","DD"
"Akodon varius","1996","LR/lc"
"Alaena margaritacea","1996","VU"
"Alaena margaritacea","1994","V"
"Alaena margaritacea","1990","V"
"Alaena margaritacea","1988","V"
"Alaena margaritacea","1986","V"
"Alasmidonta arcula","2012","EN"
"Alasmidonta arcula","2000","EN"
"Alasmidonta arcula","1994","I"
"Alasmidonta arcula","1990","I"
"Alasmidonta arcula","1988","I"
"Alasmidonta arcula","1986","I"
"Alasmidonta atropurpurea","2012","EN"
"Alasmidonta atropurpurea","2000","EN"
"Alasmidonta atropurpurea","1994","I"
"Alasmidonta atropurpurea","1990","I"
"Alasmidonta atropurpurea","1988","I"
"Alasmidonta atropurpurea","1986","I"
"Alasmidonta heterodon","2011","VU"
"Alasmidonta heterodon","2000","EN"
"Alasmidonta heterodon","1994","E"
"Alasmidonta heterodon","1990","E"
"Alasmidonta heterodon","1988","E"
"Alasmidonta heterodon","1986","I"
"Alasmidonta raveneliana","2012","CR"
"Alasmidonta raveneliana","2000","CR"
"Alasmidonta raveneliana","1996","CR"
"Alasmidonta raveneliana","1994","I"
"Alasmidonta raveneliana","1990","E"
"Alasmidonta raveneliana","1988","E"
"Alasmidonta raveneliana","1986","I"
"Alasmidonta robusta","2000","EX"
"Alasmidonta robusta","1996","CR"
"Alasmidonta robusta","1994","Ex"
"Alasmidonta robusta","1990","E"
"Alasmidonta robusta","1988","E"
"Alasmidonta robusta","1986","I"
"Alasmidonta wrightiana","2000","EX"
"Alasmidonta wrightiana","1996","CR"
"Alasmidonta wrightiana","1994","I"
"Alasmidonta wrightiana","1990","I"
"Alasmidonta wrightiana","1988","I"
"Alasmidonta wrightiana","1986","I"
"Alasmidonta marginata","2017","LC"
"Alasmidonta marginata","2000","DD"
"Alasmidonta marginata","1996","DD"
"Alasmidonta mccordi","2011","EX"
"Alasmidonta mccordi","2000","EX"
"Alasmidonta mccordi","1996","CR"
"Alasmidonta varicosa","2017","VU"
"Alasmidonta varicosa","2000","DD"
"Alasmidonta varicosa","1996","DD"
"Alasmidonta varicosa","1994","I"
"Alburnus akili","2014","EX"
"Alburnus akili","2006","EX"
"Alburnus akili","1996","VU"
"Alburnus akili","1994","I"
"Alburnus albidus","2006","VU"
"Alburnus albidus","1996","VU"
"Alburnus alburnus","2008","LC"
"Alburnus alburnus","1996","LR/lc"
"Alburnus heckeli","2014","LC"
"Alburnus heckeli","1996","DD"
"Alcelaphus buselaphus","2019","LC"
"Alcelaphus buselaphus","2016","LC"
"Alcelaphus buselaphus","2008","LC"
"Alcelaphus buselaphus","1996","LR/cd"
"Algyroides marchi","2009","EN"
"Algyroides marchi","2006","EN"
"Algyroides marchi","1996","VU"
"Alionycteris paucidentata","2016","LC"
"Alionycteris paucidentata","2008","LC"
"Alionycteris paucidentata","1996","VU"
"Alionycteris paucidentata","1994","R"
"Alionycteris paucidentata","1990","K"
"Alionycteris paucidentata","1988","K"
"Allactaga tetradactyla","2017","DD"
"Allactaga tetradactyla","2008","VU"
"Allactaga tetradactyla","2004","DD"
"Allactaga tetradactyla","1996","EN"
"Allactaga tetradactyla","1994","V"
"Allactaga balikunica","2016","LC"
"Allactaga balikunica","2008","LC"
"Allactaga balikunica","1996","LR/lc"
"Allactaga bullata","2016","LC"
"Allactaga bullata","2008","LC"
"Allactaga bullata","1996","LR/nt"
"Allactaga euphratica","2019","LC"
"Allactaga euphratica","2008","NT"
"Allactaga euphratica","1996","LR/nt"
"Allactaga firouzi","2016","DD"
"Allactaga firouzi","2008","DD"
"Allactaga firouzi","1996","CR"
"Allactaga hotsoni","2016","LC"
"Allactaga hotsoni","2008","LC"
"Allactaga hotsoni","1996","LR/lc"
"Allactaga major","2016","LC"
"Allactaga major","2008","LC"
"Allactaga major","1996","LR/lc"
"Allactaga severtzovi","2016","LC"
"Allactaga severtzovi","2008","LC"
"Allactaga severtzovi","1996","LR/lc"
"Allactaga sibirica","2016","LC"
"Allactaga sibirica","2008","LC"
"Allactaga sibirica","1996","LR/lc"
"Allactaga vinogradovi","2008","NT"
"Allactaga vinogradovi","1996","LR/lc"
"Allactodipus bobrinskii","2016","LC"
"Allactodipus bobrinskii","2008","LC"
"Allactodipus bobrinskii","1996","LR/lc"
"Allanaspides helonomus","1996","VU"
"Allanaspides helonomus","1994","I"
"Allanaspides helonomus","1990","V"
"Allanaspides helonomus","1988","V"
"Allanaspides helonomus","1986","V"
"Allanaspides helonomus","1983","V"
"Allanaspides hickmani","1996","VU"
"Allanaspides hickmani","1994","V"
"Allanaspides hickmani","1990","V"
"Allanaspides hickmani","1988","V"
"Allanaspides hickmani","1986","V"
"Allanaspides hickmani","1983","V"
"Allenopithecus nigroviridis","2019","LC"
"Allenopithecus nigroviridis","2008","LC"
"Allenopithecus nigroviridis","1996","LR/nt"
"Allenopithecus nigroviridis","1994","K"
"Allenopithecus nigroviridis","1990","K"
"Allenopithecus nigroviridis","1988","K"
"Allenopithecus nigroviridis","1986","K"
"Alligator sinensis","2018","CR"
"Alligator sinensis","1996","CR"
"Alligator sinensis","1994","E"
"Alligator sinensis","1990","E"
"Alligator sinensis","1988","E"
"Alligator sinensis","1986","E"
"Alligator sinensis","1982","E"
"Allocebus trichotis","2014","VU"
"Allocebus trichotis","2008","DD"
"Allocebus trichotis","2000","EN"
"Allocebus trichotis","1996","CR"
"Allocebus trichotis","1994","E"
"Allocebus trichotis","1990","E"
"Allocebus trichotis","1988","E"
"Allocebus trichotis","1986","E"
"Allocharopa erskinensis","1996","VU"
"Allocharopa erskinensis","1994","V"
"Allocharopa okeana","1996","LR/nt"
"Allocharopa okeana","1994","V"
"Allocharopa tarravillensis","1996","LR/nt"
"Allocharopa tarravillensis","1994","V"
"Haplochromis welcommei","2016","VU"
"Haplochromis welcommei","2010","VU"
"Haplochromis welcommei","1996","CR"
"Allocrangonyx hubrichti","1996","VU"
"Allocrangonyx hubrichti","1994","I"
"Allocrangonyx hubrichti","1990","I"
"Allocrangonyx hubrichti","1988","I"
"Allocrangonyx hubrichti","1986","I"
"Allocrangonyx pellucidus","1996","VU"
"Allocrangonyx pellucidus","1994","I"
"Allocrangonyx pellucidus","1990","I"
"Allocrangonyx pellucidus","1988","I"
"Allocrangonyx pellucidus","1986","I"
"Allocricetulus eversmanni","2016","LC"
"Allocricetulus eversmanni","2008","LC"
"Allocricetulus eversmanni","1996","LR/lc"
"Allodiaptomus satanas","1996","VU"
"Allognathus graellsianus","2011","LC"
"Allognathus graellsianus","1996","LR/nt"
"Alloperla roberti","1996","EX"
"Alloperla roberti","1994","Ex"
"Alloperla roberti","1990","Ex"
"Alloperla roberti","1988","Ex"
"Alloperla roberti","1986","Ex"
"Allotoca maculata","2019","CR"
"Allotoca maculata","1996","CR"
"Allotoca maculata","1994","E"
"Allotoca maculata","1990","E"
"Allotoca maculata","1988","V"
"Allotoca maculata","1986","V"
"Aloeides caledoni","1996","VU"
"Aloeides caledoni","1994","R"
"Aloeides caledoni","1990","V"
"Aloeides caledoni","1988","V"
"Aloeides caledoni","1986","V"
"Aloeides dentatis","1996","VU"
"Aloeides dentatis","1994","R"
"Aloeides dentatis","1990","R"
"Aloeides dentatis","1988","R"
"Aloeides dentatis","1986","R"
"Aloeides egerides","2011","LC"
"Aloeides egerides","1996","VU"
"Aloeides egerides","1994","R"
"Aloeides egerides","1990","V"
"Aloeides egerides","1988","V"
"Aloeides egerides","1986","V"
"Aloeides lutescens","1996","VU"
"Aloeides lutescens","1994","R"
"Aloeides lutescens","1990","V"
"Aloeides lutescens","1988","V"
"Aloeides lutescens","1986","V"
"Aloeides carolynnae","1996","VU"
"Aloeides carolynnae","1994","R"
"Aloeides kaplani","1996","VU"
"Aloeides kaplani","1994","I"
"Aloeides merces","1996","VU"
"Aloeides merces","1994","R"
"Aloeides nollothi","2011","LC"
"Aloeides nollothi","1996","VU"
"Aloeides nollothi","1994","I"
"Aloeides nubilus","2011","EN"
"Aloeides nubilus","1996","VU"
"Aloeides nubilus","1994","R"
"Aloeides pringlei","1996","VU"
"Aloeides pringlei","1994","I"
"Aloeides rossouwi","1996","VU"
"Aloeides rossouwi","1994","R"
"Alona sketi","1996","VU"
"Alona hercegovinae","1996","VU"
"Alona smirnovi","1996","VU"
"Vulpes lagopus","2014","LC"
"Vulpes lagopus","2008","LC"
"Vulpes lagopus","2004","LC"
"Vulpes lagopus","1996","LR/lc"
"Alosa alosa","2008","LC"
"Alosa alosa","1996","DD"
"Alosa fallax","2008","LC"
"Alosa fallax","1996","DD"
"Alosa macedonica","2006","VU"
"Alosa macedonica","1996","VU"
"Alosa maeotica","2008","LC"
"Alosa maeotica","1996","DD"
"Alosa immaculata","2008","VU"
"Alosa immaculata","1996","DD"
"Alosa alabamae","2010","DD"
"Alosa alabamae","1996","EN"
"Alouatta pigra","2008","EN"
"Alouatta pigra","2003","EN"
"Alouatta pigra","2000","LR/lc"
"Alouatta pigra","1996","LR/lc"
"Alouatta pigra","1994","K"
"Alouatta pigra","1990","K"
"Alouatta pigra","1988","I"
"Alouatta pigra","1986","I"
"Alouatta pigra","1982","I"
"Alouatta ululata","2008","EN"
"Alouatta ululata","2003","CR"
"Alouatta ululata","2000","CR"
"Alouatta ululata","1996","CR"
"Alouatta ululata","1994","E"
"Alouatta juara","2015","LC"
"Alouatta juara","2008","LC"
"Alouatta juara","2000","DD"
"Alouatta juara","1996","DD"
"Alsodes barrioi","2017","EN"
"Alsodes barrioi","2010","VU"
"Alsodes barrioi","2004","VU"
"Alsodes barrioi","1996","DD"
"Alsodes barrioi","1994","R"
"Alsodes montanus","2016","VU"
"Alsodes montanus","2010","CR"
"Alsodes montanus","2004","CR"
"Alsodes montanus","1996","DD"
"Alsodes montanus","1994","E"
"Alsodes vanzolinii","2019","EN"
"Alsodes vanzolinii","2010","CR"
"Alsodes vanzolinii","2004","CR"
"Alsodes vanzolinii","1996","DD"
"Alsodes vanzolinii","1994","V"
"Alsophis antiguae","2016","CR"
"Alsophis antiguae","2010","CR"
"Alsophis antiguae","1996","CR"
"Alsophis antiguae","1994","E"
"Hypsirhynchus ater","2016","CR"
"Hypsirhynchus ater","1996","CR"
"Hypsirhynchus ater","1994","E"
"Alsophis rijgersmaei","2016","EN"
"Alsophis rijgersmaei","1996","EN"
"Alsophis rijgersmaei","1994","V"
"Alsophis rufiventris","2016","VU"
"Alsophis rufiventris","1996","EN"
"Alsophis rufiventris","1994","V"
"Alticola albicaudus","2016","DD"
"Alticola albicaudus","2008","DD"
"Alticola albicaudus","1996","LR/nt"
"Alticola argentatus","2016","LC"
"Alticola argentatus","2008","LC"
"Alticola argentatus","1996","LR/lc"
"Alticola barakshin","2016","LC"
"Alticola barakshin","2008","LC"
"Alticola barakshin","1996","LR/lc"
"Alticola lemminus","2016","LC"
"Alticola lemminus","2008","LC"
"Alticola lemminus","1996","LR/lc"
"Alticola macrotis","2016","LC"
"Alticola macrotis","2008","LC"
"Alticola macrotis","1996","LR/lc"
"Alticola montosa","2016","VU"
"Alticola montosa","2008","VU"
"Alticola montosa","1996","VU"
"Alticola roylei","2016","NT"
"Alticola roylei","2008","NT"
"Alticola roylei","1996","LR/nt"
"Alticola semicanus","2016","LC"
"Alticola semicanus","2008","LC"
"Alticola semicanus","1996","LR/lc"
"Alticola stoliczkanus","2016","LC"
"Alticola stoliczkanus","2008","LC"
"Alticola stoliczkanus","1996","LR/lc"
"Alticola strelzowi","2016","LC"
"Alticola strelzowi","2008","LC"
"Alticola strelzowi","1996","LR/lc"
"Alticola tuvinicus","2016","LC"
"Alticola tuvinicus","2008","LC"
"Alticola tuvinicus","1996","LR/lc"
"Alytes muletensis","2009","VU"
"Alytes muletensis","2004","VU"
"Alytes muletensis","1996","CR"
"Alytes muletensis","1994","E"
"Alytes muletensis","1990","E"
"Alytes muletensis","1988","I"
"Alytes dickhilleni","2009","VU"
"Alytes dickhilleni","2004","VU"
"Alytes dickhilleni","1996","VU"
"Alzoniella hartwigschuetti","2010","NT"
"Alzoniella hartwigschuetti","1996","VU"
"Alzoniella hartwigschuetti","1994","V"
"Amanipodagrion gilliesi","2010","CR"
"Amanipodagrion gilliesi","2006","CR"
"Amanipodagrion gilliesi","1996","EN"
"Amanipodagrion gilliesi","1994","E"
"Amanipodagrion gilliesi","1990","E"
"Amanipodagrion gilliesi","1988","E"
"Amanipodagrion gilliesi","1986","E"
"Amastra cylindrica","1996","CR"
"Amastra cylindrica","1994","E"
"Amastra micans","1996","CR"
"Amastra micans","1994","E"
"Amastra rubens","1996","CR"
"Amastra rubens","1994","E"
"Amastra spirizona","1996","CR"
"Amastra spirizona","1994","E"
"Amastra albolabris","1996","EX"
"Amastra albolabris","1994","Ex"
"Amastra cornea","1996","EX"
"Amastra cornea","1994","Ex"
"Amastra crassilabrum","1996","EX"
"Amastra crassilabrum","1994","Ex"
"Amastra elongata","1996","EX"
"Amastra elongata","1994","Ex?"
"Amastra forbesi","1996","EX"
"Amastra forbesi","1994","Ex?"
"Amastra pellucida","1996","EX"
"Amastra pellucida","1994","Ex"
"Amastra porcus","1996","EX"
"Amastra porcus","1994","Ex"
"Amastra reticulata","1996","EX"
"Amastra reticulata","1994","Ex"
"Amastra subrostrata","1996","EX"
"Amastra subrostrata","1994","Ex"
"Amastra subsoror","1996","EX"
"Amastra subsoror","1994","Ex"
"Amastra tenuispira","1996","EX"
"Amastra tenuispira","1994","Ex"
"Amastra umbilicata","1996","EX"
"Amastra umbilicata","1994","Ex?"
"Amauris comorana","1996","EN"
"Amauris comorana","1994","R"
"Amauris comorana","1990","R"
"Amauris comorana","1988","R"
"Amauris comorana","1986","R"
"Amauris nossima","1996","VU"
"Amauris nossima","1994","R"
"Amauris nossima","1990","R"
"Amauris nossima","1988","R"
"Amauris nossima","1986","R"
"Amauris phoedon","1996","VU"
"Amauris phoedon","1994","R"
"Amauris phoedon","1990","R"
"Amauris phoedon","1988","R"
"Amauris phoedon","1986","R"
"Ambassis agassizii","2019","LC"
"Ambassis agassizii","1996","DD"
"Ambassis agassizii","1994","R"
"Ambassis elongata","2019","LC"
"Ambassis elongata","1996","LR/lc"
"Ambassis elongata","1994","K"
"Amblema neislerii","1996","CR"
"Amblema neislerii","1994","I"
"Ambloplites cavifrons","2013","LC"
"Ambloplites cavifrons","1996","VU"
"Ambloplites cavifrons","1994","R"
"Ambloplites cavifrons","1990","R"
"Ambloplites cavifrons","1988","R"
"Ambloplites cavifrons","1986","R"
"Troglichthys rosae","2014","NT"
"Troglichthys rosae","1996","VU"
"Troglichthys rosae","1994","V"
"Troglichthys rosae","1990","V"
"Troglichthys rosae","1988","V"
"Troglichthys rosae","1986","V"
"Amblyopsis spelaea","2014","NT"
"Amblyopsis spelaea","1996","VU"
"Amblyopsis spelaea","1994","V"
"Amblyopsis spelaea","1990","V"
"Amblyopsis spelaea","1988","V"
"Amblyopsis spelaea","1986","V"
"Amblyrhynchus cristatus","2004","VU"
"Amblyrhynchus cristatus","1996","VU"
"Amblyrhynchus cristatus","1994","R"
"Amblyrhynchus cristatus","1990","R"
"Amblyrhynchus cristatus","1988","R"
"Amblyrhynchus cristatus","1986","R"
"Neamblysomus gunningi","2015","EN"
"Neamblysomus gunningi","2008","EN"
"Neamblysomus gunningi","2006","EN"
"Neamblysomus gunningi","1996","VU"
"Neamblysomus gunningi","1994","I"
"Neamblysomus gunningi","1990","I"
"Neamblysomus gunningi","1988","K"
"Neamblysomus julianae","2015","EN"
"Neamblysomus julianae","2008","VU"
"Neamblysomus julianae","2006","EN"
"Neamblysomus julianae","1996","CR"
"Neamblysomus julianae","1994","I"
"Neamblysomus julianae","1990","I"
"Neamblysomus julianae","1988","R"
"Neamblysomus julianae","1986","R"
"Ambystoma lermaense","2015","EN"
"Ambystoma lermaense","2008","CR"
"Ambystoma lermaense","2004","CR"
"Ambystoma lermaense","1996","CR"
"Ambystoma lermaense","1994","R"
"Ambystoma lermaense","1990","R"
"Ambystoma lermaense","1988","R"
"Ambystoma lermaense","1986","R"
"Ambystoma mexicanum","2010","CR"
"Ambystoma mexicanum","2006","CR"
"Ambystoma mexicanum","2004","VU"
"Ambystoma mexicanum","1996","VU"
"Ambystoma mexicanum","1994","R"
"Ambystoma mexicanum","1990","R"
"Ambystoma mexicanum","1988","R"
"Ambystoma mexicanum","1986","R"
"Ambystoma californiense","2004","VU"
"Ambystoma californiense","1996","VU"
"Ambystoma californiense","1994","V"
"Ambystoma californiense","1990","V"
"Ambystoma californiense","1988","V"
"Ambystoma californiense","1986","V"
"Ambystoma cingulatum","2008","VU"
"Ambystoma cingulatum","2004","VU"
"Ambystoma cingulatum","1996","VU"
"Ameca splendens","2019","CR"
"Ameca splendens","1996","EW"
"Ameca splendens","1994","E"
"Ameca splendens","1990","E"
"Pholidoscelis polops","2017","EN"
"Pholidoscelis polops","2016","EN"
"Pholidoscelis polops","1996","CR"
"Pholidoscelis polops","1994","E"
"Pholidoscelis polops","1990","E"
"Pholidoscelis polops","1988","E"
"Pholidoscelis polops","1986","E"
"Pholidoscelis cineraceus","2017","EX"
"Pholidoscelis cineraceus","2016","EX"
"Pholidoscelis cineraceus","1996","EX"
"Pholidoscelis cineraceus","1994","Ex"
"Pholidoscelis major","2017","DD"
"Pholidoscelis major","2016","DD"
"Pholidoscelis major","1996","EX"
"Pholidoscelis major","1994","Ex"
"Ametrida centurio","2016","LC"
"Ametrida centurio","2008","LC"
"Ametrida centurio","1996","LR/lc"
"Ammodillus imbellis","2017","DD"
"Ammodillus imbellis","2008","DD"
"Ammodillus imbellis","2004","DD"
"Ammodillus imbellis","1996","VU"
"Ammodillus imbellis","1994","K"
"Ammodorcas clarkei","2016","VU"
"Ammodorcas clarkei","2008","VU"
"Ammodorcas clarkei","2007","VU"
"Ammodorcas clarkei","1996","VU"
"Ammodorcas clarkei","1994","V"
"Ammodorcas clarkei","1990","V"
"Ammodorcas clarkei","1988","V"
"Ammodorcas clarkei","1986","V"
"Ammodorcas clarkei","1965",NA
"Ammonitella yatesii","1996","VU"
"Ammonitella yatesii","1994","I"
"Ammonitella yatesii","1990","I"
"Ammonitella yatesii","1988","I"
"Ammonitella yatesii","1986","I"
"Ammopelmatus kelsoensis","1996","VU"
"Ammopelmatus kelsoensis","1994","I"
"Ammopelmatus kelsoensis","1990","I"
"Ammopelmatus kelsoensis","1988","I"
"Ammopelmatus kelsoensis","1986","I"
"Ammopelmatus muwu","1996","VU"
"Ammopelmatus muwu","1994","I"
"Ammopelmatus muwu","1990","I"
"Ammopelmatus muwu","1988","I"
"Ammopelmatus muwu","1986","I"
"Ammospermophilus nelsoni","2017","EN"
"Ammospermophilus nelsoni","2008","EN"
"Ammospermophilus nelsoni","2000","EN"
"Ammospermophilus nelsoni","1996","EN"
"Ammotragus lervia","2008","VU"
"Ammotragus lervia","1996","VU"
"Ammotragus lervia","1994","I"
"Ammotragus lervia","1990","V"
"Ammotragus lervia","1988","V"
"Ammotragus lervia","1986","V"
"Amorphochilus schnablii","2015","VU"
"Amorphochilus schnablii","2008","EN"
"Amorphochilus schnablii","1996","VU"
"Ampelita julii","1996","EN"
"Ampelita soulaiana","1996","VU"
"Ampelita fulgurata","1996","EN"
"Amphicyclotulus guadeloupensis","1996","EX"
"Amphicyclotulus liratus","1996","VU"
"Amphicyclotulus perplexus","1996","VU"
"Amphidromus cognatus","1996","LR/nt"
"Amphidromus cognatus","1994","R"
"Amphigyra alabamensis","2000","EX"
"Amphigyra alabamensis","1996","CR"
"Amphigyra alabamensis","1994","I"
"Amphipteryx agrioides","2006","DD"
"Amphipteryx agrioides","1996","EN"
"Amphipteryx agrioides","1994","I"
"Amphipteryx agrioides","1990","I"
"Amphorella melampoides","2017","LC"
"Amphorella melampoides","1996","VU"
"Amphorella melampoides","1994","R"
"Amphorella iridescens","2017","VU"
"Amphorella iridescens","1996","VU"
"Amphorella iridescens","1994","Ex?"
"Amplirhagada astuta","1996","EN"
"Amplirhagada astuta","1994","E"
"Amplirhagada elevata","1996","LR/lc"
"Amplirhagada elevata","1994","V"
"Amplirhagada herbertena","1996","DD"
"Amplirhagada herbertena","1994","I"
"Amplirhagada montalivetensis","1996","LR/nt"
"Amplirhagada montalivetensis","1994","I"
"Amplirhagada questroana","1996","EN"
"Amplirhagada questroana","1994","E"
"Amyda cartilaginea","2000","VU"
"Amyda cartilaginea","1996","VU"
"Anabarilius polylepis","2008","EN"
"Anabarilius polylepis","1996","EN"
"Anabarilius polylepis","1994","I"
"Anaecypris hispanica","2006","EN"
"Anaecypris hispanica","1996","EN"
"Anaecypris hispanica","1994","E"
"Anceya giraudi","2010","LC"
"Anceya giraudi","2004","LC"
"Anceya giraudi","1996","EN"
"Anceya terebriformis","2010","DD"
