"name","result.year","result.code","result.category"
"Protium panamense","1998","LR/nt","Lower Risk/near threatened"
"Protium panamense","1998","V","Vulnerable"
"Protolinitis pusilla","1996","LR/nt","Lower Risk/near threatened"
"Protolinitis pusilla","1994","R","Rare"
"Protoploea apatela","1996","LR/nt","Lower Risk/near threatened"
"Protoploea apatela","1994","R","Rare"
"Protoploea apatela","1990","R","Rare"
"Protoploea apatela","1988","R","Rare"
"Protoploea apatela","1986","R","Rare"
"Prunus clementis","1998","LR/nt","Lower Risk/near threatened"
"Prunus transarisanensis","1998","LR/nt","Lower Risk/near threatened"
"Prunus transarisanensis","1998","R","Rare"
"Pseudopanax ferox","1998","LR/nt","Lower Risk/near threatened"
"Pseudopanax ferox","1998","nt","Not Threatened"
"Pseudopanax gilliesii","1998","LR/nt","Lower Risk/near threatened"
"Pseudopanax gilliesii","1998","nt","Not Threatened"
"Pseudoscolopia polyantha","1998","LR/nt","Lower Risk/near threatened"
"Pseudoscolopia polyantha","1998","R","Rare"
"Psidium cinereum","1998","LR/nt","Lower Risk/near threatened"
"Psidium harrisianum","1998","LR/nt","Lower Risk/near threatened"
"Psidium harrisianum","1998","V","Vulnerable"
"Psychotria atricaulis","1998","LR/nt","Lower Risk/near threatened"
"Psychotria dolichantha","1998","LR/nt","Lower Risk/near threatened"
"Psychotria dolichantha","1998","R","Rare"
"Psychotria zombamontana","1998","LR/nt","Lower Risk/near threatened"
"Pteleopsis tetraptera","1998","LR/nt","Lower Risk/near threatened"
"Pteleopsis tetraptera","1998","R","Rare"
"Pterocarpus angolensis","1998","LR/nt","Lower Risk/near threatened"
"Pterocarpus angolensis","1998","nt","Not Threatened"
"Pterogyne nitens","1998","LR/nt","Lower Risk/near threatened"
