"name","result.year","state","TSFO","change.status"
"Emberiza koslowi",2012,2,18,NA
"Emberiza koslowi",2015,2,21,NA
"Emberiza koslowi",2016,2,22,NA
"Emberiza koslowi",2017,2,23,NA
"Emberiza lathami",1994,1,0,NA
"Emberiza lathami",2000,1,6,NA
"Emberiza lathami",2004,1,10,NA
"Emberiza lathami",2008,1,14,NA
"Emberiza lathami",2009,1,15,NA
"Emberiza lathami",2012,1,18,NA
"Emberiza lathami",2016,1,22,NA
"Emberiza leucocephalos",1994,1,0,NA
"Emberiza leucocephalos",2000,1,6,NA
"Emberiza leucocephalos",2004,1,10,NA
"Emberiza leucocephalos",2008,1,14,NA
"Emberiza leucocephalos",2009,1,15,NA
"Emberiza leucocephalos",2012,1,18,NA
"Emberiza leucocephalos",2015,1,21,NA
"Emberiza leucocephalos",2016,1,22,NA
"Emberiza leucocephalos",2017,1,23,NA
"Emberiza melanocephala",1994,1,0,NA
"Emberiza melanocephala",2000,1,6,NA
"Emberiza melanocephala",2004,1,10,NA
"Emberiza melanocephala",2008,1,14,NA
"Emberiza melanocephala",2009,1,15,NA
"Emberiza melanocephala",2012,1,18,NA
"Emberiza melanocephala",2014,1,20,NA
"Emberiza melanocephala",2016,1,22,NA
"Emberiza pallasi",1994,1,0,NA
"Emberiza pallasi",2000,1,6,NA
"Emberiza pallasi",2004,1,10,NA
"Emberiza pallasi",2008,1,14,NA
"Emberiza pallasi",2009,1,15,NA
"Emberiza pallasi",2012,1,18,NA
"Emberiza pallasi",2015,1,21,NA
"Emberiza pallasi",2016,1,22,NA
"Emberiza poliopleura",1994,1,0,NA
"Emberiza poliopleura",2000,1,6,NA
"Emberiza poliopleura",2004,1,10,NA
"Emberiza poliopleura",2008,1,14,NA
"Emberiza poliopleura",2009,1,15,NA
"Emberiza poliopleura",2012,1,18,NA
"Emberiza poliopleura",2016,1,22,NA
"Emberiza pusilla",1994,1,0,NA
"Emberiza pusilla",2000,1,6,NA
"Emberiza pusilla",2004,1,10,NA
"Emberiza pusilla",2008,1,14,NA
"Emberiza pusilla",2009,1,15,NA
"Emberiza pusilla",2012,1,18,NA
"Emberiza pusilla",2015,1,21,NA
"Emberiza pusilla",2016,1,22,NA
"Emberiza pusilla",2017,1,23,NA
"Emberiza rustica",1994,1,0,NA
"Emberiza rustica",2000,1,6,NA
"Emberiza rustica",2004,1,10,NA
"Emberiza rustica",2008,1,14,NA
"Emberiza rustica",2009,1,15,NA
"Emberiza rustica",2012,1,18,NA
"Emberiza rustica",2016,3,22,"G"
"Emberiza rutila",1994,1,0,NA
"Emberiza rutila",2000,1,6,NA
"Emberiza rutila",2004,1,10,NA
"Emberiza rutila",2008,1,14,NA
"Emberiza rutila",2009,1,15,NA
"Emberiza rutila",2012,1,18,NA
"Emberiza rutila",2016,1,22,NA
"Emberiza schoeniclus",1994,1,0,NA
"Emberiza schoeniclus",2000,1,6,NA
"Emberiza schoeniclus",2004,1,10,NA
"Emberiza schoeniclus",2008,1,14,NA
"Emberiza schoeniclus",2009,1,15,NA
"Emberiza schoeniclus",2012,1,18,NA
"Emberiza schoeniclus",2015,1,21,NA
"Emberiza schoeniclus",2016,1,22,NA
"Emberiza siemsseni",1994,2,0,NA
"Emberiza siemsseni",2000,1,6,NA
"Emberiza siemsseni",2004,1,10,NA
"Emberiza siemsseni",2008,1,14,NA
"Emberiza siemsseni",2009,1,15,NA
"Emberiza siemsseni",2012,1,18,NA
"Emberiza siemsseni",2016,1,22,NA
"Emberiza socotrana",1994,3,0,NA
"Emberiza socotrana",1996,3,2,NA
"Emberiza socotrana",2000,3,6,NA
"Emberiza socotrana",2004,3,10,NA
"Emberiza socotrana",2008,3,14,NA
"Emberiza socotrana",2012,3,18,NA
"Emberiza socotrana",2016,3,22,NA
"Emberiza socotrana",2017,2,23,"N"
"Emberiza stewarti",1994,1,0,NA
"Emberiza stewarti",2000,1,6,NA
"Emberiza stewarti",2004,1,10,NA
"Emberiza stewarti",2008,1,14,NA
"Emberiza stewarti",2009,1,15,NA
"Emberiza stewarti",2012,1,18,NA
"Emberiza stewarti",2016,1,22,NA
"Emberiza sulphurata",1994,3,0,NA
"Emberiza sulphurata",1996,3,2,NA
"Emberiza sulphurata",2000,3,6,NA
"Emberiza sulphurata",2004,3,10,NA
"Emberiza sulphurata",2007,3,13,NA
"Emberiza sulphurata",2008,3,14,NA
"Emberiza sulphurata",2012,3,18,NA
"Emberiza sulphurata",2016,3,22,NA
"Emberiza tristrami",1994,1,0,NA
"Emberiza tristrami",2000,1,6,NA
"Emberiza tristrami",2004,1,10,NA
"Emberiza tristrami",2008,1,14,NA
"Emberiza tristrami",2009,1,15,NA
"Emberiza tristrami",2012,1,18,NA
"Emberiza tristrami",2016,1,22,NA
"Emberiza variabilis",1994,1,0,NA
"Emberiza variabilis",2000,1,6,NA
"Emberiza variabilis",2004,1,10,NA
"Emberiza variabilis",2008,1,14,NA
"Emberiza variabilis",2009,1,15,NA
"Emberiza variabilis",2012,1,18,NA
"Emberiza variabilis",2015,1,21,NA
"Emberiza variabilis",2016,1,22,NA
"Emberiza yessoensis",1994,2,0,NA
"Emberiza yessoensis",2000,2,6,NA
"Emberiza yessoensis",2004,2,10,NA
"Emberiza yessoensis",2008,2,14,NA
"Emberiza yessoensis",2012,2,18,NA
"Emberiza yessoensis",2016,2,22,NA
"Emberiza yessoensis",2017,2,23,NA
"Emberizoides duidae",1994,1,0,NA
"Emberizoides duidae",2000,2,6,NA
"Emberizoides duidae",2004,2,10,NA
"Emberizoides duidae",2008,2,14,NA
"Emberizoides duidae",2012,2,18,NA
"Emberizoides duidae",2016,2,22,NA
"Emberizoides herbicola",1994,1,0,NA
"Emberizoides herbicola",2000,1,6,NA
"Emberizoides herbicola",2004,1,10,NA
"Emberizoides herbicola",2008,1,14,NA
"Emberizoides herbicola",2009,1,15,NA
"Emberizoides herbicola",2012,1,18,NA
"Emberizoides herbicola",2016,1,22,NA
"Emberizoides ypiranganus",1994,2,0,NA
"Emberizoides ypiranganus",2000,1,6,NA
"Emberizoides ypiranganus",2004,1,10,NA
"Emberizoides ypiranganus",2008,1,14,NA
"Emberizoides ypiranganus",2009,1,15,NA
"Emberizoides ypiranganus",2012,1,18,NA
"Emberizoides ypiranganus",2016,1,22,NA
"Embernagra longicauda",1994,2,0,NA
"Embernagra longicauda",2000,2,6,NA
"Embernagra longicauda",2004,2,10,NA
"Embernagra longicauda",2008,2,14,NA
"Embernagra longicauda",2012,2,18,NA
"Embernagra longicauda",2013,1,19,"N"
"Embernagra longicauda",2016,1,22,NA
"Embernagra platensis",1994,1,0,NA
"Embernagra platensis",2000,1,6,NA
"Embernagra platensis",2004,1,10,NA
"Embernagra platensis",2008,1,14,NA
"Embernagra platensis",2009,1,15,NA
"Embernagra platensis",2012,1,18,NA
"Embernagra platensis",2016,1,22,NA
"Emblema pictum",1994,1,0,NA
"Emblema pictum",2000,1,6,NA
"Emblema pictum",2004,1,10,NA
"Emblema pictum",2008,1,14,NA
"Emblema pictum",2009,1,15,NA
"Emblema pictum",2012,1,18,NA
"Emblema pictum",2016,1,22,NA
"Emblemaria diphyodontis",2014,0,0,NA
"Emblemaria diphyodontis",2015,1,1,"N"
"Emblemariopsis carib",2014,0,0,NA
"Emblemariopsis carib",2015,1,1,"N"
"Emblemariopsis tayrona",1996,3,0,NA
"Emblemariopsis tayrona",2014,0,18,"N"
"Emblemariopsis tayrona",2015,1,19,"N"
"Eminia lepida",1994,1,0,NA
"Eminia lepida",2000,1,6,NA
"Eminia lepida",2004,1,10,NA
"Eminia lepida",2008,1,14,NA
"Eminia lepida",2009,1,15,NA
"Eminia lepida",2012,1,18,NA
"Eminia lepida",2016,1,22,NA
"Eminia lepida",2017,1,23,NA
"Emmenosperma pancherianum",1998,3,0,NA
"Emmenosperma pancherianum",2010,3,12,NA
"Emoia adspersa",2010,4,0,NA
"Emoia adspersa",2013,4,3,NA
"Emoia aneityumensis",2010,4,0,NA
"Emoia aneityumensis",2013,4,3,NA
"Emoia boettgeri",2010,4,0,NA
"Emoia boettgeri",2013,4,3,NA
"Emoia isolata",2010,3,0,NA
"Emoia isolata",2013,1,3,"N"
"Emoia loveridgei",2010,1,0,NA
"Emoia loveridgei",2015,1,5,NA
"Emoia nativitatis",2010,5,0,NA
"Emoia nativitatis",2017,7,7,"G"
"Emoia oribata",2010,0,0,NA
"Emoia oribata",2015,1,5,"N"
"Empetrichthys merriami",1994,7,0,NA
"Empetrichthys merriami",1996,7,2,NA
"Empetrichthys merriami",2013,7,19,NA
"Empidonax affinis",1994,1,0,NA
"Empidonax affinis",2000,1,6,NA
"Empidonax affinis",2004,1,10,NA
"Empidonax affinis",2008,1,14,NA
"Empidonax affinis",2009,1,15,NA
"Empidonax affinis",2012,1,18,NA
"Empidonax affinis",2016,1,22,NA
"Empidonax albigularis",1994,1,0,NA
"Empidonax albigularis",2000,1,6,NA
"Empidonax albigularis",2004,1,10,NA
"Empidonax albigularis",2008,1,14,NA
"Empidonax albigularis",2009,1,15,NA
"Empidonax albigularis",2012,1,18,NA
"Empidonax albigularis",2016,1,22,NA
"Empidonax alnorum",1994,1,0,NA
"Empidonax alnorum",2000,1,6,NA
"Empidonax alnorum",2004,1,10,NA
"Empidonax alnorum",2008,1,14,NA
"Empidonax alnorum",2009,1,15,NA
"Empidonax alnorum",2012,1,18,NA
"Empidonax alnorum",2016,1,22,NA
"Empidonax atriceps",1994,1,0,NA
"Empidonax atriceps",2000,1,6,NA
"Empidonax atriceps",2004,1,10,NA
"Empidonax atriceps",2008,1,14,NA
"Empidonax atriceps",2009,1,15,NA
"Empidonax atriceps",2012,1,18,NA
"Empidonax atriceps",2016,1,22,NA
"Empidonax difficilis",1994,1,0,NA
"Empidonax difficilis",2000,1,6,NA
"Empidonax difficilis",2004,1,10,NA
"Empidonax difficilis",2008,1,14,NA
"Empidonax difficilis",2009,1,15,NA
"Empidonax difficilis",2012,1,18,NA
"Empidonax difficilis",2016,1,22,NA
"Empidonax difficilis",2017,1,23,NA
"Empidonax flavescens",1994,1,0,NA
"Empidonax flavescens",2000,1,6,NA
"Empidonax flavescens",2004,1,10,NA
"Empidonax flavescens",2008,1,14,NA
"Empidonax flavescens",2009,1,15,NA
"Empidonax flavescens",2012,1,18,NA
"Empidonax flavescens",2016,1,22,NA
"Empidonax flaviventris",1994,1,0,NA
"Empidonax flaviventris",2000,1,6,NA
"Empidonax flaviventris",2004,1,10,NA
"Empidonax flaviventris",2008,1,14,NA
"Empidonax flaviventris",2009,1,15,NA
"Empidonax flaviventris",2012,1,18,NA
"Empidonax flaviventris",2016,1,22,NA
"Empidonax fulvifrons",1994,1,0,NA
"Empidonax fulvifrons",2000,1,6,NA
"Empidonax fulvifrons",2004,1,10,NA
"Empidonax fulvifrons",2008,1,14,NA
"Empidonax fulvifrons",2009,1,15,NA
"Empidonax fulvifrons",2012,1,18,NA
"Empidonax fulvifrons",2016,1,22,NA
"Empidonax hammondii",1994,1,0,NA
"Empidonax hammondii",2000,1,6,NA
"Empidonax hammondii",2004,1,10,NA
"Empidonax hammondii",2008,1,14,NA
"Empidonax hammondii",2009,1,15,NA
"Empidonax hammondii",2012,1,18,NA
"Empidonax hammondii",2016,1,22,NA
"Empidonax minimus",1994,1,0,NA
"Empidonax minimus",2000,1,6,NA
"Empidonax minimus",2004,1,10,NA
"Empidonax minimus",2008,1,14,NA
"Empidonax minimus",2009,1,15,NA
"Empidonax minimus",2012,1,18,NA
"Empidonax minimus",2016,1,22,NA
"Empidonax oberholseri",1994,1,0,NA
"Empidonax oberholseri",2000,1,6,NA
"Empidonax oberholseri",2004,1,10,NA
"Empidonax oberholseri",2008,1,14,NA
"Empidonax oberholseri",2009,1,15,NA
"Empidonax oberholseri",2012,1,18,NA
"Empidonax oberholseri",2016,1,22,NA
"Empidonax occidentalis",1994,1,0,NA
"Empidonax occidentalis",2000,1,6,NA
"Empidonax occidentalis",2004,1,10,NA
"Empidonax occidentalis",2008,1,14,NA
"Empidonax occidentalis",2009,1,15,NA
"Empidonax occidentalis",2012,1,18,NA
"Empidonax occidentalis",2016,1,22,NA
"Empidonax traillii",1994,1,0,NA
"Empidonax traillii",2000,1,6,NA
"Empidonax traillii",2004,1,10,NA
"Empidonax traillii",2008,1,14,NA
"Empidonax traillii",2009,1,15,NA
"Empidonax traillii",2012,1,18,NA
"Empidonax traillii",2016,1,22,NA
"Empidonax virescens",1994,1,0,NA
"Empidonax virescens",2000,1,6,NA
"Empidonax virescens",2004,1,10,NA
"Empidonax virescens",2008,1,14,NA
"Empidonax virescens",2009,1,15,NA
"Empidonax virescens",2012,1,18,NA
"Empidonax virescens",2016,1,22,NA
"Empidonax wrightii",1994,1,0,NA
"Empidonax wrightii",2000,1,6,NA
"Empidonax wrightii",2004,1,10,NA
"Empidonax wrightii",2008,1,14,NA
"Empidonax wrightii",2009,1,15,NA
"Empidonax wrightii",2012,1,18,NA
"Empidonax wrightii",2016,1,22,NA
"Empidonomus varius",1994,1,0,NA
"Empidonomus varius",2000,1,6,NA
"Empidonomus varius",2004,1,10,NA
"Empidonomus varius",2008,1,14,NA
"Empidonomus varius",2009,1,15,NA
"Empidonomus varius",2012,1,18,NA
"Empidonomus varius",2016,1,22,NA
"Empidonomus varius",2017,1,23,NA
"Emydoidea blandingii",1996,2,0,NA
"Emydoidea blandingii",2011,4,15,"N"
"Enallagma carunculatum",2009,1,0,NA
"Enallagma carunculatum",2017,1,8,NA
"Enallagma davisi",2009,1,0,NA
"Enallagma davisi",2017,1,8,NA
"Enallagma doubledayi",2009,1,0,NA
"Enallagma doubledayi",2017,1,8,NA
"Enallagma dubium",2009,1,0,NA
"Enallagma dubium",2017,1,8,NA
"Enallagma ebrium",2009,1,0,NA
"Enallagma ebrium",2017,1,8,NA
"Enallagma exsulans",2009,1,0,NA
"Enallagma exsulans",2017,1,8,NA
"Enallagma laterale",2007,1,0,NA
"Enallagma laterale",2009,1,2,NA
"Enallagma laterale",2017,1,10,NA
"Enallagma maldivensis",2006,0,0,NA
"Enallagma maldivensis",2009,5,3,"N"
"Enallagma minusculum",2009,1,0,NA
"Enallagma minusculum",2017,1,8,NA
"Enallagma recurvatum",1994,3,0,NA
"Enallagma recurvatum",1996,3,2,NA
"Enallagma recurvatum",2007,1,13,"N"
"Enallagma recurvatum",2009,2,15,"N"
"Enallagma traviatum",2009,1,0,NA
"Enallagma traviatum",2017,1,8,NA
"Encephalartos aemulans",1998,4,0,NA
"Encephalartos aemulans",2003,5,5,NA
"Encephalartos aemulans",2010,5,12,NA
"Encephalartos altensteinii",1998,3,0,NA
"Encephalartos altensteinii",2003,3,5,NA
"Encephalartos altensteinii",2010,3,12,NA
"Encephalartos aplanatus",2003,3,0,NA
"Encephalartos aplanatus",2010,3,7,NA
"Encephalartos arenarius",1998,4,0,NA
"Encephalartos arenarius",2003,4,5,NA
"Encephalartos arenarius",2010,4,12,NA
"Encephalartos barteri",2003,3,0,NA
"Encephalartos barteri",2010,3,7,NA
"Encephalartos brevifoliolatus",1998,4,0,NA
"Encephalartos brevifoliolatus",2003,5,5,NA
"Encephalartos brevifoliolatus",2006,6,8,NA
"Encephalartos brevifoliolatus",2010,6,12,"G"
"Encephalartos bubalinus",1998,3,0,NA
"Encephalartos bubalinus",2003,1,5,NA
"Encephalartos bubalinus",2010,2,12,"N"
"Encephalartos caffer",1998,3,0,NA
"Encephalartos caffer",2003,2,5,NA
"Encephalartos caffer",2010,2,12,NA
"Encephalartos cerinus",1998,4,0,NA
"Encephalartos cerinus",2003,5,5,NA
"Encephalartos cerinus",2010,5,12,"G"
"Encephalartos chimanimaniensis",1998,4,0,NA
"Encephalartos chimanimaniensis",2003,4,5,NA
"Encephalartos chimanimaniensis",2010,4,12,NA
"Encephalartos concinnus",1998,4,0,NA
"Encephalartos concinnus",2003,4,5,NA
"Encephalartos concinnus",2010,4,12,NA
"Encephalartos cupidus",1998,4,0,NA
"Encephalartos cupidus",2003,5,5,NA
"Encephalartos cupidus",2010,5,12,NA
"Encephalartos cycadifolius",1998,3,0,NA
"Encephalartos cycadifolius",2003,1,5,NA
"Encephalartos cycadifolius",2010,1,12,NA
"Encephalartos delucanus",1998,3,0,NA
"Encephalartos delucanus",2003,3,5,NA
"Encephalartos delucanus",2010,4,12,"N"
"Encephalartos dolomiticus",1998,4,0,NA
"Encephalartos dolomiticus",2003,5,5,NA
"Encephalartos dolomiticus",2010,5,12,NA
"Encephalartos dyerianus",1998,4,0,NA
"Encephalartos dyerianus",2003,5,5,NA
"Encephalartos dyerianus",2010,5,12,NA
"Encephalartos equatorialis",2003,5,0,NA
"Encephalartos equatorialis",2010,5,7,NA
"Encephalartos eugene-maraisii",1998,3,0,NA
"Encephalartos eugene-maraisii",2003,4,5,NA
"Encephalartos eugene-maraisii",2010,4,12,NA
"Encephalartos ferox",2003,1,0,NA
"Encephalartos ferox",2010,2,7,"G"
"Encephalartos friderici-guilielmi",1998,3,0,NA
"Encephalartos friderici-guilielmi",2003,2,5,NA
"Encephalartos friderici-guilielmi",2010,2,12,NA
"Encephalartos ghellinckii",1998,3,0,NA
"Encephalartos ghellinckii",2003,3,5,NA
"Encephalartos ghellinckii",2010,3,12,NA
"Encephalartos gratus",1998,3,0,NA
"Encephalartos gratus",2003,3,5,NA
"Encephalartos gratus",2010,3,12,NA
"Encephalartos heenanii",1998,4,0,NA
"Encephalartos heenanii",2003,5,5,NA
"Encephalartos heenanii",2010,5,12,NA
"Encephalartos hildebrandtii",2003,2,0,NA
"Encephalartos hildebrandtii",2010,2,7,NA
"Encephalartos hirsutus",1998,3,0,NA
"Encephalartos hirsutus",2003,5,5,NA
"Encephalartos hirsutus",2010,5,12,NA
"Encephalartos horridus",1998,3,0,NA
"Encephalartos horridus",2003,4,5,NA
"Encephalartos horridus",2010,4,12,NA
"Encephalartos humilis",1998,3,0,NA
"Encephalartos humilis",2003,3,5,NA
"Encephalartos humilis",2010,3,12,NA
"Encephalartos inopinus",1998,4,0,NA
"Encephalartos inopinus",2003,5,5,NA
"Encephalartos inopinus",2010,5,12,NA
"Encephalartos ituriensis",2003,2,0,NA
"Encephalartos ituriensis",2010,2,7,NA
"Encephalartos kanga",2003,0,0,NA
"Encephalartos kanga",2010,5,7,"N"
"Encephalartos kisambo",1998,3,0,NA
"Encephalartos kisambo",2003,4,5,NA
"Encephalartos kisambo",2010,4,12,NA
"Encephalartos laevifolius",1998,4,0,NA
"Encephalartos laevifolius",2003,5,5,NA
"Encephalartos laevifolius",2010,5,12,NA
"Encephalartos lanatus",2003,2,0,NA
"Encephalartos lanatus",2010,2,7,NA
"Encephalartos latifrons",1998,4,0,NA
"Encephalartos latifrons",2003,5,5,NA
"Encephalartos latifrons",2010,5,12,NA
"Encephalartos laurentianus",2003,0,0,NA
"Encephalartos laurentianus",2010,2,7,"N"
"Encephalartos lebomboensis",2003,4,0,NA
"Encephalartos lebomboensis",2010,4,7,NA
"Encephalartos lehmannii",2003,2,0,NA
"Encephalartos lehmannii",2010,2,7,NA
"Encephalartos longifolius",1998,3,0,NA
"Encephalartos longifolius",2003,2,5,NA
"Encephalartos longifolius",2010,2,12,NA
"Encephalartos macrostrobilus",2003,3,0,NA
"Encephalartos macrostrobilus",2010,4,7,"N"
"Encephalartos manikensis",2003,3,0,NA
"Encephalartos manikensis",2010,3,7,NA
"Encephalartos marunguensis",1998,4,0,NA
"Encephalartos marunguensis",2003,2,5,NA
"Encephalartos marunguensis",2010,3,12,"N"
"Encephalartos middelburgensis",1998,4,0,NA
"Encephalartos middelburgensis",2003,5,5,NA
"Encephalartos middelburgensis",2010,5,12,NA
"Encephalartos msinganus",1998,4,0,NA
"Encephalartos msinganus",2003,5,5,NA
"Encephalartos msinganus",2010,5,12,NA
"Encephalartos munchii",1998,4,0,NA
"Encephalartos munchii",2003,5,5,NA
"Encephalartos munchii",2010,5,12,NA
"Encephalartos natalensis",2003,2,0,NA
"Encephalartos natalensis",2010,2,7,NA
"Encephalartos ngoyanus",1998,3,0,NA
"Encephalartos ngoyanus",2003,3,5,NA
"Encephalartos ngoyanus",2010,3,12,NA
"Encephalartos nubimontanus",1998,4,0,NA
"Encephalartos nubimontanus",2003,5,5,NA
"Encephalartos nubimontanus",2006,6,8,NA
"Encephalartos nubimontanus",2010,6,12,NA
"Encephalartos paucidentatus",1998,3,0,NA
"Encephalartos paucidentatus",2003,3,5,NA
"Encephalartos paucidentatus",2010,3,12,NA
"Encephalartos poggei",2003,1,0,NA
"Encephalartos poggei",2010,1,7,NA
"Encephalartos princeps",1998,3,0,NA
"Encephalartos princeps",2003,3,5,NA
"Encephalartos princeps",2010,3,12,NA
"Encephalartos pterogonus",1998,4,0,NA
"Encephalartos pterogonus",2003,5,5,NA
"Encephalartos pterogonus",2010,5,12,NA
"Encephalartos relictus",2003,6,0,NA
"Encephalartos relictus",2010,6,7,NA
"Encephalartos schaijesii",2003,3,0,NA
"Encephalartos schaijesii",2010,3,7,NA
"Encephalartos schmitzii",1998,4,0,NA
"Encephalartos schmitzii",2003,2,5,NA
"Encephalartos schmitzii",2010,3,12,"N"
"Encephalartos sclavoi",2003,3,0,NA
"Encephalartos sclavoi",2010,5,7,"N"
"Encephalartos senticosus",2003,3,0,NA
"Encephalartos senticosus",2010,3,7,NA
"Encephalartos septentrionalis",2003,0,0,NA
"Encephalartos septentrionalis",2010,2,7,"N"
"Encephalartos tegulaneus",2003,1,0,NA
"Encephalartos tegulaneus",2010,1,7,NA
"Encephalartos transvenosus",2003,1,0,NA
"Encephalartos transvenosus",2010,1,7,NA
"Encephalartos trispinosus",1998,3,0,NA
"Encephalartos trispinosus",2003,3,5,NA
"Encephalartos trispinosus",2010,3,12,NA
"Encephalartos turneri",1998,4,0,NA
"Encephalartos turneri",2003,1,5,NA
"Encephalartos turneri",2010,1,12,NA
"Encephalartos umbeluziensis",1998,3,0,NA
"Encephalartos umbeluziensis",2003,3,5,NA
"Encephalartos umbeluziensis",2010,4,12,"N"
"Encephalartos villosus",2003,1,0,NA
"Encephalartos villosus",2010,1,7,NA
"Encephalartos whitelockii",2003,3,0,NA
"Encephalartos whitelockii",2010,5,7,"G"
"Encephalartos woodii",1998,7,0,NA
"Encephalartos woodii",2003,6,5,NA
"Encephalartos woodii",2010,6,12,NA
"Enchisthenes hartii",1996,1,0,NA
"Enchisthenes hartii",2008,1,12,NA
"Encyclia kingsii",1998,4,0,NA
"Encyclia kingsii",2014,5,16,"N"
"Endodonta apiculata",1994,4,0,NA
"Endodonta apiculata",1996,5,2,NA
"Endodonta apiculata",2000,5,6,NA
"Engaeus australis",1996,4,0,NA
"Engaeus australis",2010,2,14,"N"
"Engaeus curvisuturus",1996,4,0,NA
"Engaeus curvisuturus",2010,0,14,"N"
"Engaeus disjuncticus",1996,4,0,NA
"Engaeus disjuncticus",2010,4,14,NA
"Engaeus granulatus",1996,4,0,NA
"Engaeus granulatus",2010,5,14,"G"
"Engaeus mallacoota",1996,4,0,NA
"Engaeus mallacoota",2010,5,14,"N"
"Engaeus martigener",1996,4,0,NA
"Engaeus martigener",2010,4,14,NA
"Engaeus nulloporius",1996,4,0,NA
"Engaeus nulloporius",2010,0,14,"N"
"Engaeus orramakunna",1996,4,0,NA
"Engaeus orramakunna",2010,2,14,"N"
"Engaeus phyllocercus",1996,3,0,NA
"Engaeus phyllocercus",2010,4,14,"N"
"Engaeus rostrogaleatus",1996,4,0,NA
"Engaeus rostrogaleatus",2010,3,14,"N"
"Engaeus spinicaudatus",1994,3,0,NA
"Engaeus spinicaudatus",1996,4,2,NA
"Engaeus spinicaudatus",2010,5,16,"G"
"Engaeus sternalis",1994,3,0,NA
"Engaeus sternalis",1996,4,2,NA
"Engaeus sternalis",2010,5,16,"G"
"Engaeus urostrictus",1996,4,0,NA
"Engaeus urostrictus",2010,3,14,"N"
"Engaewa similis",1994,4,0,NA
"Engaewa similis",1996,4,2,NA
"Engaewa similis",2010,1,16,"G"
"Engystomops coloradorum",2004,0,0,NA
"Engystomops coloradorum",2010,0,6,NA
"Engystomops freibergi",2008,1,0,NA
"Engystomops freibergi",2010,1,2,NA
"Engystomops guayaco",2006,0,0,NA
"Engystomops guayaco",2010,0,4,NA
"Engystomops montubio",2004,1,0,NA
"Engystomops montubio",2010,1,6,NA
"Engystomops petersi",2004,1,0,NA
"Engystomops petersi",2008,1,4,NA
"Engystomops petersi",2010,1,6,NA
"Engystomops pustulatus",2004,1,0,NA
"Engystomops pustulatus",2010,1,6,NA
"Engystomops pustulosus",2004,1,0,NA
"Engystomops pustulosus",2008,1,4,NA
"Engystomops pustulosus",2010,1,6,NA
"Engystomops randi",2004,1,0,NA
"Engystomops randi",2010,1,6,NA
"Enhydra lutris",1996,1,0,NA
"Enhydra lutris",2000,4,4,NA
"Enhydra lutris",2008,4,12,NA
"Enhydra lutris",2011,4,15,NA
"Enhydra lutris",2015,4,19,NA
"Enicognathus ferrugineus",1994,1,0,NA
"Enicognathus ferrugineus",2000,1,6,NA
"Enicognathus ferrugineus",2004,1,10,NA
"Enicognathus ferrugineus",2008,1,14,NA
"Enicognathus ferrugineus",2009,1,15,NA
"Enicognathus ferrugineus",2012,1,18,NA
"Enicognathus ferrugineus",2016,1,22,NA
"Enicognathus leptorhynchus",1994,2,0,NA
"Enicognathus leptorhynchus",2000,1,6,NA
"Enicognathus leptorhynchus",2004,1,10,NA
"Enicognathus leptorhynchus",2008,1,14,NA
"Enicognathus leptorhynchus",2009,1,15,NA
"Enicognathus leptorhynchus",2012,1,18,NA
"Enicognathus leptorhynchus",2016,1,22,NA
"Enicurus immaculatus",1994,1,0,NA
"Enicurus immaculatus",2000,1,6,NA
"Enicurus immaculatus",2004,1,10,NA
"Enicurus immaculatus",2008,1,14,NA
"Enicurus immaculatus",2009,1,15,NA
"Enicurus immaculatus",2012,1,18,NA
"Enicurus immaculatus",2016,1,22,NA
"Enicurus leschenaulti",1994,1,0,NA
"Enicurus leschenaulti",2000,1,6,NA
"Enicurus leschenaulti",2004,1,10,NA
"Enicurus leschenaulti",2008,1,14,NA
"Enicurus leschenaulti",2009,1,15,NA
"Enicurus leschenaulti",2012,1,18,NA
"Enicurus leschenaulti",2016,1,22,NA
"Enicurus maculatus",1994,1,0,NA
"Enicurus maculatus",2000,1,6,NA
"Enicurus maculatus",2004,1,10,NA
"Enicurus maculatus",2008,1,14,NA
"Enicurus maculatus",2009,1,15,NA
"Enicurus maculatus",2012,1,18,NA
"Enicurus maculatus",2016,1,22,NA
"Enicurus ruficapillus",1994,1,0,NA
"Enicurus ruficapillus",2000,2,6,NA
"Enicurus ruficapillus",2004,2,10,NA
"Enicurus ruficapillus",2008,2,14,NA
"Enicurus ruficapillus",2012,2,18,NA
"Enicurus ruficapillus",2016,2,22,NA
"Enicurus schistaceus",1994,1,0,NA
"Enicurus schistaceus",2000,1,6,NA
"Enicurus schistaceus",2004,1,10,NA
"Enicurus schistaceus",2008,1,14,NA
"Enicurus schistaceus",2009,1,15,NA
"Enicurus schistaceus",2012,1,18,NA
"Enicurus schistaceus",2016,1,22,NA
"Enicurus scouleri",1994,1,0,NA
"Enicurus scouleri",2000,1,6,NA
"Enicurus scouleri",2004,1,10,NA
"Enicurus scouleri",2008,1,14,NA
"Enicurus scouleri",2009,1,15,NA
"Enicurus scouleri",2012,1,18,NA
"Enicurus scouleri",2016,1,22,NA
"Enicurus velatus",1994,1,0,NA
"Enicurus velatus",2000,1,6,NA
"Enicurus velatus",2004,1,10,NA
"Enicurus velatus",2008,1,14,NA
"Enicurus velatus",2009,1,15,NA
"Enicurus velatus",2012,1,18,NA
"Enicurus velatus",2016,1,22,NA
"Enneacampus ansorgii",2010,1,0,NA
"Enneacampus ansorgii",2017,1,7,NA
