"name","before","after","N/G","year","state1","state2","result.year"
"Vermivora crissalis","NT","LC","N","2012.1",2,1,2012
"Xanthomyza phrygia","EN","CR","G","2012.1",4,5,2012
"Xipholena lamellipennis","LC","NT","G","2012.1",1,2,2012
"Zebrilus undulatus","LC","NT","G","2012.1",1,2,2012
"Zimmerius cinereicapilla","LC","VU","G","2012.1",1,3,2012
"Zosterops natalis","VU","NT","N","2012.1",3,2,2012
"Zosterops tenuirostris","EN","NT","N","2012.1",4,2,2012
"Amphiesma flavifrons","NT","LC","N","2012.1",2,1,2012
"Anomochilus leonardi","DD","LC","N","2012.1",0,1,2012
"Asaccus platyrhynchus","DD","LC","N","2012.2",0,1,2012
"Boiga bourreti","DD","EN","N","2012.1",0,4,2012
"Calamaria abstrusa","EN","DD","N","2012.1",4,0,2012
"Calamaria ingeri","EN","CR","G","2012.1",4,5,2012
"Crocodylus moreletii","LR/cd","LC","N","2012.2",2,1,2012
"Cyclura lewisi","CR","EN","G","2012.2",5,4,2012
"Gehyra brevipalmata","DD","LC","N","2012.2",0,1,2012
"Gongylosoma scripta","DD","LC","N","2012.1",0,1,2012
"Iguanognathus werneri","VU","DD","N","2012.1",3,0,2012
"Naja siamensis","LC","VU","G","2012.1",1,3,2012
"Oligodon lacroixi","DD","VU","N","2012.1",0,3,2012
"Oligodon planiceps","DD","LC","N","2012.1",0,1,2012
"Oligodon pulcherrimus","DD","VU","N","2012.1",0,3,2012
"Paratapinophis praemaxillaris","DD","LC","N","2012.1",0,1,2012
"Plagiopholis delacouri","LC","DD","N","2012.1",1,0,2012
"Plagiopholis nuchalis","DD","LC","N","2012.1",0,1,2012
"Pristurus ornithocephalus","DD","LC","N","2012.2",0,1,2012
"Pristurus saada","DD","LC","N","2012.2",0,1,2012
"Protobothrops cornutus","DD","NT","N","2012.1",0,2,2012
"Protobothrops mangshanensis","VU","EN","N","2012.1",3,4,2012
"Protobothrops sieversorum","LC","EN","N","2012.1",1,4,2012
"Pseudorabdion saravacense","DD","LC","N","2012.1",0,1,2012
"Trimeresurus brongersmai","VU","NT","N","2012.1",3,2,2012
"Typhlops koshunensis","LC","DD","N","2012.1",1,0,2012
"Adenomus kandianus","EX","CR","N","2012.2",7,5,2012
"Anodonthyla hutchisoni","DD","EN","G","2012.1",0,4,2012
"Discoglossus nigriventer","EX","CR","N","2012.1",7,5,2012
"Excidobates captivus","DD","LC","N","2012.1",0,1,2012
"Hyperolius horstockii","VU","LC","N","2012.1",3,1,2012
"Incilius holdridgei","EX","CR","N","2012.2",7,5,2012
"Ranitomeya fantastica","LC","NT","N","2012.1",1,2,2012
"Acanthurus gahhm","DD","LC","N","2012.2",0,1,2012
"Amblypharyngodon chulabhornae","VU","LC","N","2012.1",3,1,2012
"Cestraeus oxyrhyncus","LC","DD","N","2012.2",1,0,2012
"Crossocheilus reticulatus","VU","LC","N","2012.1",3,1,2012
"Discherodontus halei","LR/lc","DD","N","2012.1",1,0,2012
"Elops affinis","LC","DD","N","2012.2",1,0,2012
"Esomus longimanus","NT","DD","N","2012.1",2,0,2012
"Hippocampus algiricus","DD","VU","N","2012.2",0,3,2012
"Hippocampus histrix","DD","VU","N","2012.2",0,3,2012
"Hippocampus kelloggi","DD","VU","N","2012.2",0,3,2012
"Hypsibarbus oatesii","LC","DD","N","2012.1",1,0,2012
"Monotrete baileyi","VU","LC","N","2012.1",3,1,2012
"Monotrete cambodgiensis","VU","LC","N","2012.1",3,1,2012
"Opsarius pulchellus","VU","LC","N","2012.1",3,1,2012
"Parioglossus neocaledonicus","NT","DD","N","2012.2",2,0,2012
"Probarbus labeaminor","DD","NT","N","2012.1",0,2,2012
"Psammogobius biocellatus","LR/nt","LC","N","2012.2",2,1,2012
"Redigobius bikolanus","LR/nt","LC","N","2012.2",2,1,2012
"Scarus guacamaia","DD","NT","N","2012.2",0,2,2012
"Schistura cataracta","VU","LC","N","2012.1",3,1,2012
"Schistura dubia","LC","DD","N","2012.1",1,0,2012
"Schistura personata","VU","NT","N","2012.1",3,2,2012
"Schistura pervagata","DD","LC","N","2012.1",0,1,2012
"Schistura spiesi","DD","VU","N","2012.1",0,3,2012
"Syngnathus taenionotus","EN","DD","N","2012.1",4,0,2012
"Zenarchopterus dispar","DD","LC","N","2012.2",0,1,2012
"Aaadonta angaurana","DD","CR","N","2012.2",0,5,2012
"Aaadonta constricta","DD","EN","N","2012.2",0,4,2012
"Aaadonta fuscozonata","DD","EN","N","2012.2",0,4,2012
"Aaadonta irregularis","DD","CR","N","2012.2",0,5,2012
"Aaadonta kinlochi","DD","CR","N","2012.2",0,5,2012
"Aaadonta pelewana","DD","CR","N","2012.2",0,5,2012
"Conus africanus","VU","LC","N","2012.1",3,1,2012
"Conus nobrei","VU","NT","N","2012.1",3,2,2012
"Cumberlandia monodonta","LR/nt","EN","N","2012.2",2,4,2012
"Cyprogenia aberti","EN","DD","N","2012.1",4,0,2012
"Diplommatina alata","DD","CR","N","2012.2",0,5,2012
"Diplommatina aurea","DD","CR","N","2012.2",0,5,2012
"Diplommatina crassilabris","DD","CR","N","2012.2",0,5,2012
"Diplommatina gibboni","DD","CR","N","2012.2",0,5,2012
"Diplommatina inflatula","DD","EN","N","2012.2",0,4,2012
"Diplommatina lamellata","DD","NT","N","2012.2",0,2,2012
"Diplommatina lutea","DD","NT","N","2012.2",0,2,2012
"Diplommatina pyramis","DD","EN","N","2012.2",0,4,2012
"Diplommatina ringens","DD","CR","N","2012.2",0,5,2012
"Elimia bellula","VU","EN","N","2012.1",3,4,2012
"Elimia interveniens","VU","NT","N","2012.2",3,2,2012
"Elimia varians","EX","VU","N","2012.2",7,3,2012
"Elimia variata","DD","NT","N","2012.2",0,2,2012
"Elliptio nigella","EX","CR","N","2012.2",7,5,2012
"Elliptoideus sloatianus","EN","VU","N","2012.1",4,3,2012
"Epioblasma capsaeformis","CR","EN","N","2012.1",5,4,2012
"Epioblasma othcaloogensis","CR","CR(PE)","N","2012.1",5,5,2012
"Fontigens turritella","VU","NT","N","2012.2",3,2,2012
"Fusconaia cuneolus","CR","EN","N","2012.1",5,4,2012
"Fusconaia lananensis","LR/nt","EN","N","2012.2",2,4,2012
"Fusconaia subrotunda","LR/nt","VU","N","2012.2",2,3,2012
"Gyraulus cockburni","CR","EN","N","2012.2",5,4,2012
"Hungerfordia pelewensis","DD","EN","N","2012.2",0,4,2012
"Hydrobia lactea","DD","NT","N","2012.2",0,2,2012
"Kubaryia pilikia","DD","CR","N","2012.2",0,5,2012
"Lampedusa imitatrix","VU","EN","N","2012.1",3,4,2012
"Lampsilis abrupta","EN","VU","N","2012.2",4,3,2012
"Lampsilis ornata","LR/nt","LC","N","2012.2",2,1,2012
"Lampsilis splendida","LR/nt","LC","N","2012.1",2,1,2012
"Lasmigona subviridis","LR/nt","LC","N","2012.2",2,1,2012
"Leptoxis taeniata","VU","EN","G","2012.2",3,4,2012
"Ligumia recta","LR/nt","LC","N","2012.2",2,1,2012
"Marstonia castor","DD","CR","N","2012.2",0,5,2012
"Marstonia ogmoraphe","VU","LC","N","2012.1",3,1,2012
"Marstonia ozarkensis","DD","CR","G","2012.2",0,5,2012
"Medionidus parvulus","CR","EN","N","2012.1",5,4,2012
"Medionidus walkeri","EN","CR","N","2012.1",4,5,2012
"Neoplanorbis tantillus","CR","EX","N","2012.2",5,7,2012
"Obovaria haddletoni","LR/nt","CR","N","2012.2",2,5,2012
"Obovaria jacksoniana","LR/nt","VU","N","2012.2",2,3,2012
"Omphalotropis cheynei","DD","LC","N","2012.2",0,1,2012
"Palaina albata","DD","CR","N","2012.2",0,5,2012
"Palaina dimorpha","DD","NT","N","2012.2",0,2,2012
"Palaina moussoni","DD","CR","N","2012.2",0,5,2012
"Palaina patula","DD","CR","N","2012.2",0,5,2012
"Palaina platycheilus","DD","CR","N","2012.2",0,5,2012
"Palaina pupa","DD","CR","N","2012.2",0,5,2012
"Palaina rubella","DD","CR","N","2012.2",0,5,2012
"Palaina strigata","DD","VU","N","2012.2",0,3,2012
"Palaina striolata","DD","CR","N","2012.2",0,5,2012
"Palaina wilsoni","DD","EN","N","2012.2",0,4,2012
"Palaua minor","DD","LC","N","2012.2",0,1,2012
"Palline notera","DD","CR","N","2012.2",0,5,2012
"Partula thetis","CR","EN","N","2012.2",5,4,2012
"Pleurobema curtum","CR","CR(PE)","N","2012.1",5,5,2012
"Pleurobema hanleyianum","EX","CR","N","2012.2",7,5,2012
"Pleurobema perovatum","CR","EX","N","2012.1",5,7,2012
"Pleurobema rubellum","EX","CR","N","2012.2",7,5,2012
"Pleurobema taitianum","EX","EN","N","2012.2",7,4,2012
"Pleurocera corpulenta","VU","CR","N","2012.2",3,5,2012
"Pleurocera foremani","VU","EN","N","2012.2",3,4,2012
"Pleuronaia barnesiana","LR/nt","LC","N","2012.2",2,1,2012
"Pleuronaia dolabelloides","LR/nt","EN","N","2012.2",2,4,2012
"Potamilus capax","CR","VU","G","2012.2",5,3,2012
"Pseudopalaina polymorpha","DD","CR","N","2012.2",0,5,2012
"Ptychobranchus greenii","CR","EN","N","2012.2",5,4,2012
"Pupina difficilis","DD","LC","N","2012.2",0,1,2012
"Pyrgulopsis bernardina","DD","EN","N","2012.2",0,4,2012
"Pyrgulopsis conica","DD","VU","N","2012.1",0,3,2012
"Pyrgulopsis erythropoma","VU","CR","N","2012.2",3,5,2012
"Pyrgulopsis glandulosa","DD","VU","N","2012.1",0,3,2012
"Pyrgulopsis metcalfi","VU","EN","G","2012.1",3,4,2012
"Pyrgulopsis montezumensis","DD","VU","N","2012.2",0,3,2012
"Pyrgulopsis roswellensis","DD","VU","G","2012.2",0,3,2012
"Pyrgulopsis thermalis","VU","CR","N","2012.1",3,5,2012
"Pyrgulopsis thompsoni","VU","NT","G","2012.2",3,2,2012
"Pyrgulopsis trivialis","DD","CR","G","2012.1",0,5,2012
"Quadrula rumphiana","LR/nt","LC","N","2012.1",2,1,2012
"Rhodacmea filosa","EX","CR","N","2012.1",7,5,2012
"Samoana diaphana","DD","EN","N","2012.2",0,4,2012
"Semperdon kororensis","DD","CR","N","2012.2",0,5,2012
"Semperdon uncatus","DD","EN","N","2012.2",0,4,2012
"Semperdon xyleborus","DD","CR","N","2012.2",0,5,2012
"Somatogyrus virginicus","EN","LC","N","2012.2",4,1,2012
"Stagnicola bonnevillensis","VU","CR","G","2012.1",3,5,2012
"Truncatella guerinii","DD","LC","N","2012.2",0,1,2012
"Tryonia brunei","DD","CR(PE)","N","2012.1",0,5,2012
"Vertigo angustior","LR/cd","NT","N","2012.1",2,2,2012
"Vertigo moulinsiana","LR/cd","VU","N","2012.1",2,3,2012
"Videna electra","DD","VU","N","2012.2",0,3,2012
"Videna oleacina","DD","EN","N","2012.2",0,4,2012
"Videna pagodula","DD","CR","N","2012.2",0,5,2012
"Videna pumila","DD","CR","N","2012.2",0,5,2012
"Abarema cochliocarpos","VU","LC","N","2012.2",3,1,2012
"Acacia ankokib","LR/nt","VU","N","2012.2",2,3,2012
"Albizia glabripetala","LR/nt","LC","N","2012.2",2,1,2012
"Aquilaria rostrata","DD","CR","N","2012.1",0,5,2012
"Baphia speciosa","VU","NT","N","2012.2",3,2,2012
"Beccariophoenix madagascariensis","CR","VU","N","2012.2",5,3,2012
"Berlinia coriacea","VU","LC","N","2012.2",3,1,2012
"Bobgunnia fistuloides","EN","LC","N","2012.2",4,1,2012
"Borassus madagascariensis","VU","EN","G","2012.2",3,4,2012
"Brachystegia zenkeri","VU","LC","N","2012.2",3,1,2012
"Dalbergia chapelieri","VU","NT","N","2012.2",3,2,2012
"Dalbergia peltieri","LR/nt","LC","N","2012.2",2,1,2012
"Dypsis ampasindavae","EN","CR","N","2012.2",4,5,2012
"Dypsis andrianatonga","LR/nt","VU","G","2012.2",2,3,2012
"Dypsis antanambensis","EN","CR","N","2012.2",4,5,2012
"Dypsis basilonga","EN","CR","G","2012.2",4,5,2012
"Dypsis bejofo","EN","VU","N","2012.2",4,3,2012
"Dypsis canescens","CR","DD","N","2012.2",5,0,2012
"Dypsis ceracea","CR","EN","N","2012.2",5,4,2012
"Dypsis commersoniana","CR","DD","N","2012.2",5,0,2012
"Dypsis coursii","VU","LC","N","2012.2",3,1,2012
"Dypsis decipiens","EN","VU","N","2012.2",4,3,2012
"Dypsis dransfieldii","EN","NT","N","2012.2",4,2,2012
"Dypsis fasciculata","VU","NT","N","2012.2",3,2,2012
"Dypsis ligulata","CR","DD","N","2012.2",5,0,2012
"Dypsis madagascariensis","LR/nt","LC","N","2012.2",2,1,2012
"Dypsis malcomberi","VU","EN","G","2012.2",3,4,2012
"Dypsis mananjarensis","VU","NT","N","2012.2",3,2,2012
"Dypsis mcdonaldiana","VU","EN","G","2012.2",3,4,2012
"Dypsis psammophila","CR","EN","N","2012.2",5,4,2012
"Dypsis sahanofensis","EN","CR","G","2012.2",4,5,2012
"Dypsis saintelucei","CR","EN","N","2012.2",5,4,2012
"Dypsis utilis","VU","EN","N","2012.2",3,4,2012
"Erigeron incertus","VU","EN","N","2012.2",3,4,2012
"Erythrina burana","LR/nt","LC","N","2012.2",2,1,2012
"Erythrina sacleuxii","VU","NT","N","2012.2",3,2,2012
"Erythrina schliebenii","EX","CR","N","2012.2",7,5,2012
"Exacum socotranum","EN","CR","N","2012.2",4,5,2012
"Guibourtia ehie","VU","LC","N","2012.2",3,1,2012
"Hymenostegia aubrevillei","VU","NT","N","2012.2",3,2,2012
"Lonchocarpus minimiflorus","EN","LC","N","2012.2",4,1,2012
"Marojejya darianii","CR","EN","N","2012.2",5,4,2012
"Marojejya insignis","VU","LC","N","2012.2",3,1,2012
"Masoala madagascariensis","VU","CR","G","2012.2",3,5,2012
"Nastanthus falklandicus","VU","EN","N","2012.2",3,4,2012
"Newtonia erlangeri","LR/nt","EN","G","2012.2",2,4,2012
"Orania longisquama","LR/nt","LC","N","2012.2",2,1,2012
"Orania trispatha","CR","VU","N","2012.2",5,3,2012
"Panicum socotranum","VU","CR","N","2012.2",3,5,2012
"Phlebolobium maclovianum","VU","EN","N","2012.2",3,4,2012
"Plantago moorei","VU","EN","N","2012.2",3,4,2012
"Ravenea dransfieldii","VU","EN","N","2012.2",3,4,2012
"Ravenea krociana","VU","EN","N","2012.2",3,4,2012
"Ravenea lakatra","EN","CR","G","2012.2",4,5,2012
"Ravenea louvelii","EN","CR","G","2012.2",4,5,2012
"Ravenea madagascariensis","LR/nt","LC","N","2012.2",2,1,2012
"Ravenea musicalis","VU","CR","N","2012.2",3,5,2012
"Ravenea rivularis","VU","EN","N","2012.2",3,4,2012
"Ravenea sambiranensis","VU","LC","N","2012.2",3,1,2012
"Ravenea xerophila","EN","VU","N","2012.2",4,3,2012
"Scaevola socotraensis","EN","CR","N","2012.2",4,5,2012
"Senna caudata","VU","NT","N","2012.2",3,2,2012
"Sporobolus caespitosus","VU","CR","N","2012.1",3,5,2012
"Acritodon nephophilus","EN","CR","N","2012.1",4,5,2012
"Archidium elatum","EN","NT","N","2012.1",4,2,2012
"Dendroceros japonicus","VU","EN","N","2012.1",3,4,2012
"Geothallus tuberosus","EN","CR","N","2012.1",4,5,2012
"Leptolejeunea tridentata","CR","EN","N","2012.1",5,4,2012
"Luteolejeunea herzogii","EN","LC","N","2012.1",4,1,2012
"Orthotrichum scanicum","VU","LC","N","2012.1",3,1,2012
"Radula jonesii","EN","VU","N","2012.1",4,3,2012
"Scapania sphaerifera","VU","NT","N","2012.1",3,2,2012
"Asplenium ascensionis","NT","VU","N","2012.1",2,3,2012
"Ptisana purpurascens","NT","CR","N","2012.1",2,5,2012
"Xiphopteris ascensionensis","NT","CR","N","2012.1",2,5,2012
"Nycticebus javanicus","EN","CR","N","2013.2",4,5,2013
"Okapia johnstoni","NT","EN","N","2013.2",2,4,2013
"Pteropus niger","EN","VU","N","2013.2",4,3,2013
"Tayassu pecari","NT","VU","G","2013.1",2,3,2013
"Urocyon littoralis","CR","NT","G","2013.2",5,2,2013
"Acrocephalus rodericanus","EN","NT","G","2013.2",4,2,2013
"Acrocephalus sorghophilus","VU","EN","G","2013.2",3,4,2013
"Actinodura sodangorum","VU","NT","N","2013.2",3,2,2013
"Aimophila notosticta","NT","LC","N","2013.2",2,1,2013
"Apalopteron familiare","VU","NT","N","2013.2",3,2,2013
"Ardeotis kori","LC","NT","G","2013.2",1,2,2013
"Buteogallus aequinoctialis","LC","NT","N","2013.2",1,2,2013
"Cacatua alba","VU","EN","G","2013.2",3,4,2013
"Drymophila genei","NT","LC","N","2013.2",2,1,2013
"Emberiza aureola","VU","EN","G","2013.2",3,4,2013
"Embernagra longicauda","NT","LC","N","2013.2",2,1,2013
"Esacus recurvirostris","LC","NT","N","2013.2",1,2,2013
"Eupodotis afra","LC","VU","G","2013.2",1,3,2013
"Foudia flavicans","VU","NT","G","2013.2",3,2,2013
"Garrulax rufifrons","NT","EN","G","2013.2",2,4,2013
"Goura victoria","VU","NT","N","2013.2",3,2,2013
"Grallaria carrikeri","LC","NT","N","2013.2",1,2,2013
"Guaruba guarouba","EN","VU","N","2013.2",4,3,2013
"Knipolegus franciscanus","NT","LC","N","2013.2",2,1,2013
"Larus atlanticus","VU","NT","N","2013.2",3,2,2013
"Luscinia ruficeps","VU","EN","N","2013.2",3,4,2013
"Mayrornis schistaceus","NT","VU","N","2013.2",2,3,2013
"Mycteria cinerea","VU","EN","N","2013.2",3,4,2013
"Oriolus mellianus","VU","EN","G","2013.2",3,4,2013
"Oryzoborus maximiliani","NT","VU","G","2013.2",2,3,2013
"Perdicula manipurensis","VU","EN","N","2013.2",3,4,2013
"Phalacrocorax capensis","NT","EN","G","2013.2",2,4,2013
"Phoebastria nigripes","VU","NT","N","2013.2",3,2,2013
"Picoides borealis","VU","NT","G","2013.2",3,2,2013
"Pitta superba","VU","EN","N","2013.2",3,4,2013
"Polemaetus bellicosus","NT","VU","G","2013.2",2,3,2013
"Psittacula alexandri","LC","NT","N","2013.2",1,2,2013
"Psittacula eupatria","LC","NT","N","2013.2",1,2,2013
"Psittacula finschii","LC","NT","N","2013.2",1,2,2013
"Psittacula roseata","LC","NT","N","2013.2",1,2,2013
"Psittaculirostris salvadorii","VU","LC","N","2013.2",3,1,2013
