"name","result.year","result.code","result.category"
"Chloridops kona","2008","EX","Extinct"
"Chloridops kona","2004","EX","Extinct"
"Chloridops kona","2000","EX","Extinct"
"Chloridops kona","1994","EX","Extinct"
"Chloridops kona","1988","EX","Extinct"
"Chlorostilbon bracei","2016","EX","Extinct"
"Chlorostilbon bracei","2012","EX","Extinct"
"Chlorostilbon bracei","2008","EX","Extinct"
"Chlorostilbon bracei","2004","EX","Extinct"
"Chlorostilbon bracei","2000","EX","Extinct"
"Chlorostilbon bracei","1994","EX","Extinct"
"Chlorostilbon bracei","1988","EX","Extinct"
"Chlorostilbon elegans","2016","EX","Extinct"
"Chlorostilbon elegans","2012","EX","Extinct"
"Chlorostilbon elegans","2008","EX","Extinct"
"Chlorostilbon elegans","2004","EX","Extinct"
"Chlorostilbon elegans","2000","EX","Extinct"
"Chlorostilbon elegans","1994","EX","Extinct"
"Chlorostilbon elegans","1988","EX","Extinct"
"Chondrostoma scodrense","2006","EX","Extinct"
"Chondrostoma scodrense","1996","CR","Critically Endangered"
"Chrysophyllum januariense","1998","E","Endangered"
"Chrysophyllum januariense","1998","EX","Extinct"
"Ciridops anna","2016","EX","Extinct"
"Ciridops anna","2012","EX","Extinct"
"Ciridops anna","2008","EX","Extinct"
"Ciridops anna","2004","EX","Extinct"
"Ciridops anna","2000","EX","Extinct"
"Ciridops anna","1994","EX","Extinct"
"Ciridops anna","1988","EX","Extinct"
"Clappia cahabensis","2000","EX","Extinct"
"Clappia cahabensis","1996","CR","Critically Endangered"
"Clappia cahabensis","1994","I","Indeterminate"
"Clappia umbilicata","2000","EX","Extinct"
"Clavicoccus erinaceus","1996","EX","Extinct"
"Clavicoccus erinaceus","1994","Ex","Extinct"
"Clavicoccus erinaceus","1990","Ex","Extinct"
"Clavicoccus erinaceus","1988","Ex","Extinct"
"Clavicoccus erinaceus","1986","Ex","Extinct"
"Clelia errabunda","2016","EX","Extinct"
"Clermontia multiflora","2003","EX","Extinct"
"Cnidoscolus fragrans","1998","E","Endangered"
"Cnidoscolus fragrans","1998","EX","Extinct"
"Coenocorypha barrierensis","2016","EX","Extinct"
"Coenocorypha barrierensis","2014","EX","Extinct"
"Coenocorypha iredalei","2016","EX","Extinct"
"Coenocorypha iredalei","2014","EX","Extinct"
"Colaptes oceanicus","2017","EX","Extinct"
"Colaptes oceanicus","2016","EX","Extinct"
"Colaptes oceanicus","2014","EX","Extinct"
"Coleophora leucochrysella","1996","EX","Extinct"
"Coleophora leucochrysella","1994","Ex?","Extinct?"
"Coleophora leucochrysella","1990","Ex?","Extinct?"
"Coleophora leucochrysella","1988","Ex?","Extinct?"
"Coleophora leucochrysella","1986","Ex?","Extinct?"
"Collisella edmitchelli","1996","EX","Extinct"
"Colparion madgei","1996","EX","Extinct"
"Colparion madgei","1994","Ex","Extinct"
"Columba jouyi","2016","EX","Extinct"
"Columba jouyi","2012","EX","Extinct"
"Columba jouyi","2008","EX","Extinct"
"Columba jouyi","2004","EX","Extinct"
"Columba jouyi","2000","EX","Extinct"
"Columba jouyi","1994","EX","Extinct"
"Columba jouyi","1988","EX","Extinct"
"Columba thiriouxi","2017","EX","Extinct"
"Columba thiriouxi","2016","EX","Extinct"
"Columba thiriouxi","2014","EX","Extinct"
"Columba versicolor","2016","EX","Extinct"
"Columba versicolor","2012","EX","Extinct"
"Columba versicolor","2008","EX","Extinct"
"Columba versicolor","2004","EX","Extinct"
"Columba versicolor","2000","EX","Extinct"
"Columba versicolor","1994","EX","Extinct"
"Columba versicolor","1988","EX","Extinct"
"Commidendrum gummiferum","2016","EX","Extinct"
"Commidendrum gummiferum","1998","EX","Extinct"
"Conilurus albipes","2016","EX","Extinct"
"Conilurus albipes","2008","EX","Extinct"
"Conilurus albipes","1996","EX","Extinct"
"Conilurus albipes","1994","Ex","Extinct"
"Conilurus albipes","1990","Ex","Extinct"
"Conilurus albipes","1988","Ex","Extinct"
"Conilurus albipes","1986","Ex","Extinct"
"Conilurus albipes","1982","Ex","Extinct"
"Conilurus capricornensis","2016","EX","Extinct"
"Conozoa hyalina","1996","EX","Extinct"
"Contomastix charrua","2016","EX","Extinct"
"Conuropsis carolinensis","2016","EX","Extinct"
"Conuropsis carolinensis","2012","EX","Extinct"
"Conuropsis carolinensis","2008","EX","Extinct"
"Conuropsis carolinensis","2004","EX","Extinct"
"Conuropsis carolinensis","2000","EX","Extinct"
"Conuropsis carolinensis","1994","EX","Extinct"
"Conuropsis carolinensis","1988","EX","Extinct"
"Copeoglossum redondae","2016","EX","Extinct"
"Coregonus alpenae","1996","EX","Extinct"
"Coregonus alpenae","1994","Ex","Extinct"
"Coregonus alpenae","1990","Ex","Extinct"
"Coregonus alpenae","1988","Ex","Extinct"
"Coregonus alpenae","1986","Ex","Extinct"
"Coregonus fera","2008","EX","Extinct"
"Coregonus gutturosus","2008","EX","Extinct"
"Coregonus johannae","1996","EX","Extinct"
"Coregonus johannae","1994","Ex","Extinct"
"Coregonus johannae","1990","Ex","Extinct"
"Coregonus johannae","1988","Ex","Extinct"
"Coregonus johannae","1986","Ex","Extinct"
"Coregonus nigripinnis","1996","EX","Extinct"
"Coregonus nigripinnis","1994","E","Endangered"
"Coregonus nigripinnis","1990","Ex","Extinct"
"Coregonus nigripinnis","1988","V","Vulnerable"
"Coregonus nigripinnis","1986","V","Vulnerable"
"Coregonus oxyrinchus","1996","DD","Data Deficient"
"Coregonus oxyrinchus","1994","E","Endangered"
"Coregonus oxyrinchus","1990","E","Endangered"
