"name","result.year","state","TSFO","change.status"
"Aerodramus sawtelli",1994,3,0,"U"
"Aerodramus sawtelli",1996,3,2,"U"
"Aerodramus sawtelli",2000,3,6,"U"
"Aerodramus sawtelli",2004,3,10,"U"
"Aerodramus sawtelli",2008,3,14,"U"
"Aerodramus sawtelli",2012,3,18,"U"
"Aerodramus sawtelli",2016,3,22,"U"
"Aerodramus spodiopygius",1994,1,0,"U"
"Aerodramus spodiopygius",2000,1,6,"U"
"Aerodramus spodiopygius",2004,1,10,"U"
"Aerodramus spodiopygius",2014,1,20,"U"
"Aerodramus spodiopygius",2016,1,22,"U"
"Aerodramus terraereginae",1994,1,0,"U"
"Aerodramus terraereginae",2000,1,6,"U"
"Aerodramus terraereginae",2004,1,10,"U"
"Aerodramus terraereginae",2014,1,20,"U"
"Aerodramus terraereginae",2016,1,22,"U"
"Aerodramus unicolor",1994,1,0,"U"
"Aerodramus unicolor",2000,1,6,"U"
"Aerodramus unicolor",2004,1,10,"U"
"Aerodramus unicolor",2008,1,14,"U"
"Aerodramus unicolor",2009,1,15,"U"
"Aerodramus unicolor",2012,1,18,"U"
"Aerodramus unicolor",2016,1,22,"U"
"Aerodramus vanikorensis",2014,1,0,"U"
"Aerodramus vanikorensis",2016,1,2,"U"
"Aerodramus vulcanorum",1994,3,0,"U"
"Aerodramus vulcanorum",1996,3,2,"U"
"Aerodramus vulcanorum",2000,2,6,"U"
"Aerodramus vulcanorum",2004,2,10,"U"
"Aerodramus vulcanorum",2008,2,14,"U"
"Aerodramus vulcanorum",2012,2,18,"U"
"Aerodramus vulcanorum",2016,2,22,"U"
"Aerodramus vulcanorum",2017,2,23,"U"
"Aerodramus whiteheadi",1994,3,0,"U"
"Aerodramus whiteheadi",1996,3,2,"U"
"Aerodramus whiteheadi",2000,0,6,"U"
"Aerodramus whiteheadi",2004,0,10,"U"
"Aerodramus whiteheadi",2008,0,14,"U"
"Aerodramus whiteheadi",2012,0,18,"U"
"Aerodramus whiteheadi",2016,0,22,"U"
"Aeromys tephromelas",1996,1,0,"U"
"Aeromys tephromelas",2008,0,12,"N"
"Aeromys tephromelas",2016,0,20,"U"
"Aeromys thomasi",1996,1,0,"U"
"Aeromys thomasi",2008,0,12,"N"
"Aeromys thomasi",2016,1,20,"N"
"Aeronautes andecolus",1994,1,0,"U"
"Aeronautes andecolus",2000,1,6,"U"
"Aeronautes andecolus",2004,1,10,"U"
"Aeronautes andecolus",2008,1,14,"U"
"Aeronautes andecolus",2009,1,15,"U"
"Aeronautes andecolus",2012,1,18,"U"
"Aeronautes andecolus",2016,1,22,"U"
"Aeronautes montivagus",1994,1,0,"U"
"Aeronautes montivagus",2000,1,6,"U"
"Aeronautes montivagus",2004,1,10,"U"
"Aeronautes montivagus",2008,1,14,"U"
"Aeronautes montivagus",2009,1,15,"U"
"Aeronautes montivagus",2012,1,18,"U"
"Aeronautes montivagus",2016,1,22,"U"
"Aeronautes saxatalis",1994,1,0,"U"
"Aeronautes saxatalis",2000,1,6,"U"
"Aeronautes saxatalis",2004,1,10,"U"
"Aeronautes saxatalis",2008,1,14,"U"
"Aeronautes saxatalis",2009,1,15,"U"
"Aeronautes saxatalis",2012,1,18,"U"
"Aeronautes saxatalis",2016,1,22,"U"
"Aeschynomene indica",2011,1,0,"U"
"Aeschynomene indica",2017,1,6,"U"
"Aeshna canadensis",2009,1,0,"U"
"Aeshna canadensis",2017,1,8,"U"
"Aeshna clepsydra",2009,1,0,"U"
"Aeshna clepsydra",2017,1,8,"U"
"Aeshna juncea",2014,1,0,"U"
"Aeshna juncea",2017,1,3,"U"
"Aeshna palmata",2009,1,0,"U"
"Aeshna palmata",2017,1,8,"U"
"Aeshna persephone",1996,3,0,"U"
"Aeshna persephone",2007,1,11,"N"
"Aeshna umbrosa",2009,1,0,"U"
"Aeshna umbrosa",2017,1,8,"U"
"Aeshna viridis",1996,2,0,"U"
"Aeshna viridis",2006,1,10,"U"
"Aeshna williamsoniana",1996,4,0,"U"
"Aeshna williamsoniana",2006,0,10,"U"
"Aethalops aequalis",2008,1,0,"U"
"Aethalops aequalis",2016,1,8,"U"
"Aethalops alecto",1996,2,0,"U"
"Aethalops alecto",2008,1,12,"N"
"Aethalops alecto",2016,1,20,"U"
"Aethia cristatella",1994,1,0,"U"
"Aethia cristatella",2000,1,6,"U"
"Aethia cristatella",2004,1,10,"U"
"Aethia cristatella",2008,1,14,"U"
"Aethia cristatella",2009,1,15,"U"
"Aethia cristatella",2012,1,18,"U"
"Aethia cristatella",2016,1,22,"U"
"Aethia psittacula",1994,1,0,"U"
"Aethia psittacula",2000,1,6,"U"
"Aethia psittacula",2004,1,10,"U"
"Aethia psittacula",2008,1,14,"U"
"Aethia psittacula",2009,1,15,"U"
"Aethia psittacula",2012,1,18,"U"
"Aethia psittacula",2016,1,22,"U"
"Aethia pusilla",1994,1,0,"U"
"Aethia pusilla",2000,1,6,"U"
"Aethia pusilla",2004,1,10,"U"
"Aethia pusilla",2008,1,14,"U"
"Aethia pusilla",2009,1,15,"U"
"Aethia pusilla",2012,1,18,"U"
"Aethia pusilla",2016,1,22,"U"
"Aethia pygmaea",1994,1,0,"U"
"Aethia pygmaea",2000,1,6,"U"
"Aethia pygmaea",2004,1,10,"U"
"Aethia pygmaea",2008,1,14,"U"
"Aethia pygmaea",2009,1,15,"U"
"Aethia pygmaea",2012,1,18,"U"
"Aethia pygmaea",2016,1,22,"U"
"Aethiothemis basilewskyi",1996,0,0,"U"
"Aethiothemis basilewskyi",2006,0,10,"U"
"Aethiothemis basilewskyi",2010,1,14,"N"
"Aethiothemis bequaerti",2006,1,0,"U"
"Aethiothemis bequaerti",2009,1,3,"U"
"Aethiothemis bequaerti",2010,1,4,"U"
"Aethiothemis circe",2009,1,0,"U"
"Aethiothemis circe",2010,1,1,"U"
"Aethiothemis ellioti",2007,0,0,"U"
"Aethiothemis ellioti",2009,0,2,"U"
"Aethiothemis ellioti",2010,1,3,"N"
"Aethiothemis mediofasciata",2009,0,0,"U"
"Aethiothemis mediofasciata",2017,1,8,"N"
"Aethiothemis palustris",2006,1,0,"U"
"Aethiothemis palustris",2009,1,3,"U"
"Aethiothemis palustris",2010,1,4,"U"
"Aethiothemis solitaria",2006,1,0,"U"
"Aethiothemis solitaria",2010,1,4,"U"
"Aethomys bocagei",1996,1,0,"U"
"Aethomys bocagei",2004,1,8,"U"
"Aethomys bocagei",2008,1,12,"U"
"Aethomys bocagei",2016,1,20,"U"
"Aethomys chrysophilus",1996,1,0,"U"
"Aethomys chrysophilus",2004,1,8,"U"
"Aethomys chrysophilus",2008,1,12,"U"
"Aethomys chrysophilus",2016,1,20,"U"
"Aethomys hindei",1996,1,0,"U"
"Aethomys hindei",2004,1,8,"U"
"Aethomys hindei",2008,1,12,"U"
"Aethomys hindei",2016,1,20,"U"
"Aethomys kaiseri",1996,1,0,"U"
"Aethomys kaiseri",2004,1,8,"U"
"Aethomys kaiseri",2008,1,12,"U"
"Aethomys kaiseri",2016,1,20,"U"
"Aethomys nyikae",1996,1,0,"U"
"Aethomys nyikae",2004,1,8,"U"
"Aethomys nyikae",2008,1,12,"U"
"Aethomys nyikae",2016,1,20,"U"
"Aethomys silindensis",1996,1,0,"U"
"Aethomys silindensis",2004,3,8,"U"
"Aethomys silindensis",2008,0,12,"N"
"Aethomys silindensis",2017,0,21,"U"
"Aethomys stannarius",1996,2,0,"U"
"Aethomys stannarius",2004,2,8,"U"
"Aethomys stannarius",2008,0,12,"N"
"Aethomys stannarius",2017,0,21,"U"
"Aethomys thomasi",1996,1,0,"U"
"Aethomys thomasi",2004,1,8,"U"
"Aethomys thomasi",2008,1,12,"U"
"Aethomys thomasi",2016,1,20,"U"
"Aethopyga bella",2006,1,0,"U"
"Aethopyga bella",2008,1,2,"U"
"Aethopyga bella",2009,1,3,"U"
"Aethopyga bella",2012,1,6,"U"
"Aethopyga bella",2016,1,10,"U"
"Aethopyga boltoni",1994,2,0,"U"
"Aethopyga boltoni",2000,2,6,"U"
"Aethopyga boltoni",2004,2,10,"U"
"Aethopyga boltoni",2008,2,14,"U"
"Aethopyga boltoni",2012,2,18,"U"
"Aethopyga boltoni",2016,2,22,"U"
"Aethopyga duyvenbodei",1994,4,0,"U"
"Aethopyga duyvenbodei",1996,4,2,"U"
"Aethopyga duyvenbodei",2000,4,6,"U"
"Aethopyga duyvenbodei",2004,4,10,"U"
"Aethopyga duyvenbodei",2008,4,14,"U"
"Aethopyga duyvenbodei",2012,4,18,"U"
"Aethopyga duyvenbodei",2016,4,22,"U"
"Aethopyga eximia",1994,1,0,"U"
"Aethopyga eximia",2000,1,6,"U"
"Aethopyga eximia",2004,1,10,"U"
"Aethopyga eximia",2008,1,14,"U"
"Aethopyga eximia",2009,1,15,"U"
"Aethopyga eximia",2012,1,18,"U"
"Aethopyga eximia",2016,1,22,"U"
"Aethopyga gouldiae",1994,1,0,"U"
"Aethopyga gouldiae",2000,1,6,"U"
"Aethopyga gouldiae",2004,1,10,"U"
"Aethopyga gouldiae",2008,1,14,"U"
"Aethopyga gouldiae",2009,1,15,"U"
"Aethopyga gouldiae",2012,1,18,"U"
"Aethopyga gouldiae",2016,1,22,"U"
"Aethopyga ignicauda",1994,1,0,"U"
"Aethopyga ignicauda",2000,1,6,"U"
"Aethopyga ignicauda",2004,1,10,"U"
"Aethopyga ignicauda",2008,1,14,"U"
"Aethopyga ignicauda",2009,1,15,"U"
"Aethopyga ignicauda",2012,1,18,"U"
"Aethopyga ignicauda",2016,1,22,"U"
"Aethopyga linaraborae",2000,2,0,"U"
"Aethopyga linaraborae",2004,2,4,"U"
"Aethopyga linaraborae",2008,2,8,"U"
"Aethopyga linaraborae",2012,2,12,"U"
"Aethopyga linaraborae",2016,2,16,"U"
"Aethopyga nipalensis",1994,1,0,"U"
"Aethopyga nipalensis",2000,1,6,"U"
"Aethopyga nipalensis",2004,1,10,"U"
"Aethopyga nipalensis",2008,1,14,"U"
"Aethopyga nipalensis",2009,1,15,"U"
"Aethopyga nipalensis",2012,1,18,"U"
"Aethopyga nipalensis",2016,1,22,"U"
"Aethopyga primigenia",1994,1,0,"U"
"Aethopyga primigenia",2000,2,6,"U"
"Aethopyga primigenia",2004,2,10,"U"
"Aethopyga primigenia",2008,2,14,"U"
"Aethopyga primigenia",2012,2,18,"U"
"Aethopyga primigenia",2016,2,22,"U"
"Aethopyga pulcherrima",1994,1,0,"U"
"Aethopyga pulcherrima",2000,1,6,"U"
"Aethopyga pulcherrima",2004,1,10,"U"
"Aethopyga pulcherrima",2008,1,14,"U"
"Aethopyga pulcherrima",2009,1,15,"U"
"Aethopyga pulcherrima",2012,1,18,"U"
"Aethopyga pulcherrima",2016,1,22,"U"
"Aethopyga saturata",1994,1,0,"U"
"Aethopyga saturata",2000,1,6,"U"
"Aethopyga saturata",2004,1,10,"U"
"Aethopyga saturata",2008,1,14,"U"
"Aethopyga saturata",2009,1,15,"U"
"Aethopyga saturata",2012,1,18,"U"
"Aethopyga saturata",2016,1,22,"U"
"Aethopyga shelleyi",2006,1,0,"U"
"Aethopyga shelleyi",2008,1,2,"U"
"Aethopyga shelleyi",2009,1,3,"U"
"Aethopyga shelleyi",2012,1,6,"U"
"Aethopyga shelleyi",2013,1,7,"U"
"Aethopyga shelleyi",2016,1,10,"U"
"Aethriamanta rezia",2006,1,0,"U"
"Aethriamanta rezia",2016,1,10,"U"
"Aetobatus narinari",2000,0,0,"U"
"Aetobatus narinari",2006,2,6,"U"
"Aetomylaeus asperrimus",2009,0,0,"U"
"Aetomylaeus asperrimus",2016,0,7,"U"
"Aetomylaeus bovinus",2006,0,0,"U"
"Aetomylaeus bovinus",2016,0,10,"U"
"Aetomylaeus vespertilio",2006,4,0,"U"
"Aetomylaeus vespertilio",2016,4,10,"U"
"Afghanodon mustersi",1996,4,0,"U"
"Afghanodon mustersi",2000,4,4,"U"
"Afghanodon mustersi",2004,5,8,"U"
"Africallagma subtile",2006,1,0,"U"
"Africallagma subtile",2010,1,4,"U"
"Africallagma vaginale",2006,1,0,"U"
"Africallagma vaginale",2010,1,4,"U"
"Africanogyrus rodriguezensis",1996,4,0,"U"
"Africanogyrus rodriguezensis",2016,3,20,"N"
"Africanogyrus starmuehlneri",1996,4,0,"U"
"Africanogyrus starmuehlneri",2016,4,20,"U"
"Africocypha lacuselephantum",2009,3,0,"U"
"Africocypha lacuselephantum",2010,3,1,"U"
"Africocypha lacuselephantum",2017,1,8,"N"
"Afrithelphusa afzelii",1996,5,0,"U"
"Afrithelphusa afzelii",2008,0,12,"N"
"Afrithelphusa monodosa",1996,5,0,"U"
"Afrithelphusa monodosa",1996.5,4,0.5,"U"
"Afrixalus aureus",1996,1,0,"U"
"Afrixalus aureus",2004,1,8,"U"
"Afrixalus aureus",2013,1,17,"U"
"Afrixalus clarkei",2004,3,0,"U"
"Afrixalus clarkei",2013,4,9,"N"
"Afrixalus crotalus",2004,1,0,"U"
"Afrixalus crotalus",2013,1,9,"U"
"Afrixalus delicatus",2004,1,0,"U"
"Afrixalus delicatus",2013,1,9,"U"
"Afrixalus dorsalis",2004,1,0,"U"
"Afrixalus dorsalis",2013,1,9,"U"
"Afrixalus dorsimaculatus",2008,3,0,"U"
"Afrixalus dorsimaculatus",2016,4,8,"N"
"Afrixalus enseticola",2004,3,0,"U"
"Afrixalus enseticola",2013,3,9,"U"
"Afrixalus equatorialis",2004,1,0,"U"
"Afrixalus equatorialis",2013,1,9,"U"
"Afrixalus fornasini",2004,1,0,"U"
"Afrixalus fornasini",2013,1,9,"U"
"Afrixalus fulvovittatus",2004,1,0,"U"
"Afrixalus fulvovittatus",2013,1,9,"U"
"Afrixalus knysnae",2004,4,0,"U"
"Afrixalus knysnae",2010,4,6,"U"
"Afrixalus knysnae",2016,4,12,"U"
"Afrixalus lacteus",2004,4,0,"U"
"Afrixalus lacteus",2017,4,13,"U"
"Afrixalus laevis",2004,1,0,"U"
"Afrixalus laevis",2013,1,9,"U"
"Afrixalus leucostictus",2004,1,0,"U"
"Afrixalus leucostictus",2013,1,9,"U"
"Afrixalus lindholmi",2004,0,0,"U"
"Afrixalus lindholmi",2014,0,10,"U"
"Afrixalus morerei",2004,3,0,"U"
"Afrixalus morerei",2016,3,12,"U"
"Afrixalus nigeriensis",2009,2,0,"U"
"Afrixalus nigeriensis",2017,1,8,"N"
"Afrixalus orophilus",2004,3,0,"U"
"Afrixalus orophilus",2015,1,11,"N"
"Afrixalus osorioi",2009,1,0,"U"
"Afrixalus osorioi",2016,1,7,"U"
"Afrixalus paradorsalis",2004,1,0,"U"
"Afrixalus paradorsalis",2013,1,9,"U"
"Afrixalus quadrivittatus",2004,1,0,"U"
"Afrixalus quadrivittatus",2013,1,9,"U"
"Afrixalus schneideri",2004,0,0,"U"
"Afrixalus schneideri",2017,0,13,"U"
"Afrixalus spinifrons",2004,3,0,"U"
"Afrixalus spinifrons",2010,2,6,"N"
"Afrixalus spinifrons",2016,1,12,"N"
"Afrixalus stuhlmanni",2004,1,0,"U"
"Afrixalus stuhlmanni",2016,1,12,"U"
"Afrixalus sylvaticus",2004,4,0,"U"
"Afrixalus sylvaticus",2016,3,12,"N"
"Afrixalus uluguruensis",2004,4,0,"U"
"Afrixalus uluguruensis",2008,4,4,"U"
"Afrixalus uluguruensis",2016,3,12,"N"
"Afrixalus upembae",2004,0,0,"U"
"Afrixalus upembae",2014,0,10,"U"
"Afrixalus vittiger",2004,1,0,"U"
"Afrixalus vittiger",2013,1,9,"U"
"Afrixalus weidholzi",2004,1,0,"U"
"Afrixalus weidholzi",2013,1,9,"U"
"Afrixalus wittei",2004,1,0,"U"
"Afrixalus wittei",2013,1,9,"U"
"Afroaeschna scotias",2006,1,0,"U"
"Afroaeschna scotias",2016,1,10,"U"
"Afrocarpus dawei",1998,1,0,"U"
"Afrocarpus dawei",2007,2,9,"N"
"Afrocarpus dawei",2013,2,15,"U"
"Afrocarpus falcatus",1998,1,0,"U"
"Afrocarpus falcatus",2013,1,15,"U"
"Afrocarpus gracilior",1998,1,0,"U"
"Afrocarpus gracilior",2013,1,15,"U"
"Afrocarpus mannii",1998,3,0,"U"
"Afrocarpus mannii",2013,3,15,"U"
"Afrocarpus usambarensis",1998,0,0,"U"
"Afrocarpus usambarensis",2007,3,9,"N"
"Afrocarpus usambarensis",2013,4,15,"N"
"Afroedura hawequensis",1996,2,0,"U"
"Afroedura hawequensis",2017,2,21,"U"
"Afroedura nivaria",2010,1,0,"U"
"Afroedura nivaria",2017,1,7,"U"
"Afrofittonia silvestris",2000,3,0,"U"
"Afrofittonia silvestris",2004,3,4,"U"
"Afrofittonia silvestris",2014,3,14,"U"
"Afropavo congensis",1994,3,0,"U"
"Afropavo congensis",1996,3,2,"U"
"Afropavo congensis",2000,3,6,"U"
"Afropavo congensis",2004,3,10,"U"
"Afropavo congensis",2006,3,12,"U"
"Afropavo congensis",2008,3,14,"U"
"Afropavo congensis",2012,3,18,"U"
"Afropavo congensis",2013,3,19,"U"
"Afropavo congensis",2016,3,22,"U"
"Afropomus balanoidea",2009,2,0,"U"
"Afropomus balanoidea",2010,2,1,"U"
"Afrothismia pachyantha",2000,5,0,"U"
"Afrothismia pachyantha",2004,5,4,"U"
"Afrothismia winkleri",2000,5,0,"U"
"Afrothismia winkleri",2004,5,4,"U"
"Afrothismia winkleri",2013,5,13,"U"
"Afrotis afra",1994,1,0,"U"
"Afrotis afra",2000,1,6,"U"
"Afrotis afra",2004,1,10,"U"
"Afrotis afra",2008,1,14,"U"
"Afrotis afra",2009,1,15,"U"
"Afrotis afra",2012,1,18,"U"
"Afrotis afra",2013,3,19,"N"
"Afrotis afra",2016,3,22,"U"
"Afrotis afraoides",1994,1,0,"U"
"Afrotis afraoides",2000,1,6,"U"
"Afrotis afraoides",2004,1,10,"U"
"Afrotis afraoides",2008,1,14,"U"
"Afrotis afraoides",2009,1,15,"U"
"Afrotis afraoides",2012,1,18,"U"
"Afrotis afraoides",2016,1,22,"U"
"Afzelia africana",1998,1,0,"U"
"Afzelia africana",1998.5,3,0.5,"U"
"Afzelia bipindensis",1998,1,0,"U"
"Afzelia bipindensis",1998.5,3,0.5,"U"
"Afzelia pachyloba",1998,1,0,"U"
"Afzelia pachyloba",1998.5,3,0.5,"U"
"Agabus discicollis",1994,4,0,"U"
"Agabus discicollis",1996,4,2,"U"
"Agabus hozgargantae",1994,4,0,"U"
"Agabus hozgargantae",1996,4,2,"U"
"Agalychnis annae",2004,4,0,"U"
"Agalychnis annae",2008,4,4,"U"
"Agalychnis annae",2014,4,10,"U"
"Agalychnis aspera",2004,1,0,"U"
"Agalychnis aspera",2010,1,6,"U"
"Agalychnis callidryas",2004,1,0,"U"
"Agalychnis callidryas",2008,1,4,"U"
"Agalychnis dacnicolor",2004,1,0,"U"
"Agalychnis dacnicolor",2010,1,6,"U"
"Agalychnis lemur",2004,5,0,"U"
"Agalychnis lemur",2008,5,4,"U"
"Agalychnis medinae",2004,0,0,"U"
"Agalychnis medinae",2010,0,6,"U"
"Agalychnis moreletii",2004,5,0,"U"
"Agalychnis moreletii",2017,1,13,"N"
"Agalychnis saltator",2004,1,0,"U"
"Agalychnis saltator",2008,1,4,"U"
"Agalychnis spurrelli",2004,1,0,"U"
"Agalychnis spurrelli",2008,1,4,"U"
"Agama boueti",2010,1,0,"U"
"Agama boueti",2013,1,3,"U"
"Agama cornii",2010,0,0,"U"
"Agama cornii",2014,0,4,"U"
"Agama hispida",2011,1,0,"U"
"Agama hispida",2017,1,6,"U"
"Agama mwanzae",2010,1,0,"U"
"Agama mwanzae",2014,1,4,"U"
"Agamia agami",1994,2,0,"U"
"Agamia agami",2000,1,6,"U"
"Agamia agami",2004,1,10,"U"
"Agamia agami",2008,1,14,"U"
"Agamia agami",2009,1,15,"U"
"Agamia agami",2012,3,18,"G"
"Agamia agami",2016,3,22,"U"
"Agamodon arabicus",2010,0,0,"U"
"Agamodon arabicus",2012,0,2,"U"
"Agapornis canus",1994,1,0,"U"
"Agapornis canus",2000,1,6,"U"
"Agapornis canus",2004,1,10,"U"
"Agapornis canus",2008,1,14,"U"
"Agapornis canus",2009,1,15,"U"
"Agapornis canus",2012,1,18,"U"
"Agapornis canus",2016,1,22,"U"
"Agapornis fischeri",1994,2,0,"U"
"Agapornis fischeri",2000,2,6,"U"
"Agapornis fischeri",2004,2,10,"U"
"Agapornis fischeri",2008,2,14,"U"
"Agapornis fischeri",2012,2,18,"U"
"Agapornis fischeri",2016,2,22,"U"
"Agapornis lilianae",1994,1,0,"U"
"Agapornis lilianae",2000,1,6,"U"
"Agapornis lilianae",2004,2,10,"U"
"Agapornis lilianae",2008,2,14,"U"
"Agapornis lilianae",2012,2,18,"U"
"Agapornis lilianae",2016,2,22,"U"
"Agapornis nigrigenis",1994,4,0,"U"
"Agapornis nigrigenis",1996,4,2,"U"
"Agapornis nigrigenis",2000,3,6,"U"
"Agapornis nigrigenis",2004,3,10,"U"
"Agapornis nigrigenis",2006,3,12,"U"
"Agapornis nigrigenis",2008,3,14,"U"
"Agapornis nigrigenis",2012,3,18,"U"
"Agapornis nigrigenis",2013,3,19,"U"
"Agapornis nigrigenis",2016,3,22,"U"
"Agapornis personatus",1994,1,0,"U"
"Agapornis personatus",2000,1,6,"U"
"Agapornis personatus",2004,1,10,"U"
"Agapornis personatus",2008,1,14,"U"
"Agapornis personatus",2009,1,15,"U"
"Agapornis personatus",2012,1,18,"U"
"Agapornis personatus",2016,1,22,"U"
"Agapornis pullarius",1994,1,0,"U"
"Agapornis pullarius",2000,1,6,"U"
"Agapornis pullarius",2004,1,10,"U"
"Agapornis pullarius",2008,1,14,"U"
"Agapornis pullarius",2009,1,15,"U"
"Agapornis pullarius",2012,1,18,"U"
"Agapornis pullarius",2016,1,22,"U"
"Agapornis roseicollis",1994,1,0,"U"
"Agapornis roseicollis",2000,1,6,"U"
"Agapornis roseicollis",2004,1,10,"U"
"Agapornis roseicollis",2008,1,14,"U"
"Agapornis roseicollis",2009,1,15,"U"
"Agapornis roseicollis",2012,1,18,"U"
"Agapornis roseicollis",2016,1,22,"U"
"Agapornis swindernianus",1994,1,0,"U"
"Agapornis swindernianus",2000,1,6,"U"
"Agapornis swindernianus",2004,1,10,"U"
"Agapornis swindernianus",2008,1,14,"U"
"Agapornis swindernianus",2009,1,15,"U"
"Agapornis swindernianus",2012,1,18,"U"
"Agapornis swindernianus",2016,1,22,"U"
"Agapornis taranta",1994,1,0,"U"
"Agapornis taranta",2000,1,6,"U"
"Agapornis taranta",2004,1,10,"U"
"Agapornis taranta",2008,1,14,"U"
"Agapornis taranta",2009,1,15,"U"
"Agapornis taranta",2012,1,18,"U"
"Agapornis taranta",2016,1,22,"U"
"Agasthiyamalaia pauciflora",1998,5,0,"U"
"Agasthiyamalaia pauciflora",2017,5,19,"U"
"Agathis atropurpurea",1998,2,0,"U"
"Agathis atropurpurea",2013,2,15,"U"
"Agathis flavescens",1998,3,0,"U"
"Agathis flavescens",2011,3,13,"U"
"Agathis kinabaluensis",1998,3,0,"U"
"Agathis kinabaluensis",2013,4,15,"N"
"Agathis labillardieri",1998,1,0,"U"
"Agathis labillardieri",2013,2,15,"N"
"Agathis lanceolata",1998,2,0,"U"
"Agathis lanceolata",2010,3,12,"G"
"Agathis lenticula",1998,3,0,"U"
"Agathis lenticula",2013,3,15,"U"
"Agathis macrophylla",1998,2,0,"U"
"Agathis macrophylla",2000,2,2,"U"
"Agathis macrophylla",2013,4,15,"N"
"Agathis microstachya",1998,2,0,"U"
"Agathis microstachya",2013,2,15,"N"
"Agathis montana",1998,2,0,"U"
"Agathis montana",2010,2,12,"U"
"Agathis montana",2014,5,16,"G"
"Agathis orbicula",1998,3,0,"U"
"Agathis orbicula",2013,4,15,"N"
"Agathis ovata",1998,2,0,"U"
"Agathis ovata",2010,4,12,"G"
"Agathis silbae",1998,3,0,"U"
"Agathis silbae",2013,2,15,"N"
"Agelaioides badius",2016,1,0,"U"
"Agelaioides badius",2017,1,1,"U"
"Agelaioides fringillarius",2016,1,0,"U"
"Agelaioides fringillarius",2017,1,1,"U"
"Agelaius assimilis",2000,1,0,"U"
"Agelaius assimilis",2004,1,4,"U"
"Agelaius assimilis",2008,1,8,"U"
"Agelaius assimilis",2009,1,9,"U"
"Agelaius assimilis",2012,1,12,"U"
"Agelaius assimilis",2016,1,16,"U"
"Agelaius humeralis",1994,1,0,"U"
"Agelaius humeralis",2000,1,6,"U"
"Agelaius humeralis",2004,1,10,"U"
"Agelaius humeralis",2008,1,14,"U"
"Agelaius humeralis",2009,1,15,"U"
"Agelaius humeralis",2012,1,18,"U"
"Agelaius humeralis",2016,1,22,"U"
"Agelaius phoeniceus",2000,1,0,"U"
"Agelaius phoeniceus",2004,1,4,"U"
"Agelaius phoeniceus",2008,1,8,"U"
"Agelaius phoeniceus",2009,1,9,"U"
"Agelaius phoeniceus",2012,1,12,"U"
"Agelaius phoeniceus",2016,1,16,"U"
"Agelaius tricolor",1994,1,0,"U"
"Agelaius tricolor",2000,1,6,"U"
"Agelaius tricolor",2004,1,10,"U"
"Agelaius tricolor",2006,4,12,"U"
"Agelaius tricolor",2008,4,14,"U"
"Agelaius tricolor",2012,4,18,"U"
"Agelaius tricolor",2016,4,22,"U"
"Agelaius tricolor",2017,4,23,"U"
"Agelaius xanthomus",1994,4,0,"U"
"Agelaius xanthomus",1996,4,2,"U"
"Agelaius xanthomus",2000,4,6,"U"
"Agelaius xanthomus",2004,4,10,"U"
"Agelaius xanthomus",2008,4,14,"U"
"Agelaius xanthomus",2012,4,18,"U"
"Agelaius xanthomus",2016,4,22,"U"
"Agelaius xanthomus",2017,4,23,"U"
"Agelastes meleagrides",1994,3,0,"U"
"Agelastes meleagrides",1996,3,2,"U"
"Agelastes meleagrides",2000,3,6,"U"
"Agelastes meleagrides",2004,3,10,"U"
"Agelastes meleagrides",2008,3,14,"U"
"Agelastes meleagrides",2012,3,18,"U"
"Agelastes meleagrides",2016,3,22,"U"
"Agelastes niger",1994,1,0,"U"
"Agelastes niger",2000,1,6,"U"
"Agelastes niger",2004,1,10,"U"
"Agelastes niger",2008,1,14,"U"
"Agelastes niger",2009,1,15,"U"
"Agelastes niger",2012,1,18,"U"
"Agelastes niger",2016,1,22,"U"
"Agelasticus cyanopus",1994,1,0,"U"
"Agelasticus cyanopus",2000,1,6,"U"
"Agelasticus cyanopus",2004,1,10,"U"
"Agelasticus cyanopus",2008,1,14,"U"
"Agelasticus cyanopus",2009,1,15,"U"
"Agelasticus cyanopus",2012,1,18,"U"
"Agelasticus cyanopus",2016,1,22,"U"
"Agelasticus thilius",1994,1,0,"U"
"Agelasticus thilius",2000,1,6,"U"
"Agelasticus thilius",2004,1,10,"U"
"Agelasticus thilius",2008,1,14,"U"
"Agelasticus thilius",2009,1,15,"U"
"Agelasticus thilius",2012,1,18,"U"
"Agelasticus thilius",2016,1,22,"U"
"Agelasticus xanthophthalmus",1994,1,0,"U"
"Agelasticus xanthophthalmus",2000,1,6,"U"
"Agelasticus xanthophthalmus",2004,1,10,"U"
"Agelasticus xanthophthalmus",2008,1,14,"U"
"Agelasticus xanthophthalmus",2009,1,15,"U"
"Agelasticus xanthophthalmus",2012,1,18,"U"
"Agelasticus xanthophthalmus",2016,1,22,"U"
"Agelasticus xanthophthalmus",2017,1,23,"U"
"Aglaeactis aliciae",1994,3,0,"U"
"Aglaeactis aliciae",1996,3,2,"U"
"Aglaeactis aliciae",2000,3,6,"U"
"Aglaeactis aliciae",2004,3,10,"U"
"Aglaeactis aliciae",2006,5,12,"U"
"Aglaeactis aliciae",2008,4,14,"N"
"Aglaeactis aliciae",2012,4,18,"U"
"Aglaeactis aliciae",2015,4,21,"U"
"Aglaeactis aliciae",2016,4,22,"U"
