"name","result.year","result.code","result.category"
"Afrixalus knysnae","2010","EN","Endangered"
"Afrixalus knysnae","2004","EN","Endangered"
"Afrixalus lacteus","2017","EN","Endangered"
"Afrixalus lacteus","2004","EN","Endangered"
"Afrocanthium rondoense","1998","EN","Endangered"
"Afrocanthium rondoense","1998","V","Vulnerable"
"Afrocarpus usambarensis","2013","EN","Endangered"
"Afrocarpus usambarensis","2007","VU","Vulnerable"
"Afrocarpus usambarensis","1998","DD","Data Deficient"
"Afrocarpus usambarensis","1998","I","Indeterminate"
"Afrophlaeoba euthynota","2013","EN","Endangered"
"Afrothismia saingei","2017","EN","Endangered"
"Afrotyphlops gierrai","2010","EN","Endangered"
"Afzelia xylocarpa","1998","EN","Endangered"
"Agabus clypealis","1996","EN","Endangered"
"Agabus clypealis","1994","I","Indeterminate"
"Agabus discicollis","1996","EN","Endangered"
"Agabus discicollis","1994","E","Endangered"
"Agabus hozgargantae","1996","EN","Endangered"
"Agabus hozgargantae","1994","E","Endangered"
"Agalychnis annae","2014","EN","Endangered"
"Agalychnis annae","2008","EN","Endangered"
"Agalychnis annae","2004","EN","Endangered"
"Agathis borneensis","2013","EN","Endangered"
"Agathis kinabaluensis","2013","EN","Endangered"
"Agathis kinabaluensis","1998","V","Vulnerable"
"Agathis kinabaluensis","1998","VU","Vulnerable"
"Agathis macrophylla","2013","EN","Endangered"
"Agathis macrophylla","2000","LR/nt","Lower Risk/near threatened"
"Agathis macrophylla","1998","LR/nt","Lower Risk/near threatened"
"Agathis orbicula","2013","EN","Endangered"
"Agathis orbicula","1998","V","Vulnerable"
"Agathis orbicula","1998","VU","Vulnerable"
"Agathis ovata","2010","EN","Endangered"
"Agathis ovata","1998","LR/cd","Lower Risk/conservation dependent"
"Agathis ovata","1998","R","Rare"
"Agave caymanensis","2014","EN","Endangered"
"Agelaius tricolor","2017","EN","Endangered"
"Agelaius tricolor","2016","EN","Endangered"
"Agelaius tricolor","2012","EN","Endangered"
"Agelaius tricolor","2008","EN","Endangered"
"Agelaius tricolor","2006","EN","Endangered"
"Agelaius tricolor","2004","LC","Least Concern"
"Agelaius tricolor","2000","LR/lc","Lower Risk/least concern"
"Agelaius tricolor","1994","LR/lc","Lower Risk/least concern"
"Agelaius tricolor","1988","LR/lc","Lower Risk/least concern"
"Agelaius xanthomus","2017","EN","Endangered"
"Agelaius xanthomus","2016","EN","Endangered"
"Agelaius xanthomus","2012","EN","Endangered"
"Agelaius xanthomus","2008","EN","Endangered"
"Agelaius xanthomus","2004","EN","Endangered"
"Agelaius xanthomus","2000","EN","Endangered"
"Agelaius xanthomus","1996","EN","Endangered"
"Agelaius xanthomus","1994","EN","Endangered"
"Agelaius xanthomus","1988","T","Threatened"
"Agelanthus atrocoronatus","2013","EN","Endangered"
"Agelanthus igneus","2013","EN","Endangered"
"Agelanthus keilii","2017","EN","Endangered"
"Agelanthus microphyllus","2013","EN","Endangered"
"Agelanthus uhehensis","2013","EN","Endangered"
"Agelanthus validus","2013","EN","Endangered"
"Aglaeactis aliciae","2016","EN","Endangered"
"Aglaeactis aliciae","2015","EN","Endangered"
"Aglaeactis aliciae","2012","EN","Endangered"
"Aglaeactis aliciae","2008","EN","Endangered"
"Aglaeactis aliciae","2006","CR","Critically Endangered"
"Aglaeactis aliciae","2004","VU","Vulnerable"
"Aglaeactis aliciae","2000","VU","Vulnerable"
"Aglaeactis aliciae","1996","VU","Vulnerable"
"Aglaeactis aliciae","1994","VU","Vulnerable"
"Aglaeactis aliciae","1988","T","Threatened"
"Aglaiocercus berlepschi","2016","EN","Endangered"
"Aglaiocercus berlepschi","2012","EN","Endangered"
"Aglaiocercus berlepschi","2008","EN","Endangered"
"Aglaiocercus berlepschi","2007","EN","Endangered"
"Aglaiocercus berlepschi","2004","NR","Not Recognized"
"Aglaiocercus berlepschi","2000","NR","Not Recognized"
"Aglaiocercus berlepschi","1994","NR","Not Recognized"
"Aglaiocercus berlepschi","1988","NR","Not Recognized"
"Aglyptodactylus australis","2016","EN","Endangered"
"Agropyron cimmericum","2011","EN","Endangered"
"Agrostis trachychlaena","2003","EN","Endangered"
"Ahaetulla perroteti","2013","EN","Endangered"
"Ailurus fulgens","2015","EN","Endangered"
"Ailurus fulgens","2008","VU","Vulnerable"
"Ailurus fulgens","1996","EN","Endangered"
"Ailurus fulgens","1994","V","Vulnerable"
"Ailurus fulgens","1990","K","Insufficiently Known"
"Ailurus fulgens","1988","K","Insufficiently Known"
"Aiouea angulata","1998","E","Endangered"
"Aiouea angulata","1998","EN","Endangered"
"Aiouea obscura","1998","EN","Endangered"
"Aiphanes grandis","2003","EN","Endangered"
"Aiphanes leiostachys","1998","EN","Endangered"
"Aiphanes verrucosa","2003","EN","Endangered"
"Aiphanes verrucosa","1998","R","Rare"
"Aiphanes verrucosa","1998","VU","Vulnerable"
"Aipysurus fuscus","2010","EN","Endangered"
"Aitchisoniella himalayensis","2012","EN","Endangered"
"Aitchisoniella himalayensis","2000","EN","Endangered"
"Alasmidonta arcula","2012","EN","Endangered"
"Alasmidonta arcula","2000","EN","Endangered"
"Alasmidonta arcula","1994","I","Indeterminate"
"Alasmidonta arcula","1990","I","Indeterminate"
"Alasmidonta arcula","1988","I","Indeterminate"
"Alasmidonta arcula","1986","I","Indeterminate"
"Alasmidonta atropurpurea","2012","EN","Endangered"
"Alasmidonta atropurpurea","2000","EN","Endangered"
"Alasmidonta atropurpurea","1994","I","Indeterminate"
"Alasmidonta atropurpurea","1990","I","Indeterminate"
"Alasmidonta atropurpurea","1988","I","Indeterminate"
"Alasmidonta atropurpurea","1986","I","Indeterminate"
"Alasmidonta triangulata","2012","EN","Endangered"
"Albizia plurijuga","1998","EN","Endangered"
"Albizia plurijuga","1998","V","Vulnerable"
"Albizia suluensis","2014","EN","Endangered"
"Albizia suluensis","1998","V","Vulnerable"
"Albizia suluensis","1998","VU","Vulnerable"
"Albuca albucoides","2016","EN","Endangered"
"Alburnus attalus","2014","EN","Endangered"
"Alburnus baliki","2014","EN","Endangered"
"Alburnus carinatus","2014","EN","Endangered"
"Alburnus mentoides","2008","EN","Endangered"
