"column_label","Time","LC","NT","VU","EN","CR","EX"
"1",1,5.14507344030453e-12,6.26215149719311e-09,8.13290200128885e-07,7.13778391107979e-05,0.00667095084365816,1
"1",2,1.59059150124419e-10,9.62103503725424e-08,6.29558621575258e-06,0.000278881693702743,0.0131649267472775,1
"1",3,1.16713804229157e-09,4.67816552115884e-07,2.05656472543781e-05,0.000613084033742051,0.0194893626407163,1
"1",4,4.75349128686058e-09,1.42046065589213e-06,4.71977164838423e-05,0.00106520586484389,0.0256513084763413,1
"1",5,1.40232421962837e-08,3.33255465441866e-06,8.92774107434515e-05,0.00162706913348098,0.0316574522715144,1
"1",6,3.37387165138766e-08,6.64230834070508e-06,0.000149452183485709,0.00229105285679264,0.0375141416029109,1
"1",7,7.05218949201255e-08,1.18312629406556e-05,0.000229976883481418,0.00305005266845526,0.0432274036667694,1
"1",8,1.32994016955963e-07,1.9410260058192e-05,0.000332754881320379,0.00389744349888563,0.0488029640101167,1
"1",9,2.31861900494209e-07,2.99075500250544e-05,0.000459375190147381,0.00482704513243915,0.0542462640297156,1
"1",10,3.79959364378962e-07,4.38587765829638e-05,0.000611145965909446,0.00583309040646073,0.0595624773278841,1
"1",11,5.92251096721827e-07,6.17986041889074e-05,0.000789124735223026,0.00691019583725056,0.064756525007374,1
"1",12,8.85805383650784e-07,8.42537804822354e-05,0.000994145665409144,0.00805333447640356,0.069833089981106,1
"1",13,1.27974129054628e-06,0.000111737449906173,0.00122684416093847,0.0092578108177374,0.0747966303667064,1
"1",14,1.7951551587571e-06,0.000144744555424854,0.00148767904315983,0.0105192375902901,0.0796513920304127,1
"1",15,2.45503063541243e-06,0.000183748183979346,0.00177695254546829,0.0118335142867818,0.0844014203399824,1
"1",16,3.28413588322715e-06,0.00022919672801535,0.0020948283337445,0.0131968072896195,0.0890505711817089,1
"1",17,4.30891111306129e-06,0.000281511750300569,0.00244134774173243,0.0146055314680912,0.093602521292482,1
"1",18,5.55734913721106e-06,0.000341086452519074,0.00281644439280795,0.0160563331309478,0.0980607779540057,1
"1",19,7.05887124950041e-06,0.000408284659952205,0.0032199573631358,0.017546074228203,0.102428688092767,1
"1",20,8.84420039341262e-06,0.000483440245082022,0.00365164302634681,0.0190718177047695,0.106709446826107,1
"1",21,1.0945233276561e-05,0.000566856922320302,0.00411118570643581,0.0206308139165809,0.110906105491773,1
"1",22,1.33949128241043e-05,0.000658808354395468,0.00459820725344472,0.0222204880271787,0.115021579195575,1
"1",23,1.62271021311144e-05,0.000759538518331296,0.00511227564552847,0.023838428309448,0.119058653909254,1
"1",24,1.94764608706895e-05,0.000869262285523157,0.00565291271109104,0.0254823752833108,0.123019993148338,1
"1",25,2.31783249374567e-05,0.000988166176247829,0.00621960105572162,0.0271502116257869,0.12690814425759,1
"1",26,2.73685899520622e-05,0.00111640925411101,0.00681179027056521,0.0288399527949597,0.130725544329721,1
"1",27,3.20835991186614e-05,0.00125412413051315,0.00742890249144407,0.0305497383140734,0.134474525781147,1
"1",28,3.73600358119212e-05,0.00140141805326286,0.00807033737143073,0.0322778236662811,0.138157321606946,1
"1",29,4.32348211705528e-05,0.00155837405704479,0.00873547652359264,0.0340225727544988,0.141776070335559,1
"1",30,4.97450168889885e-05,0.00172505215660662,0.00942368748522054,0.0357824508844195,0.145332820702367,1
"1",31,5.69277333258695e-05,0.00190149056631335,0.0101343272499633,0.0375560182320484,0.148829536059937,1
"1",32,6.48200429859935e-05,0.00208770693216737,0.0108667454098698,0.039341923760144,0.152268098541497,1
"1",33,7.34588993799917e-05,0.00228369956454617,0.0116202869453389,0.0411388995507313,0.155650312993057,1
"1",34,8.2881061222038e-05,0.00248944866179952,0.012394294697363,0.0429457555233982,0.158977910688539,1
"1",35,9.31230218893619e-05,0.0027049175165032,0.0131881115531763,0.0447613745114288,0.16225255284131,1
"1",36,0.000104220944037205,0.00293005369761267,0.0140010823734618,0.0465847076699745,0.16547583392459,1
"1",37,0.000116210599238429,0.00316479020302308,0.0148325556865912,0.0484147701924386,0.168649284812388,1
"1",38,0.000129127312497402,0.00340904657813898,0.015681885172949,0.0502506373130621,0.171774375751813,1
"1",39,0.000143005911472477,0.00366272999701104,0.0165484309602021,0.0520914405753703,0.17485251917692,1
"1",40,0.000157880680229765,0.00392573630342058,0.0174315607483886,0.0539363643476697,0.177885072373548,1
"1",41,0.000173785317342404,0.0041979510100041,0.0183306507819058,0.0557846425682005,0.180873340004006,1
"1",42,0.000190752898143837,0.00447925025412004,0.0192450866838518,0.0576355557038467,0.183818576499875,1
"1",43,0.000208815840940132,0.00476950170968234,0.0201742641667045,0.059488427907504,0.18672198833066,1
"1",44,0.000228005876985008,0.00506856545462904,0.0211175896319869,0.061342624360308,0.189584736155526,1
"1",45,0.000248354024021416,0.00537629479407011,0.0220744806703655,0.0631975487859428,0.192407936864895,1
"1",46,0.000269890563195212,0.00569253703947378,0.0230443664725348,0.0650526411251832,0.19519266551822,1
"1",47,0.000292645019149141,0.00601713424451346,0.0240266881602507,0.0669073753596934,0.197939957183907,1
"1",48,0.000316646143109457,0.00634992389841414,0.0250208990459843,0.0687612574748982,0.200650808686907,1
"1",49,0.000341921898781493,0.00669073957781274,0.0260264648288509,0.0706138235524806,0.203326180269226,1
"1",50,0.000368499450876302,0.00703941155828912,0.0270428637337414,0.0724646379837397,0.205966997168206,1
"1",51,0.00039640515609571,0.00739576738683457,0.0280695865999105,0.0743132917956706,0.208574151117196,1
"1",52,0.000425664556409379,0.00775963241660932,0.0291061369246804,0.0761594010822075,0.211148501772881,1
